Donor_ID	Adipose - Subcutaneous	Adipose - Visceral (Omentum)	Adrenal Gland	Artery - Aorta	Artery - Coronary	Artery - Tibial	Bladder	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)	Brain - Cerebellar Hemisphere	Brain - Cerebellum	Brain - Cortex	Brain - Frontal Cortex (BA9)	Brain - Hippocampus	Brain - Hypothalamus	Brain - Nucleus accumbens (basal ganglia)	Brain - Putamen (basal ganglia)	Brain - Spinal cord (cervical c-1)	Brain - Substantia nigra	Breast - Mammary Tissue	Cells - EBV-transformed lymphocytes	Cells - Transformed fibroblasts	Cervix - Ectocervix	Cervix - Endocervix	Colon - Sigmoid	Colon - Transverse	Esophagus - Gastroesophageal Junction	Esophagus - Mucosa	Esophagus - Muscularis	Fallopian Tube	Heart - Atrial Appendage	Heart - Left Ventricle	Kidney - Cortex	Liver	Lung	Minor Salivary Gland	Muscle - Skeletal	Nerve - Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin - Not Sun Exposed (Suprapubic)	Skin - Sun Exposed (Lower leg)	Small Intestine - Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
11TT1	0.0	0.0	59.6613017713	52.4147888103	58.3506698738	57.9412104889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.614299162	62.6357151734	64.2203075621	0.0	0.0	60.1428799853	51.8653003952	59.6034494632	68.0234205521	60.4489159436	0.0	69.5618016256	74.3620564512	0.0	0.0	52.119384142	0.0	0.0	53.2252745432	0.0	81.66291626	0.0	47.8229226563	59.5195715956	55.1528887561	0.0	0.0	72.4648237963	40.2186824314	51.4074124368	0.0	0.0	103.17373491
11TTK	50.9812415164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0376976928	66.336623821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.3720695788	0.0	0.0	0.0	56.083652949	0.0	0.0	0.0	0.0	0.0	0.0	55.0275861882	0.0	0.0	0.0	54.9013120399	38.156823473	0.0	0.0	0.0	0.0	0.0	51.5148783929	0.0	0.0	0.0	0.0	52.6364999796	0.0	43.7073191476	245.726783413
11TUW	53.4765884834	0.0	0.0	0.0	0.0	43.2892899279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.9156900507	0.0	56.365949348	0.0	0.0	53.0766818584	45.8204806982	0.0	60.2798581697	0.0	0.0	79.6946114479	73.548068196	0.0	0.0	42.0401039091	58.5451969816	78.344824438	0.0	0.0	0.0	53.0400839558	46.8787614185	44.8989854293	55.2039270067	0.0	0.0	0.0	44.6582935402	37.2967651129	0.0	0.0	66.9332275204
11UD1	50.447464139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.2384203853	78.2129831672	0.0	0.0	0.0	0.0	56.2103624241	0.0	0.0	0.0	0.0	52.0325115127	0.0	0.0	56.8841750097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.9928756258	0.0	0.0	0.0	0.0	0.0	0.0	67.6659579431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11UD2	47.4522639594	0.0	0.0	51.98805454	49.6595275605	51.3938759205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.3187951737	0.0	0.0	0.0	76.8623535621	0.0	0.0	0.0	43.1210555748	0.0	73.0684290759	44.6405685344	0.0	0.0	0.0	0.0	46.9352791728	53.0968829825	0.0	0.0	0.0	0.0	38.1181142458	0.0	0.0	174.755757806
11VI4	0.0	67.3846600618	0.0	0.0	0.0	54.398463134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.9922635354	0.0	0.0	0.0	0.0	61.6683979924	52.2373045671	60.4396815796	59.2587119792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.7568892983	46.2502305532	52.4726088351	100.566688586	0.0	0.0	54.886634189	48.2498802693	49.4822141576	57.2288142772	53.1210774144	0.0	41.8414526234	0.0	54.2162394976	130.075083901
11WQC	48.7852770706	0.0	0.0	0.0	0.0	47.3779766071	0.0	0.0	0.0	68.2013194782	45.6934695112	0.0	0.0	60.6254930479	0.0	61.724377905	74.4524194832	78.1540167646	0.0	0.0	54.1924797103	0.0	53.5186378502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.3777046285	32.8278169903	0.0	71.493340353	38.2902828438	0.0	0.0	0.0	0.0	56.0151181048	51.3327588087	0.0	0.0	0.0	38.0652129887	0.0	0.0	0.0	75.4841091955
11WQK	0.0	52.0301595932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.8015216008	61.6434012623	0.0	74.4239062019	0.0	0.0	64.862857901	0.0	53.1558788043	0.0	55.6762080938	0.0	0.0	43.1638344648	45.6684077312	49.386022257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.3535860704	54.4350786038	65.8718106045	0.0	0.0	0.0	49.2823444982	46.5667871423	49.8332212345	49.9351679888	0.0	0.0	45.4788822496	42.0989178211	0.0	0.0	0.0	118.749314804
11XUK	57.6453548184	58.9974008328	152.186986988	0.0	0.0	49.5453863739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.9372751888	0.0	0.0	0.0	0.0	56.491231133	58.7320671848	51.5570197915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.2222345796	44.5406566774	47.3659514448	99.744485985	0.0	0.0	0.0	53.6970092928	48.3992580773	54.555456203	0.0	0.0	0.0	0.0	60.7212542167	101.931844806
11ZTS	51.9822294871	45.5499165264	0.0	49.8205710682	49.0743885334	52.2640328946	0.0	0.0	68.5241495808	0.0	0.0	44.6154038799	0.0	0.0	62.8297106348	73.7578145021	0.0	0.0	0.0	55.9112679744	0.0	0.0	56.5854320958	0.0	0.0	51.5622274828	0.0	55.5126873463	63.0862101757	0.0	0.0	0.0	0.0	0.0	76.6323446267	47.8980910167	60.1714601124	75.4952084321	0.0	50.0784181257	0.0	45.0434467434	0.0	0.0	56.342983524	0.0	0.0	0.0	0.0	42.1717711754	35.312721993	0.0	167.654567656
