Donor_ID	Adipose - Subcutaneous	Adipose - Visceral (Omentum)	Adrenal Gland	Artery - Aorta	Artery - Coronary	Artery - Tibial	Bladder	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)	Brain - Cerebellar Hemisphere	Brain - Cerebellum	Brain - Cortex	Brain - Frontal Cortex (BA9)	Brain - Hippocampus	Brain - Hypothalamus	Brain - Nucleus accumbens (basal ganglia)	Brain - Putamen (basal ganglia)	Brain - Spinal cord (cervical c-1)	Brain - Substantia nigra	Breast - Mammary Tissue	Cells - EBV-transformed lymphocytes	Cells - Transformed fibroblasts	Cervix - Ectocervix	Cervix - Endocervix	Colon - Sigmoid	Colon - Transverse	Esophagus - Gastroesophageal Junction	Esophagus - Mucosa	Esophagus - Muscularis	Fallopian Tube	Heart - Atrial Appendage	Heart - Left Ventricle	Kidney - Cortex	Liver	Lung	Minor Salivary Gland	Muscle - Skeletal	Nerve - Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin - Not Sun Exposed (Suprapubic)	Skin - Sun Exposed (Lower leg)	Small Intestine - Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
13FXS	0.0	0.0	0.0	0.0	41.3925185999	0.0	0.0	0.0	0.0	60.591123963	37.3082728918	37.2162585188	45.6288820217	55.3116456364	62.1687197854	59.7790985822	58.8980501056	66.9197544975	49.6396017708	65.8080748754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.3893387798	0.0	0.0	0.0	0.0	56.864791202	0.0	57.378204719	0.0	0.0	0.0	0.0	47.3881716058	0.0	0.0	167.754912417
13G51	63.5399709683	54.0603940275	0.0	0.0	0.0	50.4751441171	0.0	0.0	0.0	51.612237543	35.0023774689	35.9229817833	48.4318188219	64.0913704029	51.6223995217	52.4099961137	58.8992945559	58.56565394	0.0	64.7830233535	0.0	0.0	0.0	0.0	0.0	55.4946701316	0.0	0.0	56.7080443516	54.1109379082	0.0	0.0	0.0	0.0	0.0	43.0256343717	52.5304926882	81.9267391491	40.2572077177	0.0	0.0	49.7105505469	56.7090710183	56.6029626623	58.1759301807	0.0	0.0	0.0	0.0	35.5244480161	0.0	0.0	130.658594077
13IVO	53.7694607664	56.5723573998	0.0	0.0	0.0	0.0	0.0	0.0	69.2821993903	0.0	0.0	0.0	51.2859844192	61.462803502	0.0	60.4065092449	70.8065823868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.8890819425	40.9877639799	0.0	0.0	0.0	0.0	54.9304643365	52.6889379543	0.0	0.0	0.0	0.0	37.8435110589	0.0	0.0	0.0
13JUV	49.1999055345	51.8542023739	0.0	0.0	0.0	49.3349639276	0.0	0.0	0.0	58.4409561109	39.6047336003	34.4734978377	60.8579970272	56.6835418611	52.1224951387	0.0	59.9851945486	73.9248823719	54.7637147211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.8655095822	0.0	0.0	0.0	47.7485571539	0.0	68.4538863326	36.441768457	0.0	0.0	46.6605567469	0.0	46.1517731604	52.035341017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.122687557
13JVG	52.4869787221	0.0	0.0	0.0	0.0	61.9680780953	0.0	71.3836676265	64.5882881685	64.2221864562	37.8215616233	34.4723995029	56.1386224506	57.3598332475	63.2344624495	60.3810502366	71.6862259742	68.8015914106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.9206763609	0.0	0.0	0.0	47.1357854897	47.1106544165	58.5183390266	46.495941914	0.0	0.0	44.6737067363	0.0	47.131477051	0.0	0.0	0.0	0.0	0.0	37.7637230745	0.0	0.0	0.0
13N11	51.3629632978	50.1745252292	57.3767387799	0.0	59.2820197476	46.7586989228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.8678767439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.4525492162	74.6177173542	0.0	73.9397111327	43.8963704529	0.0	74.92747014	39.6368681771	43.6365908587	80.521909536	0.0	0.0	54.9720222417	54.1955542588	0.0	56.7139088699	0.0	0.0	39.7875422118	50.7946942085	42.6958881669	0.0
13N1W	53.0180494384	52.4496196733	0.0	0.0	0.0	47.3796006516	0.0	61.3000444288	56.1418596022	54.8593009986	0.0	0.0	0.0	52.4509937868	52.2756222137	59.3439538988	57.7183656728	60.9445889569	54.6190931493	0.0	50.0009496313	0.0	0.0	0.0	0.0	0.0	0.0	42.8326507572	0.0	0.0	0.0	71.3446771615	91.3447361784	0.0	0.0	53.2768013538	0.0	75.1834296379	38.9713179988	0.0	0.0	50.8912714888	0.0	45.9216800115	46.5101034155	0.0	0.0	43.7853285789	36.8947463743	37.8199881184	0.0	0.0	0.0
13N2G	47.7257492031	57.6294065367	0.0	58.5547013259	0.0	0.0	0.0	55.1585959274	55.7416539046	0.0	37.1530634365	39.9722244346	0.0	48.917405863	60.1341973027	0.0	59.063145576	54.7421797771	53.1395356308	63.1407735698	0.0	0.0	0.0	0.0	0.0	46.0359332028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.7366556582	48.734074391	0.0	72.3192755638	0.0	0.0	0.0	48.8155796168	47.3227962478	47.6285967806	45.5197721713	0.0	0.0	0.0	37.7310875076	42.2981484094	0.0	0.0	0.0
13NYB	0.0	0.0	0.0	41.8038910556	0.0	58.9623510812	0.0	0.0	0.0	61.2423162002	33.9169602357	30.0561921875	54.0675922062	59.115116955	66.4349154326	57.7444709075	55.2365604101	62.5819644687	61.8383304754	57.8091892065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.7628178515	0.0	56.9253805617	0.0	71.3783095873	0.0	61.4694503809	70.025061565	50.3927156079	55.0554900022	69.6107403399	0.0	0.0	0.0	0.0	0.0	59.6161588042	54.3913702112	0.0	0.0	0.0	41.327346212	53.5030511106	0.0	0.0	0.0
13NYC	0.0	0.0	0.0	0.0	0.0	48.9383881037	0.0	0.0	0.0	0.0	0.0	0.0	47.7263291827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.4066797173	60.4284590061	42.5514701604	0.0	0.0	0.0	0.0	50.1671904588	54.5175542087	0.0	0.0	0.0	0.0	46.5477279588	0.0	0.0	0.0
13NYS	55.409644274	53.7715659157	0.0	0.0	0.0	49.5054794251	0.0	65.8360525807	56.4420426721	60.1619945809	33.7172965937	0.0	50.1330072403	56.001246681	62.3300269357	66.9625347152	54.1355602091	0.0	61.0992034872	64.5254126442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.9968406285	0.0	0.0	0.0	45.8323217603	0.0	56.5841275943	0.0	0.0	0.0	46.3626397635	44.3298624858	50.834713811	56.2538044336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13NZ8	52.9804481625	0.0	0.0	0.0	0.0	46.4038389295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.2084189555	0.0	0.0	0.0	0.0	45.5118568242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.924733376	0.0	0.0	0.0	0.0	0.0	44.9480681716	59.7356759867	0.0	0.0	0.0	0.0	37.8015224988	0.0	0.0	0.0
13NZ9	45.7616577338	46.4938165122	0.0	50.7930529246	0.0	46.7475864765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.4289290154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.9892113762	0.0	0.0	74.6955548637	36.4722339827	0.0	70.4186450766	37.6753939826	0.0	0.0	0.0	0.0	51.2061286888	0.0	0.0	0.0	0.0	0.0	42.1704638264	0.0	0.0	0.0
13NZA	51.5369607518	0.0	0.0	0.0	52.2190274654	0.0	0.0	0.0	0.0	85.7134414026	47.2810677606	0.0	0.0	74.232229661	72.5886013033	59.9774385217	0.0	0.0	60.2977996456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.1168613477	0.0	0.0	0.0	50.4660286431	0.0	72.2225530378	38.3481880021	0.0	0.0	0.0	0.0	0.0	47.2006332662	0.0	0.0	0.0	38.3003576595	53.6588508174	0.0	0.0	0.0
13NZB	51.3160614118	51.7558400288	0.0	0.0	0.0	55.3862268664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.3335584316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0142851551	0.0	0.0	66.3580133809	87.2136879228	0.0	73.5914201271	0.0	0.0	65.8334068947	0.0	0.0	0.0	0.0	0.0	0.0	54.0954869552	0.0	0.0	0.0	38.6943311425	0.0	0.0	0.0	0.0
13O1R	53.0629678818	0.0	0.0	49.5841846339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.392707463	0.0	0.0	0.0	0.0	0.0	0.0	59.6402739496	0.0	0.0	50.6495449031	51.1290757152	0.0	80.9470891513	75.3365398018	71.8824984095	0.0	0.0	0.0	76.9505393496	40.514902363	0.0	88.8087933873	50.4273728953	0.0	0.0	50.7462159913	0.0	0.0	0.0	44.5896336637	42.0160408884	0.0	0.0	0.0
13O21	49.1829473518	58.4432102031	63.8913598486	53.6870637196	56.1502369725	55.446867858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.8258776996	55.9445495407	58.9247123854	55.7404331476	0.0	66.8777852075	83.494969739	0.0	0.0	51.2096569326	53.4556136178	67.1253912782	44.3049590816	0.0	0.0	0.0	49.7088553561	0.0	56.9311311643	54.2855832958	0.0	74.9342487388	36.9322097753	45.3519333758	0.0	0.0	0.0
13O3O	0.0	0.0	61.1013509973	50.6897728036	0.0	48.1281992709	0.0	64.5605520468	63.7614048846	59.7611980919	37.3334585571	35.976233884	61.1672772226	57.692414235	56.060088688	60.1567884331	57.3039666161	66.0554720426	0.0	67.1301494815	56.4666689274	0.0	0.0	0.0	0.0	0.0	48.8761703209	0.0	0.0	0.0	0.0	70.495349709	96.6688381257	0.0	79.9470135596	41.8474490817	0.0	73.6313779813	40.7832860024	41.4042424408	0.0	0.0	0.0	49.6888904066	57.4687256109	0.0	0.0	0.0	0.0	37.3677947409	0.0	0.0	0.0
13O3P	52.6219790998	45.4743655238	0.0	49.8474347809	0.0	53.310218144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.1327867379	0.0	0.0	0.0	0.0	0.0	46.5377294066	46.099999161	0.0	45.0575693613	0.0	67.552178403	94.2894204306	0.0	0.0	52.0526224107	0.0	65.1085815265	44.2543365886	0.0	0.0	0.0	0.0	0.0	51.4051897807	0.0	0.0	0.0	0.0	32.2191901728	0.0	0.0	0.0
13O3Q	47.9684712817	53.0386541293	0.0	0.0	0.0	53.3697563552	0.0	61.9704916301	61.1266205263	54.4237249606	31.2698229028	33.1889364255	60.0969148026	53.936998973	67.2564158356	53.9915013951	57.5442442641	63.0590516995	0.0	65.5602046773	51.2746252843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.2755600641	0.0	0.0	0.0	0.0	0.0	0.0	37.464958685	0.0	76.3988663	35.3467654612	0.0	0.0	0.0	0.0	46.0030494528	52.0313983509	0.0	0.0	50.8799996055	0.0	43.5035683344	0.0	0.0	0.0
13O61	56.7235246941	61.8395934731	63.7464993388	49.1690899378	51.1913910789	47.6852993098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.1794476034	0.0	0.0	0.0	0.0	51.6672041503	54.7315439107	57.6744480162	0.0	50.9705316535	0.0	73.5794518874	74.710540998	0.0	0.0	46.2673203167	0.0	70.0865558028	39.772405041	0.0	90.5129472519	0.0	43.9534107982	54.7715092775	0.0	45.8653969556	0.0	57.59493164	36.322390737	47.4036202702	0.0	0.0	82.6913793258
13OVG	0.0	62.2851488851	0.0	48.4694049682	49.8765548708	54.3341046036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.1078919332	59.0233878696	66.6820486279	52.6996634878	0.0	72.7854389273	77.7262660996	0.0	0.0	47.275647975	0.0	72.1434399251	40.4387436403	0.0	0.0	0.0	0.0	52.177898542	45.6653314669	0.0	0.0	0.0	0.0	38.387106802	0.0	0.0	152.237707731
13OVH	0.0	59.6978029646	0.0	0.0	0.0	56.8486111489	0.0	74.7854601397	63.5841511152	62.6090651293	34.2186453319	35.1144452242	55.082584411	0.0	0.0	60.7678181562	59.4880155864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.3494310014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.661933835	0.0	69.9446360455	0.0	0.0	0.0	53.6557441402	0.0	51.0257685408	50.532145609	0.0	0.0	0.0	44.6842673262	0.0	0.0	0.0	190.536115875
13OVI	54.4003484787	0.0	58.6627564159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.1688035734	57.3765494726	0.0	62.5097267267	54.5405619234	0.0	76.4329103396	0.0	51.634085789	0.0	0.0	52.7808116264	54.6885277648	43.897222382	67.5491967095	92.1503025131	0.0	0.0	0.0	53.358616513	54.0940802832	0.0	50.844062871	0.0	45.186474702	43.5686486291	47.0990831901	175.080710586
13OVJ	55.3898626575	58.5378706547	0.0	0.0	0.0	0.0	0.0	55.3612413078	0.0	58.563630434	29.2707252643	34.5872489506	55.1873149601	52.3382035363	55.5447083962	63.8436246879	55.0456844351	56.6517513307	58.4702770341	66.3979504789	0.0	0.0	0.0	0.0	0.0	54.8511388531	61.1809504242	49.0060449466	55.7239392382	50.1769029097	0.0	0.0	0.0	0.0	0.0	58.0833414303	0.0	67.743903115	45.2164282081	50.2483896954	0.0	54.075777585	0.0	53.2507340413	49.7395500336	0.0	0.0	0.0	0.0	55.8438566186	43.9579641356	0.0	172.63450761
13OVK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	220.479986206
13OVL	56.057083833	57.7292066725	0.0	0.0	0.0	52.3664194388	0.0	76.0672643276	62.0391294212	63.7726034548	33.612182298	36.8513298021	0.0	54.9923267298	62.1393102343	71.2100770382	56.8296477167	82.6964709765	58.5917211758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.9319053294	0.0	65.2889411869	0.0	0.0	80.2528071078	71.2829404133	0.0	39.2688341099	56.8373423594	76.1159286523	37.9387092772	0.0	0.0	46.8545555731	0.0	51.805141757	53.1423091154	0.0	0.0	0.0	38.0111888625	0.0	0.0	0.0	151.390308792
13OW5	0.0	0.0	0.0	52.0870437539	0.0	0.0	0.0	61.8333122231	55.9899736008	63.9197284022	31.5742702872	41.6933305891	0.0	0.0	55.2028281088	68.060175852	55.2505885512	72.4108744641	57.6504187392	0.0	42.5923079089	0.0	0.0	0.0	0.0	47.1833788239	59.5550264563	0.0	0.0	0.0	0.0	84.2476223726	0.0	0.0	0.0	48.8487749816	0.0	71.6655753709	0.0	0.0	0.0	51.2329764859	0.0	56.5079507196	53.3076482872	0.0	0.0	0.0	41.0964132617	43.0578325918	0.0	0.0	0.0
13OW6	55.1265118183	61.2825706106	52.2806868018	58.6524691489	0.0	52.0326156069	0.0	71.4422551703	0.0	52.6162240491	32.4259203411	31.9516153019	47.2263824056	53.6478650824	54.4369423785	47.4732084916	48.8056707307	60.7025892686	0.0	61.2252955402	0.0	0.0	0.0	0.0	0.0	45.0689915794	52.8881718685	42.9067926219	0.0	45.8295504517	0.0	66.6521662115	91.987760746	84.5531696334	66.4476183239	47.2136673786	0.0	75.0921504803	46.5684270725	0.0	0.0	51.0602761476	0.0	46.4140894351	52.8846818507	0.0	0.0	78.4189211761	41.8642546551	40.1275651979	0.0	0.0	107.843276735
13OW7	55.4780780251	52.4839198721	60.5096913837	0.0	0.0	48.5630537103	0.0	74.9684516713	70.7894270514	64.3881233383	36.9391335897	40.9767333367	62.4476254085	57.4269024392	60.6955688854	52.3798644699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.5504088096	0.0	0.0	0.0	65.0388240292	0.0	0.0	0.0	0.0	0.0	77.8921712317	49.1129253387	0.0	0.0	59.0968075931	0.0	45.1837203269	54.0342883171	0.0	0.0	0.0	0.0	40.9805257101	0.0	0.0	0.0
13OW8	56.3584555256	61.80677626	0.0	50.0173903961	0.0	52.7593215598	0.0	0.0	60.145355051	60.0337372531	42.0257158136	39.0324867832	53.9491597996	57.9964442232	71.2782017028	78.6537085943	66.5088881637	71.338898425	0.0	72.5705808862	56.1037212729	0.0	0.0	0.0	0.0	53.9122961735	0.0	51.4685142459	60.915690911	49.2934748454	0.0	0.0	91.9873574343	0.0	0.0	52.3737288683	0.0	71.4808764162	45.7914031573	0.0	0.0	57.0784719404	46.3896640669	43.8609770885	43.4882581371	0.0	0.0	0.0	0.0	45.6944430009	0.0	0.0	204.715129692
13PDP	46.0075454307	52.8122263194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.3330818864	66.5731209193	74.3780704296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9316.66125215	0.0	0.0	0.0	0.0	0.0	54.9392131172	53.4987142839	0.0	0.0	0.0	0.0	42.3127942932	0.0	0.0	0.0
13PL6	0.0	50.4508873464	0.0	0.0	0.0	46.3653576537	0.0	0.0	0.0	0.0	0.0	0.0	55.8887357314	0.0	0.0	0.0	83.0949916144	0.0	69.205569991	0.0	49.1013846802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0128008077	0.0	0.0	0.0	0.0	0.0	74.6319539009	0.0	0.0	0.0	0.0	0.0	57.8243537328	0.0	0.0	0.0	0.0	0.0	39.8332211381	0.0	0.0	0.0
13PL7	0.0	61.5338508937	64.4822058504	0.0	52.9829439583	50.6470460667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.198761623	65.205592141	55.5677109712	0.0	55.6869828736	0.0	84.3533170766	0.0	0.0	0.0	50.5752111097	0.0	73.2282245233	46.7301958804	46.6759793126	81.9427264452	0.0	0.0	0.0	0.0	58.054407211	57.7688795997	0.0	0.0	0.0	43.6340579754	49.9779008959	125.542759944
13PLJ	46.8872549315	0.0	0.0	0.0	0.0	59.0677891566	0.0	0.0	77.0450027856	17.5888916859	55.7850933149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.9016190786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3575.93620566	0.0	0.0	0.0	49.4235912723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.729496335
13PVQ	50.1030313779	55.9112146418	0.0	50.5639043464	0.0	46.8484290247	0.0	64.3115227058	65.5406967368	67.6039664387	46.4118315979	41.9588551646	61.1798116366	0.0	0.0	0.0	0.0	63.1126154531	61.2551348434	0.0	55.9481520537	0.0	0.0	0.0	0.0	49.0277032502	0.0	48.7188591511	56.6702404632	50.1085223233	0.0	68.1448014822	88.5776219058	0.0	0.0	44.5018863634	0.0	76.9328662135	44.4802771768	0.0	0.0	0.0	0.0	48.944266409	86.1042571006	0.0	0.0	65.6235641529	0.0	39.8378391127	0.0	0.0	0.0
13PVR	55.1027872716	56.4654905564	66.2937399681	52.7703505777	53.1260353245	49.5250093267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.326011137	0.0	0.0	69.9792792994	0.0	0.0	76.3549763935	85.4224846188	0.0	84.2220411404	0.0	0.0	65.4768839422	0.0	49.9037401187	0.0	0.0	0.0	52.8365049794	58.0390389814	0.0	51.1271672937	0.0	0.0	0.0	0.0	51.8241886518	0.0
13QBU	59.9104111512	59.4986117822	64.6851992077	51.7384527976	53.2348179031	55.5170288501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.1672607381	69.8220304839	52.9169654117	56.3833372847	52.3184166987	0.0	76.327066268	73.9843456636	0.0	0.0	46.740728717	0.0	65.7724030313	40.6182819163	45.9633575703	0.0	0.0	0.0	47.9934359092	0.0	51.2976030027	0.0	73.1826760967	0.0	41.7517519111	46.5542881035	54.6718037849	0.0
13QIC	0.0	0.0	0.0	0.0	0.0	60.54076356	0.0	65.6874932951	64.0693340031	0.0	45.9864928967	34.0357270059	53.6208595701	52.716654321	53.4780958525	63.6787058299	0.0	0.0	0.0	0.0	47.969388679	0.0	0.0	0.0	0.0	0.0	0.0	56.0911530012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.5045515442	41.1322202181	40.2913967366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.681037513	0.0
13QJ3	53.1267258135	0.0	0.0	0.0	0.0	50.1575902739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.6621003171	61.9887880137	54.1786603908	0.0	0.0	0.0	0.0	0.0	45.0461038477	0.0	65.4912755683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.8055968353	0.0	0.0	0.0	0.0	0.0
13QJC	0.0	0.0	0.0	0.0	41.0985332379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.5691794377	61.1501355126	72.7309076892	63.6912876606	71.4517411226	62.8113796895	59.6775366606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.6391792542	41.5051192313	46.94923415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.219197658	0.0	0.0	0.0
13RTJ	68.6797950491	0.0	0.0	0.0	65.4234657146	0.0	0.0	61.8160755798	57.3051140747	60.5568443623	35.8654941951	38.1364632354	0.0	54.2194432049	42.8821565595	55.2270724743	48.7098740753	50.055080555	48.6229380224	64.1837959697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.1553032156	60.6740774875	0.0	53.9887823208	0.0	0.0	45.1617948972	0.0	0.0	49.7182624389	57.5147405399	55.9584810745	52.5276494042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13RTK	0.0	62.1555625135	0.0	55.2256517829	0.0	53.3644877685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.5046397582	58.1126278381	56.9053569381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.3534919562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.2646818695	0.0	57.3135676566	0.0	43.0085501322	0.0	0.0	0.0
13RTL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.4078653705	0.0	0.0	0.0	0.0	0.0	71.9297072616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13S7M	50.2339049737	47.8046283089	0.0	0.0	49.744257335	0.0	0.0	0.0	64.419075103	64.2787284952	36.3462769389	33.2856717055	60.1049629735	54.1902164844	65.5748395443	0.0	70.1839586337	71.671970809	64.7980595289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.9685387438	37.8123117813	0.0	0.0	0.0	0.0	0.0	52.2948881602	0.0	0.0	64.4181930432	0.0	0.0	36.1679915461	0.0	125.058878078
13S86	0.0	55.8355671293	0.0	0.0	61.8967557378	52.2825804272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.4409691661	0.0	0.0	0.0	0.0	0.0	60.0502957347	0.0	57.595387357	49.5209425799	0.0	67.8357941382	65.7545236727	0.0	0.0	48.4874457343	0.0	65.1190162401	54.0371579782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.17147684	0.0	0.0	47.7080414441	0.0	0.0	108.523124207
13SLW	55.8811671118	0.0	0.0	0.0	0.0	0.0	0.0	65.4376135089	65.6098500693	61.5069062574	34.9178653458	0.0	0.0	57.3217795865	65.1604633571	52.2837010298	70.5503429582	0.0	54.5566477601	75.4012481823	0.0	0.0	0.0	0.0	0.0	47.1876522489	0.0	0.0	0.0	0.0	0.0	76.2049967313	0.0	0.0	0.0	0.0	0.0	64.6387266703	0.0	0.0	0.0	56.7544450467	0.0	49.2231248927	48.5420867864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13SLX	54.340427666	0.0	0.0	0.0	0.0	0.0	0.0	64.2834546418	0.0	57.0992213171	35.9169524205	0.0	55.6309220885	57.4333007591	0.0	62.5963497583	55.1110893195	0.0	55.7914749227	62.1164042994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.9429186614	0.0	0.0	70.2445353906	0.0	0.0	77.9165267807	36.0669887423	0.0	0.0	45.9710134536	0.0	0.0	47.7879993227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13U4I	54.6135230895	55.1552942595	0.0	51.7461001195	52.8153440177	54.1984409623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.3485127218	50.0629174417	53.4073727951	56.3399354538	48.9532565874	0.0	62.9272959714	70.4135618548	0.0	0.0	45.9177034119	0.0	71.4145871423	0.0	45.7671961223	104.840298195	0.0	0.0	47.134815112	54.654466989	0.0	68.6055427248	65.4484007625	0.0	41.0285279303	41.2511411709	47.0306953123	88.9236632884
