# Sample Index	Sample ID
2040	GTEX-111VG-0008-SM-5Q5BG
2041	GTEX-111YS-0008-SM-5Q5BH
2042	GTEX-1122O-0008-SM-5QGR2
2043	GTEX-1128S-0008-SM-5Q5DP
2044	GTEX-113IC-0008-SM-5QGRF
2045	GTEX-113JC-0008-SM-5QGR6
2046	GTEX-117XS-0008-SM-5Q5DQ
2047	GTEX-117YW-0008-SM-5QGRD
2048	GTEX-1192W-0008-SM-5QGRE
2049	GTEX-1192X-0008-SM-5Q5B7
2050	GTEX-11DXW-0008-SM-5Q59V
2051	GTEX-11DXX-0008-SM-5Q5B8
2052	GTEX-11DXY-0008-SM-5QGR4
2053	GTEX-11DYG-0008-SM-5QGR5
2054	GTEX-11DZ1-0008-SM-5QGR3
2055	GTEX-11EI6-0008-SM-5QGR7
2056	GTEX-11EMC-0008-SM-5Q5DR
2057	GTEX-11EQ8-0008-SM-5Q5DJ
2058	GTEX-11GS4-0008-SM-5QGRA
2059	GTEX-11GSP-0008-SM-5Q5DM
2060	GTEX-11H98-0008-SM-5QGR8
2061	GTEX-11I78-0008-SM-5Q5DI
2062	GTEX-11LCK-0008-SM-5Q5BB
2063	GTEX-11NSD-0008-SM-5Q5BC
2064	GTEX-11NUK-0008-SM-5Q5B9
2065	GTEX-11NV4-0008-SM-5Q5BA
2066	GTEX-11O72-0008-SM-5Q5DN
2067	GTEX-11OC5-0008-SM-5S2OH
2068	GTEX-11OF3-0008-SM-5S2NH
2069	GTEX-11ONC-0008-SM-5S2MG
2070	GTEX-11P7K-0008-SM-5S2O5
2071	GTEX-11P81-0008-SM-5S2OT
2072	GTEX-11P82-0008-SM-5S2MS
2073	GTEX-11PRG-0008-SM-5S2N5
2074	GTEX-11TT1-0008-SM-5S2P8
2075	GTEX-11TTK-0008-SM-5S2RU
2076	GTEX-11TUW-0008-SM-5SI6S
2077	GTEX-11UD1-0008-SM-5S2P6
2078	GTEX-11WQC-0008-SM-5SI6R
2079	GTEX-11WQK-0008-SM-5SI6T
2080	GTEX-11XUK-0008-SM-5S2WD
2081	GTEX-11ZTS-0008-SM-5S2VC
2082	GTEX-11ZTT-0008-SM-5S2TZ
2083	GTEX-11ZU8-0008-SM-5S2VO
2084	GTEX-11ZUS-0008-SM-5S2UO
2085	GTEX-1211K-0008-SM-5S2W1
2086	GTEX-12126-0008-SM-5S2UC
2087	GTEX-12WSH-0008-SM-5S2V1
2088	GTEX-12WSM-0008-SM-5S2VD
2089	GTEX-1399U-0008-SM-5S2VE
2090	GTEX-139T4-0008-SM-5S2WF
2091	GTEX-N7MS-0008-SM-4E3JI
2092	GTEX-NFK9-0008-SM-4E3JE
2093	GTEX-NL3G-0008-SM-4E3JX
2094	GTEX-NL3H-0008-SM-4E3HU
2095	GTEX-NL4W-0008-SM-4E3I2
2096	GTEX-NPJ7-0008-SM-4E3JS
2097	GTEX-O5YT-0008-SM-4E3IQ
2098	GTEX-O5YU-0008-SM-4E3I7
2099	GTEX-O5YV-0008-SM-4E3HP
2100	GTEX-O5YW-0008-SM-4E3IE
2101	GTEX-OHPK-0008-SM-4E3JL
2102	GTEX-OHPL-0008-SM-4E3I9
2103	GTEX-OHPM-0008-SM-4E3IP
2104	GTEX-OHPN-0008-SM-4E3HW
2105	GTEX-OIZG-0008-SM-4E3J2
2106	GTEX-OIZI-0008-SM-2XCFD
2107	GTEX-OOBJ-0008-SM-3NB26
2108	GTEX-OOBK-0008-SM-3NB27
2109	GTEX-OXRK-0008-SM-3NB28
2110	GTEX-OXRL-0008-SM-3NB29
2111	GTEX-P44H-0008-SM-48TDW
2112	GTEX-P4PP-0008-SM-48TDV
2113	GTEX-P4PQ-0008-SM-48TDX
2114	GTEX-P4QR-0008-SM-48TE2
