# Sample Index	Sample ID
6872	GTEX-111CU-1726-SM-5EGHM
6873	GTEX-111FC-1926-SM-5GZYC
6874	GTEX-111VG-1926-SM-5GIDO
6875	GTEX-111YS-2026-SM-5EGGL
6876	GTEX-117XS-2026-SM-5GID1
6877	GTEX-117YW-1526-SM-5EGGP
6878	GTEX-11DXZ-2126-SM-59881
6879	GTEX-11EI6-2226-SM-5EGJM
6880	GTEX-11EQ8-1426-SM-5EGJR
6881	GTEX-11EQ9-1926-SM-5PNVV
6882	GTEX-11GS4-2026-SM-5N9CP
6883	GTEX-11LCK-2326-SM-5HL53
6884	GTEX-11NSD-1026-SM-5N9BE
6885	GTEX-11NUK-2626-SM-5A5MB
6886	GTEX-11NV4-1726-SM-5N9FC
6887	GTEX-11O72-0726-SM-5P9GO
6888	GTEX-11OF3-1826-SM-5987N
6889	GTEX-11ONC-2226-SM-5HL6D
6890	GTEX-11P7K-1026-SM-5HL6Y
6891	GTEX-11P82-1526-SM-5BC5M
6892	GTEX-11TT1-2226-SM-5GU6B
6893	GTEX-11TUW-2226-SM-5EQL9
6894	GTEX-11WQC-2326-SM-5EQKE
6895	GTEX-11WQK-2826-SM-5EQKH
6896	GTEX-11ZUS-2726-SM-5FQUA
6897	GTEX-1212Z-0326-SM-5FQSJ
6898	GTEX-12696-0226-SM-5EGL3
6899	GTEX-12C56-1426-SM-5FQSW
6900	GTEX-12WSH-0326-SM-5GCNH
6901	GTEX-12WSI-2126-SM-5GCMV
6902	GTEX-12WSL-2326-SM-5DUXQ
6903	GTEX-12WSM-1326-SM-5GCP9
6904	GTEX-12ZZY-0126-SM-5LZV2
6905	GTEX-13111-1526-SM-5EGJX
6906	GTEX-13112-0226-SM-5P9IV
6907	GTEX-131XE-0426-SM-5IJF4
6908	GTEX-132QS-1226-SM-5P9GD
6909	GTEX-1339X-1926-SM-5PNVP
6910	GTEX-1399Q-2826-SM-5IJEZ
6911	GTEX-1399R-1626-SM-5P9GG
6912	GTEX-139T6-1226-SM-5IFFC
6913	GTEX-139TS-1726-SM-5IJG5
6914	GTEX-139TT-2226-SM-5LZWO
6915	GTEX-13FHP-2826-SM-5IJFW
6916	GTEX-13FLW-2126-SM-5N9FD
6917	GTEX-13FTW-1326-SM-5LZZD
6918	GTEX-13N1W-2626-SM-5IJEP
6919	GTEX-13N2G-0126-SM-5N9DV
6920	GTEX-13NYB-2226-SM-5MR58
6921	GTEX-13NZA-2526-SM-5IJFX
6922	GTEX-13NZB-2026-SM-5MR4M
6923	GTEX-13O1R-0726-SM-5IJEI
6924	GTEX-13O21-1226-SM-5J2MK
6925	GTEX-13O61-2026-SM-5J2M6
6926	GTEX-13OVH-0726-SM-5N9BU
6927	GTEX-13OVL-0426-SM-5IFG6
6928	GTEX-13OW5-2526-SM-5L3I1
6929	GTEX-13OW6-0126-SM-5IJGM
6930	GTEX-13VXU-0726-SM-5J2O7
6931	GTEX-144GL-0726-SM-5LU4P
6932	GTEX-144GM-0426-SM-5Q5C8
6933	GTEX-144GN-1626-SM-5Q5BU
6934	GTEX-145LT-0426-SM-5LUAP
6935	GTEX-145MH-2326-SM-5O9AW
6936	GTEX-145MO-0126-SM-5S2QU
6937	GTEX-14753-0626-SM-5Q5CY
6938	GTEX-147F4-0626-SM-5LUAK
6939	GTEX-147JS-0126-SM-5S2TW
6940	GTEX-14A6H-2326-SM-5Q5B5
6941	GTEX-14ABY-0626-SM-5Q5C9
6942	GTEX-N7MS-0126-SM-3TW8O
6943	GTEX-NFK9-0126-SM-3LK5H
6944	GTEX-O5YT-2126-SM-3MJGD
6945	GTEX-OHPM-2126-SM-3LK75
6946	GTEX-OIZH-2126-SM-3NB1P
6947	GTEX-OIZI-0126-SM-3NB13
6948	GTEX-OOBJ-2126-SM-3NB1N
6949	GTEX-OOBK-2126-SM-3LK5T
6950	GTEX-OXRL-2126-SM-3NM98
6951	GTEX-P4QR-0226-SM-3NMCH
6952	GTEX-P4QS-2126-SM-3NMCF
6953	GTEX-PLZ5-1526-SM-3P5ZX
6954	GTEX-PW2O-1426-SM-48TCD
