# Sample Index	Sample ID
5367	GTEX-1117F-0626-SM-5N9CS
5368	GTEX-1122O-0426-SM-5H12G
5369	GTEX-117YX-1726-SM-5GZZS
5370	GTEX-11DXX-0826-SM-5GZZP
5371	GTEX-11DXY-1126-SM-5987W
5372	GTEX-11DXZ-0526-SM-5GU7J
5373	GTEX-11DYG-0926-SM-5EGGW
5374	GTEX-11EM3-0526-SM-5H12N
5375	GTEX-11GS4-0626-SM-5A5LC
5376	GTEX-11I78-1026-SM-5HL74
5377	GTEX-11ONC-1126-SM-5GU6G
5378	GTEX-11TT1-1526-SM-5EQKU
5379	GTEX-11UD2-1126-SM-5EQM6
5380	GTEX-11ZTS-1026-SM-5LU8O
5381	GTEX-11ZTT-0426-SM-5EQLK
5382	GTEX-11ZUS-0526-SM-59884
5383	GTEX-12696-0526-SM-5EQ3Z
5384	GTEX-12WSC-0926-SM-5EQ63
5385	GTEX-12WSD-1026-SM-5EQ42
5386	GTEX-12WSK-0726-SM-5LZUV
5387	GTEX-12WSL-0926-SM-5N9EK
5388	GTEX-12ZZX-0626-SM-5EQ46
5389	GTEX-131XF-0526-SM-5HL87
5390	GTEX-131XG-0826-SM-5LZVS
5391	GTEX-131YS-1226-SM-5K7VE
5392	GTEX-132AR-1326-SM-5K7YC
5393	GTEX-1399R-1826-SM-5J2M9
5394	GTEX-1399S-0926-SM-5PNVQ
5395	GTEX-1399U-0626-SM-5J1NZ
5396	GTEX-13CF3-0626-SM-5J1NO
5397	GTEX-13FH7-0426-SM-5KM4M
5398	GTEX-13FHP-1126-SM-5IJDO
5399	GTEX-13FTW-0926-SM-5J2NJ
5400	GTEX-13FXS-1126-SM-5IJBB
5401	GTEX-13N11-0626-SM-5J1OL
5402	GTEX-13NZA-1126-SM-5MR4K
5403	GTEX-13O21-2926-SM-5J1OU
5404	GTEX-13O61-0626-SM-5L3D1
5405	GTEX-13OVG-0726-SM-5IJBY
5406	GTEX-13PL7-1826-SM-5IJDV
5407	GTEX-13PVR-1126-SM-5S2NX
5408	GTEX-13QBU-0126-SM-5LU3V
