106.870155	70.678757	50.761757	184.769592	91.510361	262.192596	73.053154	43.734173
24.584759	12.137087	21.140366	19.105642	75.313164	53.923893	14.752270	17.025501
23.512217	35.515781	38.503277	42.869850	30.882519	89.558197	33.397812	21.963692
41.450130	10.742953	16.047235	59.143505	3.973120	14.383952	9.884853	7.408016
0.979315	21.375147	19.235426	0.000000	15.169120	9.364248	33.082817	12.733681
17.370234	21.315155	20.404396	31.027853	3.915567	17.472607	27.033421	5.759627
1.847977	78.443108	77.660477	9.324150	0.855110	7.289645	13.128460	23.849762
367.337616	13.438896	79.238396	79.463318	704.309570	38.156475	20.565001	70.818222
500.200989	57.723724	82.815338	2.142797	152.513626	33.199055	47.528450	47.722939
27.087551	28.977551	34.321152	34.140877	8.067141	12.643589	23.389050	15.791197
3.227723	0.937858	2.117428	2.343540	2.983877	15.811754	0.348267	1.749342
2.098399	0.000000	0.000000	6.994724	3.003247	1.467741	0.000000	0.000000
76.235291	19.310059	7.800528	0.000000	24.585869	129.475433	13.122622	9.408465
0.000000	0.000000	0.079109	0.000000	0.000000	0.248435	0.045599	0.000000
0.000000	0.000000	0.000000	0.000000	1.902055	0.000000	0.000000	0.000000
18.850985	16.259277	31.594191	18.055517	9.291130	41.555241	33.677975	24.958960
30.172785	24.658905	34.055145	47.247284	59.172230	63.494797	34.069305	27.134817
32.495571	39.433819	50.183006	65.044106	91.873795	43.044205	54.940739	26.653452
0.000000	0.479717	0.000000	0.000000	0.000000	0.923915	0.544057	0.273908
26.728113	5.731544	31.639345	12.081759	98.994522	36.256397	18.012974	23.109283
0.000000	0.000000	0.050998	0.000000	0.000000	0.132522	0.022047	0.039156
0.000000	0.101854	0.273475	0.000000	0.000000	0.059221	0.039409	0.116651
387.440277	127.372917	144.748932	42.383549	45.335964	336.573517	37.542259	82.159935
5.944848	0.000000	1.215170	0.000000	0.000000	54.744057	0.000000	0.000000
439.678436	249.592575	193.831375	784.327637	272.975830	899.741333	206.854355	74.679298
0.000000	1.229649	1.976094	0.000000	0.000000	0.000000	1.157067	0.000000
2.549206	4.131305	22.115686	0.855025	5.162857	0.000000	0.000000	1.194106
25.383850	16.264036	17.624466	33.697559	22.200413	18.995825	19.848942	9.941081
30.311508	3.202817	5.458968	0.000000	0.857000	6.298603	5.776902	2.880546
26.593637	4.146706	2.261783	12.802972	4.813536	31.820955	1.989495	5.514686
19.873751	10.474813	5.449370	30.493095	12.369295	17.488197	2.029792	6.243068
17.301647	1.061784	2.183987	4.480085	2.292281	9.368107	0.113489	0.361762
13.643809	0.522180	0.240712	5.430819	0.786958	12.620408	0.030774	0.000000
73.159454	27.298710	36.591404	83.253159	23.481934	53.458149	23.871387	19.180134
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.024917	2.185777	2.718204	7.320879	3.476723	14.368816	3.351770	3.795738
0.029243	1.867593	0.242428	0.000000	0.020345	0.886927	6.817762	0.274303
20.124172	1.756109	2.168942	113.106392	3.583725	56.361633	2.038380	0.901031
50.051212	47.302723	50.297573	68.477295	143.493622	44.846813	48.745502	30.777395
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.320653	0.327367	2.990812	5.032853	0.978230	14.780150	1.043110	2.538147
10.557969	3.021968	3.489025	41.634560	5.495553	14.121402	2.707042	2.346278
95.356857	197.110214	307.844604	114.778641	120.681435	89.153694	259.929108	110.717522
18.273827	0.052507	0.062658	0.062871	29.523142	5.159397	0.081263	0.000000
17.543659	5.849708	5.967960	15.473322	11.218216	15.092901	8.669704	5.363448
0.000000	0.000000	0.000000	0.000000	0.000000	1.534375	0.000000	0.000000
1.501589	0.000000	0.772801	2.774160	1.299011	4.503533	1.175831	0.367334
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
182.934448	2.218625	8.145391	168.322708	19.327938	141.685181	4.965529	5.629523
75.201820	109.542343	132.772324	94.967033	33.835625	64.907661	55.006008	43.647560
38.763081	4.404225	12.515731	169.425980	8.518051	16.745369	10.728135	9.480391
3.007569	0.810485	0.939761	0.000000	0.256665	0.464706	0.307388	1.456084
23.636015	55.553928	93.773010	162.533051	1.554864	5.144670	4.394538	6.566238
11.806570	35.893089	45.276356	14.929939	9.495816	9.502562	50.424957	19.542103
261.000397	16.436771	8.849541	48.169827	21.231203	59.286556	3.892651	6.922665
0.000000	0.000000	0.000000	18.276037	0.000000	0.000000	0.000000	0.000000
33.522430	26.450405	23.367182	34.489742	28.406130	58.835884	26.940819	14.659227
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.076995
15.379772	12.349977	13.734785	30.627243	16.623125	13.875204	15.599925	5.297477
161.755234	102.004219	159.572357	224.575943	117.076042	588.694275	98.498474	64.349579
7.517629	205.226883	101.596146	1.654968	1.713037	11.704015	221.472641	107.835342
10.468455	28.948244	16.470007	33.049702	44.326172	34.283268	35.996334	19.847206
2.518830	39.084595	22.920483	0.000000	0.000000	0.000000	0.057451	3.497159
4.204341	0.000000	1.011311	0.000000	0.547921	0.665689	0.000000	0.000000
11.491248	3.996819	7.926754	12.488774	3.658669	6.238700	10.827302	5.949991
0.000000	0.000000	0.000000	0.192567	0.000000	2.492664	0.000000	0.000000
53.415939	5.190113	7.765458	274.414307	240.162689	29.423513	2.474205	4.732035
0.144502	0.105670	0.118217	0.308412	0.207349	0.215037	0.245310	0.084715
2.590790	0.000000	0.000000	0.000000	0.000000	0.418359	0.000000	0.000000
