124.160599	59.410458	134.850433	163.344086	78.133347	75.712158
8.916627	44.141171	14.986032	26.937641	24.206394	12.533113
37.152699	24.952475	48.826828	47.320625	49.699600	20.034542
43.898434	21.510885	21.415829	16.385593	21.596975	5.592080
0.154310	1.551871	11.281285	1.530182	9.184830	0.203342
41.155964	8.342347	18.404192	21.879227	10.054410	1.928882
12.340432	6.188810	7.225719	3.171895	11.409699	1.739566
123.303581	307.198242	12.588387	33.551949	79.071114	0.805972
1.345677	34.774773	15.777617	25.431673	43.576588	2.627071
24.511461	10.293681	16.206881	26.759319	13.037219	1.777761
1.659821	2.249760	18.677780	17.022781	26.641245	0.840272
10.076129	0.000000	0.000000	0.539430	0.000000	0.000000
0.000000	14.204981	9.742912	36.994030	23.253422	0.000000
0.000000	0.000000	0.097926	0.340833	0.123650	0.000000
0.000000	0.000000	6.326925	0.165067	0.268590	11.570213
13.072240	17.468164	139.256210	22.080856	56.631157	23.377426
36.620270	18.929007	43.065117	30.991858	28.743624	11.202752
43.964268	149.946472	69.248520	51.338837	38.764793	5.506001
0.000000	0.606901	0.000000	0.000000	0.000000	0.000000
11.985642	51.213020	19.022955	10.717232	34.608406	2.655857
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.044557	0.211369	0.169262	0.110460	0.470195	209.971497
15.618880	275.826111	124.688805	572.872864	486.972504	26.563637
0.000000	1.079691	1.173048	2.072917	0.000000	37.499660
669.910828	139.119888	377.798553	681.670593	277.243256	0.000000
0.000000	0.000000	0.000000	0.000000	1.137985	0.000000
0.000000	0.000000	8.354327	1.515560	0.931581	0.000000
24.410080	14.825273	22.383032	31.981344	15.547130	5.863955
1.256864	6.294649	3.562367	12.250031	3.526279	62.921352
7.827304	26.694901	3.921368	20.454060	15.249513	0.000000
31.414715	21.240265	22.213657	18.420195	14.654313	3.280743
1.497260	27.675385	4.528173	2.758758	7.887102	0.137668
9.707959	2.969977	0.355906	3.250240	34.225941	0.274354
52.454998	33.345612	26.422300	29.994633	72.627190	10.478565
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
11.095396	4.825882	5.342056	6.666929	8.281898	2.119368
0.000000	0.153843	16.797260	0.092766	0.921377	0.000000
126.171028	10.845428	1.488342	29.583738	2.387823	0.044992
57.410610	95.381737	53.327927	46.310631	51.400902	8.072312
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.197804	0.000000	0.000000	0.000000	0.000000
6.271538	5.965041	9.791759	3.012701	15.849581	46.814289
54.445831	15.435970	35.778633	12.458344	10.995501	4.628540
80.440392	157.433853	176.584503	74.835876	100.187523	30.134726
0.045939	7.612924	0.072714	3.188841	8.887691	0.022421
4.343778	17.241304	9.036049	13.910407	17.583963	10.817021
0.000000	0.000000	0.000000	0.639140	0.000000	0.000000
11.075774	2.146639	0.755474	2.209259	3.090482	0.134332
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
173.244766	74.479355	25.589291	96.219696	62.011410	71.191193
78.887360	41.381180	48.952572	68.009117	43.003456	35.645874
228.642990	22.473917	33.580910	16.484781	12.381334	1.043851
0.000000	0.343674	342.429474	0.263161	0.000000	0.000000
183.495789	2.004289	10.703967	6.937395	1.213646	0.000000
18.457388	11.972954	14.146106	6.714286	14.510796	2.728404
40.620075	37.090370	14.189826	41.043892	55.552284	1046.697510
91.606255	0.000000	0.000000	0.000000	0.000000	0.000000
32.740116	31.242830	34.508907	27.717264	36.439987	0.551630
0.000000	0.000000	0.000000	0.000000	0.000000	0.269129
28.538633	15.025189	14.453071	23.716063	12.793784	2.412006
336.378540	47.273129	343.373047	424.249969	128.927856	77.189461
