130.697769	145.465530	191.723969	332.989136	202.181183	94.352249	172.595261	134.562515	82.866638	90.684105	142.152100	79.761925	114.706261	74.793312	68.935455	80.776520	64.114944	71.976364	86.485458	75.334274	149.263901	232.283981	93.589272	82.927460	127.914574	170.545639	136.333618
31.960876	31.352686	26.913668	26.124912	22.796841	13.569934	17.981649	20.405783	20.955139	63.905903	25.795380	19.351929	17.626713	71.149925	94.243668	51.921646	22.838766	95.240341	10.259788	4.224872	24.390186	33.655567	50.075871	11.949175	12.338791	16.888098	18.935364
112.124702	100.207970	61.223919	70.812386	55.270317	38.209663	40.637550	32.758694	34.832752	50.764015	52.230793	19.768770	22.914591	21.803886	23.421595	29.522718	23.290564	33.701027	27.417648	33.996895	68.643929	76.416283	30.981274	29.832735	39.831718	50.352535	38.285915
5.588160	5.137402	5.613634	6.720627	8.485883	10.310929	6.584639	6.681664	8.974405	21.330223	38.703384	28.231537	18.255222	21.608120	11.235417	9.237554	15.109161	3.162056	24.204823	24.040401	7.570534	10.442177	22.432394	12.410952	7.963805	6.310266	7.918395
22.143826	28.732841	92.601563	102.515839	36.659073	29.106703	29.697010	26.059460	43.159248	1.840558	2.544480	2.522830	5.612934	0.658273	1.999051	0.782276	0.912588	13.893572	1.755911	2.472986	1.872408	4.843560	3.888094	0.485866	53.622932	56.053726	25.465275
24.160292	20.104925	20.515413	27.359058	38.772137	31.210920	18.773228	13.404745	23.407795	65.965157	15.210061	13.274693	7.314694	13.689260	3.108846	212.814835	22.704424	2.771141	19.924690	57.431564	27.460680	21.863100	11.854006	11.750848	21.966702	24.723108	18.581163
67.768784	46.216225	18.096659	19.918587	26.657293	19.910168	18.451363	23.832867	34.383156	2.029277	1.802338	6.581282	1.424505	2.659230	3.052240	0.278672	2.197185	1.174686	6.978854	1.705579	2.001820	5.549577	6.243386	0.671885	23.772457	13.729638	28.192680
10.573912	13.027891	46.691349	40.171917	12.001605	35.011806	40.691750	53.283382	65.444817	512.647766	173.332260	335.880981	399.964111	321.374664	965.136902	6.896727	111.511330	2085.716309	97.519852	820.855530	19.482746	41.869087	83.747574	530.087524	42.862495	26.972528	52.509071
3.257434	3.666054	10.566505	8.575824	9.151796	21.716799	18.249302	17.892773	23.047047	217.918015	316.193024	415.383545	78.974609	209.701080	307.169922	14.108383	46.725231	1148.214966	205.274704	106.498650	50.445129	28.052305	121.890251	81.871140	16.098541	9.356264	21.906322
14.706112	12.830180	13.731449	19.187845	27.352461	18.712151	21.458412	14.243836	21.335527	17.004293	22.967091	21.619656	6.577680	9.522096	6.624302	5.142853	33.316368	7.820984	16.965796	10.250424	24.568733	22.512592	12.494886	8.824513	17.011093	15.059259	19.092707
