93.832794	81.929283	98.143349	135.180420	110.646904	106.337029	161.970505	109.172966	109.019569	57.826515	61.902245	83.182915	75.926750	95.640175	119.667458	132.507248	139.528687	111.488800	95.432892	81.382050	94.355637	192.717896
22.233143	26.304628	23.628059	11.395263	82.698036	27.744123	55.323666	30.422390	16.550285	62.935280	94.517105	36.573734	71.365204	11.840368	30.675743	26.825535	25.592875	28.009869	11.174370	27.980776	15.074580	21.971601
27.873220	28.652094	40.530437	29.012875	49.154728	45.890759	122.123695	48.746418	34.509529	42.363750	40.163692	43.579250	50.284302	75.133377	66.654572	55.633862	59.828892	23.782272	114.128052	62.287983	58.734016	6.488800
24.054848	31.136530	23.758041	38.589931	25.519978	13.742697	12.621754	14.612941	25.851257	18.854296	21.401159	36.007469	2.458843	24.945738	17.379457	7.829510	11.423293	23.194292	5.989967	28.685442	12.028984	7.044253
1.173167	1.972977	4.916068	0.031995	5.204579	2.480201	16.401390	3.067428	11.490458	2.449991	4.139467	4.942223	16.550259	2.195465	12.785421	4.809006	5.935014	2.334742	1.193606	5.618838	0.531500	0.256010
8.473876	14.462733	6.858442	49.071243	31.966246	5.641281	82.747604	6.323195	11.599790	12.229636	5.928096	75.079323	4.625703	27.882044	13.546186	18.131868	20.703505	7.310115	32.146053	11.126792	9.604107	2.359582
3.059300	4.410608	3.358571	11.227218	6.893378	5.076094	7.275806	4.474776	3.025021	7.951365	7.970647	8.855448	1.294704	5.471234	5.549494	7.754268	7.348977	5.306766	3.159146	11.146859	0.741860	1.358749
689.004028	841.401978	501.744507	76.287651	38.922153	112.475456	13.349345	178.892471	451.355042	303.248138	1225.855103	126.904419	1651.056885	101.578209	18.043247	9.577614	47.015877	10.324210	25.275078	98.214935	754.034912	0.421503
192.133575	291.200989	661.586121	0.874246	89.534325	214.087784	11.274537	248.561371	82.777786	145.308792	228.516037	138.967072	2410.187500	398.305237	597.411682	62.073631	203.703903	162.434540	10.336275	87.732307	238.472290	4.465145
18.441532	19.331747	14.953730	31.198841	14.905845	13.602889	44.794907	13.638072	7.519258	10.942152	11.065431	27.918276	10.477110	25.311680	8.147255	21.523708	24.967348	10.012230	8.907413	14.111772	10.350264	6.226587
5.160610	6.647307	10.262019	0.959161	34.155109	2.759352	23.588079	2.252719	1.209802	2.047631	2.693552	15.326511	0.983083	3.231149	23.562344	24.695772	20.763006	3.306374	11.036734	16.095110	0.677509	0.542281
2.151593	0.000000	0.501374	9.699026	8.148032	0.000000	0.000000	0.000000	0.072776	0.000000	0.000000	0.000000	4.549778	2.076103	0.000000	0.862315	0.648131	0.000000	0.261482	0.000000	3.568324	0.000000
15.728900	27.948425	25.915283	0.000000	5.044710	17.112236	10.167529	20.406111	47.424332	12.897097	13.561624	34.122082	9.834837	7.867922	6.684219	8.643187	12.506119	0.916524	3.992147	23.819134	30.808506	0.098626
0.033790	0.060611	0.000000	0.000000	38.991543	0.000000	133.540695	0.000000	0.000000	0.000000	0.036898	0.140276	0.000000	0.000000	0.370599	0.632006	0.463990	0.000000	0.000000	0.000000	0.000000	0.081699
0.905705	0.815920	0.934757	0.000000	1.807496	1.109801	0.000000	1.599445	0.000000	0.734364	3.580755	0.901014	0.000000	0.000000	0.000000	1.045891	0.000000	44.762310	0.298830	0.000000	0.000000	10.097245
31.555546	25.681990	27.868498	13.566010	15.752217	12.549503	16.068253	10.305710	16.466652	26.746323	18.578691	32.778282	17.418959	61.741974	14.291620	24.808022	25.364534	21.727098	9.808444	61.202579	13.954026	32.395294
29.270361	31.574810	30.683430	39.922272	23.834925	43.028378	36.040401	41.026257	42.617630	29.156582	25.214766	32.744045	23.302031	27.963240	25.582163	23.101746	29.945957	27.221783	33.684082	23.222340	30.230677	12.774440
40.080219	53.412521	46.672661	52.494625	71.073105	60.064899	78.426811	60.888138	66.285950	212.280151	239.877670	57.844219	138.083435	46.817825	34.752563	34.243061	43.462208	31.583797	51.922546	39.711864	53.327461	15.515358
0.381370	0.542920	0.262429	0.000000	2.633985	0.498968	0.000000	0.890151	0.000000	0.436774	0.000000	0.000000	0.000000	0.239814	0.000000	0.000000	0.561487	0.000000	373.662781	0.000000	0.000000	0.000000
29.476973	33.855473	29.576340	10.420601	34.436298	34.453793	6.772468	39.609417	31.453163	80.083282	103.542625	13.546825	77.388908	46.366226	46.898552	21.063278	26.750731	21.741077	11.019493	37.085293	53.567921	1.741786
0.000000	0.000000	0.000000	0.000000	0.000000	0.023026	0.361289	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023614	0.000000	1.871156	0.000000	0.000000	0.000000
0.058405	1.578215	0.188015	0.000000	0.077068	0.000000	0.107634	0.067100	0.000000	0.029359	0.095667	3.325205	0.041412	0.000000	0.040036	0.070478	0.000000	19.457100	0.251751	0.036874	0.000000	184.977982
134.988480	53.191345	100.778214	2.276033	386.329437	299.940399	689.206970	315.966034	357.342407	111.191231	77.317337	415.850220	57.073647	797.779541	39.206856	454.617767	371.603088	42.016659	11.968092	370.535339	260.137787	11.627652
0.000000	11.195120	0.568263	0.000000	1.029934	0.000000	21.894470	1.459031	13.207878	1.446275	0.000000	1.929492	1.110336	97.909233	0.000000	0.000000	0.000000	6.568040	0.000000	0.943118	0.000000	8.600614
638.009705	522.316284	480.917877	881.700684	179.771957	595.402832	595.517090	366.048035	445.456512	89.804955	198.539139	257.418060	303.306641	205.606796	354.606812	531.788696	485.097717	388.550476	110.843864	275.060944	212.452972	170.700958
0.558394	1.639956	0.000000	0.000000	0.899821	0.000000	0.000000	0.000000	0.000000	0.000000	0.187476	0.815719	0.000000	0.000000	4653.104980	0.000000	1.434165	0.795279	0.783390	0.294813	0.000000	0.000000
1.078023	2.151447	0.000000	2.104151	0.000000	3.155668	2.951590	1.311058	4.396904	0.000000	1.111236	0.636114	0.776576	3.364096	0.718848	2.655540	1.523128	0.731055	85.300072	1.277607	3.414723	0.000000
26.636566	19.698765	18.688494	28.545187	10.749148	15.638156	58.533966	15.962090	31.950745	13.031071	12.619674	22.343239	30.782324	17.078482	10.888459	43.568005	32.877323	15.220583	74.502480	14.443947	23.580925	22.424873
26.389601	29.585188	9.188103	1.952551	7.911701	3.787535	5.325712	4.552053	12.944936	7.643530	1.828540	49.509411	1.359638	8.985735	2.295686	6.599645	6.424523	143.472366	1.297214	10.284925	3.619423	12.233456
18.234087	27.025860	26.799749	12.434420	7.175641	14.405097	12.261378	11.112590	20.347488	19.769892	16.672535	16.778406	5.186596	15.339635	6.459320	15.602356	14.598215	11.927606	4.885741	16.366949	17.709185	0.000000
19.483894	10.707193	18.429325	31.157179	24.766134	19.498369	19.612255	22.471560	41.690895	32.764851	27.430845	22.700426	13.112240	17.110571	7.350896	9.302472	12.575164	16.209085	19.602686	18.445244	28.591318	1.743132
4.638807	25.842144	9.087478	2.867834	3.051646	59.177685	3.936371	60.929386	59.968967	53.106750	11.198212	161.760635	1.625241	7.935921	3.957446	1.601744	1.342735	16.843832	13.839467	18.706396	17.962748	0.091846
1.369320	29.920858	3.252672	0.947341	9.876801	0.378622	6.850173	0.304864	25.172970	1.867657	0.261972	113.150986	0.057441	0.388452	0.945466	1.510599	1.833144	0.069264	0.655081	51.117649	21.221436	0.021760
57.608620	50.920101	52.403152	60.940830	24.267113	49.954582	24.375984	55.533146	64.699997	41.685383	37.606735	54.350204	20.561838	32.224834	45.699512	37.976894	44.886177	45.893265	13.048227	104.235512	44.761265	9.389073
0.000000	0.000000	0.000000	0.000000	45.656391	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.915625	4.169509	5.805037	10.865817	5.512971	7.430156	6.040836	7.300008	7.997994	8.478916	4.303061	6.450327	1.105377	7.702233	4.207224	12.586025	9.824912	9.463130	1.929140	7.373771	5.687332	1.389316
0.000000	0.000000	0.013158	0.012931	6.148645	0.080653	0.000000	0.075135	0.022998	4.536724	1.838940	0.009696	0.139112	0.000000	1.412144	0.009865	0.000000	0.046713	0.896034	3.323787	0.010741	0.015918
33.130009	21.768480	27.878113	193.816956	9.912515	14.476443	20.005102	13.428838	5.061426	13.140697	4.926277	18.154852	4.369627	20.149231	6.985531	26.781523	49.870510	10.518596	2.827547	14.495149	23.099979	0.019608
36.961708	57.510021	42.247871	36.941536	62.056648	76.018105	89.115639	80.105713	67.041809	129.694580	147.703888	45.634571	101.059227	62.925716	31.572308	50.172562	44.546139	62.749287	111.754234	57.866428	58.943619	38.036369
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.783898	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	127.559204	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.247256	0.000000	0.000000	0.000000	0.000000
5.303305	12.972421	2.716501	7.033587	21.809872	1.353949	16.888332	0.545102	9.953915	3.201112	2.003377	15.486917	0.000000	5.610172	9.401032	2.061289	11.078067	65.075699	2.179451	13.817880	2.787300	8.408491
11.560918	16.319189	8.772481	42.962093	11.481155	17.558384	13.556536	13.114997	31.241686	11.043213	7.464173	18.502775	3.049557	6.718261	11.035036	12.599819	11.960392	20.470627	6.225875	17.515936	12.347051	21.316856
90.955589	109.415817	99.091576	80.012062	46.448280	98.535561	53.260571	100.069267	138.811691	134.927216	176.940735	80.822739	100.651901	127.841324	40.427361	126.198296	112.651985	94.463524	73.593071	112.641258	125.775002	187.464233
6.142194	1.825618	3.343888	0.111126	1.324316	11.386862	0.110974	11.818565	9.966680	0.988818	0.504133	1.273736	6.746023	5.367805	0.233908	0.169550	1.087996	0.022940	0.469683	1.799503	29.141109	0.029314
