128.530655	88.911674	85.501823	109.144577	153.342407	25.518635	50.382378	112.795883	69.607849	63.535294	43.057873	116.973801	60.345634	74.993805	64.384804	44.609196	67.359131	38.979305	90.198799	64.084473	93.519180	55.776218	59.014236	204.042053	44.554951	80.522888	61.954700	69.050468	63.783573
33.993511	16.444799	16.047472	17.005917	19.428963	8.278688	5.243303	12.033263	16.067408	17.812845	12.517241	50.163189	31.574766	16.582090	144.556534	19.627752	27.549646	72.350296	19.538847	15.321226	45.597614	14.183039	22.490911	42.302990	24.597584	24.006054	12.258387	13.422757	20.196276
78.765404	364.941956	334.686676	263.307404	203.661240	89.231392	202.769043	154.729874	149.211884	158.217377	86.983902	315.926086	224.390762	140.460251	163.073059	155.241928	223.730972	103.266151	269.429047	243.265686	120.062737	117.923691	160.435104	118.900223	193.768814	266.313995	108.982887	182.224152	162.299957
30.828402	2.894492	3.067215	7.785722	6.248459	9.113407	18.109741	9.598365	9.509860	16.522457	9.381934	10.897546	11.926387	13.274885	16.350193	7.403207	11.969106	2.513238	23.556196	14.852744	10.781845	8.802857	12.865580	8.838170	13.884121	13.047343	8.429992	14.267481	12.172966
0.377024	35.648472	42.917671	50.202007	66.569115	10.129403	16.876625	24.011663	20.665346	17.280981	10.644369	13.761900	2.076092	5.150677	4.583534	10.356925	4.851087	10.490906	1.583516	3.619645	11.101547	6.617788	1.169486	7.455072	4.182304	1.162719	25.183571	27.064680	23.624130
9.008205	13.035582	11.706045	18.303904	26.390261	18.940285	52.102730	19.142349	9.426759	26.728901	10.673767	76.410309	5.783933	8.749460	7.522413	3.436103	6.308671	1.541688	15.365798	12.405224	8.423383	10.745682	6.632705	12.130802	6.858633	14.700854	12.940114	21.290710	12.390402
2.855899	87.348160	54.668190	39.519711	27.653193	33.578911	20.260571	24.992308	17.809126	34.040806	21.257496	9.541766	4.652587	4.074623	4.540394	3.368932	6.992630	0.883276	7.866522	4.817924	5.711013	9.350498	3.876577	5.422632	13.622501	2.719670	16.965994	57.551563	21.116859
251.588577	11.345486	8.098740	35.990204	45.426304	10.290115	24.600874	36.831017	115.326843	87.475906	55.359459	10.687316	129.528610	184.034027	582.868225	37.401443	98.661209	472.834686	463.364319	362.866394	16.481455	6.834813	218.462906	57.496201	97.243698	479.698517	51.963203	40.548653	107.622948
609.774841	23.362141	25.057659	91.289001	77.491562	169.092087	93.108185	115.148903	137.727936	128.038757	131.266068	41.849625	228.145615	207.508621	612.436523	185.806412	212.379547	4410.105957	267.007446	288.113861	86.818405	66.859978	473.515045	121.119431	183.081512	150.096085	100.748245	179.540070	220.324081
24.307695	14.096234	12.960292	19.101368	23.382948	21.897472	26.051258	32.726265	20.929720	27.496323	15.659266	54.603771	15.730036	11.636318	13.668242	12.565214	23.541935	6.815353	24.030577	18.944666	11.108072	12.800196	16.532688	14.588221	14.690907	12.736033	19.230528	28.902052	23.396275
