104.419395	102.172859	136.854233	117.945831	203.615097	151.897186	47.677116	64.398308	103.067535	114.928970	84.007301	90.338158	76.390976	88.317726	252.233368	82.834641	88.172707	42.521332	66.008553	85.260651	101.296921	131.439545	87.256302	140.159317	137.035446	86.803978	94.819618	24.197432	168.016525	179.161133
20.224764	25.581314	28.158306	26.444639	25.338646	23.709604	10.421567	12.649511	12.724984	17.243820	17.962015	18.222647	25.425478	21.039179	52.357784	37.386429	9.703403	40.897331	19.882914	48.983704	11.600488	20.713974	27.463814	23.295439	29.313911	27.123167	15.223785	5.180730	20.120975	20.239895
20.040026	59.911530	111.312180	107.386253	71.896469	55.614471	22.624481	31.199776	33.118282	30.434258	39.668499	35.501446	37.000526	60.725544	104.173027	40.712017	48.213017	18.623535	20.761679	23.302952	33.816525	65.362579	60.390495	68.004898	38.650345	65.620613	38.126915	17.581718	45.905460	37.880093
26.148607	26.787613	3.338727	4.430496	8.315166	8.436656	7.951599	6.394355	7.336801	9.942390	9.636821	21.578972	11.928622	20.892427	9.680958	19.860147	16.546761	7.241736	24.929888	4.508876	25.233250	29.858595	17.740328	9.954059	5.907614	23.884235	18.129374	2.026294	6.903368	10.273542
1.737944	2.343277	24.046329	26.783865	61.100410	75.444420	15.151008	23.073557	17.674036	19.565435	38.911098	2.933682	3.189001	9.507648	33.083439	7.086569	12.363648	1.327935	2.054629	24.399611	3.373243	10.772220	4.918739	4.838825	6.910470	10.059061	4.000309	0.218595	53.875423	34.006809
11.498999	14.761851	16.075710	16.718533	25.948668	34.126389	14.138787	17.740570	12.168295	15.014946	20.982767	11.861225	6.247204	19.366879	16.630272	9.912438	11.354156	5.886276	12.823189	4.355010	24.697594	19.586775	19.859236	21.557440	22.805815	13.038803	13.330323	1.055387	24.884279	16.526573
3.168729	4.760843	50.011238	42.998695	34.254036	19.411648	24.052969	15.524690	11.756234	28.082340	23.621407	3.259918	9.729084	5.304572	9.588299	5.785245	1.304283	2.005961	4.231321	2.365282	6.424651	5.023065	17.917786	4.167231	5.492664	14.162348	1.564129	0.840689	12.302519	20.616991
566.502869	803.662476	15.954460	13.829643	41.172432	50.592930	32.657742	40.430363	52.262245	83.314377	76.159401	429.124634	684.921631	912.426270	101.165421	436.328491	844.378357	605.796082	59.534485	2595.127686	237.272049	31.475124	337.648346	25.523527	22.866655	90.844826	516.119324	1.020812	38.499832	85.707993
198.625778	848.627869	4.661621	5.712744	17.993114	21.911629	47.940296	17.531137	32.497829	24.535595	25.174244	209.442825	351.052826	927.096191	99.023293	725.052673	193.363129	180.886398	525.503052	1045.464355	607.003784	206.858521	135.410706	84.131439	20.821913	160.277863	105.365242	3.318338	23.364607	31.178839
22.142118	24.028214	13.131829	11.862801	16.060261	16.795393	15.188316	12.325230	15.100746	18.473509	19.917347	22.557039	16.428335	18.021645	50.637447	18.677666	7.433269	6.071152	17.999798	9.007236	22.992821	14.847337	12.077954	23.450375	22.403532	11.138578	8.568178	0.859283	14.327598	19.722296
6.216838	12.509281	0.441533	0.486154	0.952443	0.456851	1.022098	0.749978	0.674298	0.558577	1.205722	13.015547	1.704571	3.014707	30.213421	4.884568	0.660956	4.820207	12.499857	1.169811	2.358319	12.432766	27.524746	28.595575	23.917856	23.015774	1.351237	0.319907	0.893721	0.670412
3.036522	2.302667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.332196	15.943140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.336093	3.592439	0.000000	11.585018	0.295536	1.705253	0.000000	2.523605	0.000000	0.000000	0.000000
115.820824	70.260590	6.686060	6.589669	61.990952	39.280930	24.443331	25.249012	6.083323	7.801192	41.246746	104.211884	17.155087	35.557270	20.295837	25.987099	52.740715	56.182259	101.389435	16.428221	31.077761	11.670537	15.949950	20.669533	19.082573	82.375748	50.128960	0.000000	19.171284	15.093488
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.043158	0.000000	0.000000	0.049947	6.113737	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.225408	0.000000	0.268953	0.000000	0.000000	0.000000	0.000000	0.000000
0.379863	3.227108	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.066979	0.959022	0.000000	0.000000	0.000000	0.000000	1.508185	0.294178	0.505584	0.000000	2.328629	0.000000	0.000000	0.000000	0.169941	0.353783	4.185123	0.000000	0.000000
24.381609	16.572205	40.887035	44.158035	170.157486	110.177849	47.210091	46.470638	75.422409	50.355026	39.285881	15.470500	8.255399	13.878112	30.462587	11.536922	21.406357	3.822093	66.485924	16.297329	78.377831	177.465195	26.322470	16.968737	27.907454	64.215981	23.669151	20.285080	121.668671	113.217293
38.966072	34.166492	22.914225	23.408508	43.434044	34.986080	25.697947	25.229403	28.814013	28.431503	31.028610	36.473091	43.078621	41.102036	40.393734	31.199263	30.828300	18.127035	11.957496	36.351620	41.494823	39.906223	35.734329	32.649899	31.209528	29.649662	35.719055	6.258407	40.947765	36.284225
44.350773	57.191147	49.107250	44.056686	66.145348	80.041351	31.912876	28.058096	32.840164	36.631428	38.727570	55.461174	51.894978	59.520477	46.667831	49.262562	52.120235	57.492310	26.988754	134.892242	45.251873	101.726837	35.424507	38.406136	41.960423	39.473133	42.944099	3.300518	53.295849	58.939575
0.432557	5.652374	0.000000	0.000000	0.456302	1.079209	0.019878	0.000000	0.268855	0.098915	0.217591	1.350165	0.340938	0.764997	2.033868	2.559327	0.000000	0.000000	0.000000	0.000000	0.465549	0.000000	0.000000	0.374538	0.000000	0.592342	0.000000	0.000000	1.779635	0.045378
32.234638	17.527231	32.727383	28.168604	53.771305	27.503210	16.777699	7.542556	27.061451	30.557415	25.197519	23.887451	46.711449	34.569202	17.461042	32.207481	29.462601	8.613708	8.023200	87.216347	39.081181	8.768362	15.763503	19.122866	19.478521	32.771679	26.344362	3.105243	34.975262	47.725628
0.000000	0.022008	0.022409	0.000000	0.000000	0.023029	0.000000	0.084604	0.000000	0.000000	0.020866	0.000000	0.000000	0.000000	0.479928	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.065870	0.040011	0.000000	0.000000	0.000000	0.000000	0.000000
0.134419	0.157354	0.040057	0.138544	0.105198	0.082330	0.000000	0.113422	0.035489	0.127098	0.037298	0.132359	0.034880	0.000000	0.000000	0.042401	0.000000	0.100906	0.654913	0.042487	0.034241	0.161249	0.032468	0.000000	0.071520	0.082255	0.000000	26.108488	0.076008	0.036422
300.227173	176.812042	19.257147	27.753441	86.284286	56.408897	85.072083	46.037197	24.957075	171.040268	82.721428	159.942963	260.271912	513.084045	631.885803	483.270996	571.579651	158.757370	216.426498	36.344109	652.558716	103.280701	242.852219	360.500366	335.120544	648.487244	532.758606	10.390329	24.897858	120.020737
229.690872	23.648996	0.000000	0.000000	0.000000	0.000000	0.937587	0.000000	0.000000	0.000000	0.000000	149.700363	0.000000	3.731563	0.417324	28.031111	2.207065	1.223173	16.744133	1.102171	150.572205	3.259580	0.867120	2.374373	15.812191	66.413544	201.271103	34.117970	0.000000	0.000000
412.401703	605.842590	23.642269	28.032736	72.532951	79.946503	81.324829	79.483421	94.760483	78.358711	84.718735	692.553345	604.001953	320.263977	10.133403	485.147247	138.323730	282.622772	165.274399	426.407501	492.136536	355.007233	550.011780	705.231628	785.830200	477.316101	513.673645	0.000000	82.915489	135.046692
0.000000	0.000000	0.415733	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.779736	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.158340	0.000000	0.000000	0.000000	0.000000
1.650261	1.348813	0.629830	0.000000	1.387119	2.174126	0.719597	0.803056	3.472914	1.273752	6.482690	2.876908	0.861116	12.812582	4.240642	7.373977	3.193121	7.115433	0.710722	4.261436	1.965278	0.698364	10.359773	2.187339	3.561273	0.489555	0.000000	0.000000	0.982009	1.422095
28.492672	22.622391	18.404041	17.452679	22.279060	33.356403	11.729145	12.466571	13.424164	13.653916	19.348190	19.169165	19.962595	24.334194	67.878624	20.103207	52.010185	5.803958	26.532553	35.156937	18.194466	21.619780	20.325212	27.514959	37.681465	14.096574	37.079056	5.868799	23.614115	16.169916
37.260601	20.883480	2.009414	1.528740	3.924157	7.785692	10.579927	5.769461	3.791008	6.318181	3.794520	14.077539	5.258164	3.712742	3.786719	9.078238	3.126237	2.053108	102.428535	3.359663	13.846515	6.567675	14.841954	8.154689	4.315984	6.751912	12.580528	22.023317	10.649974	4.412698
