100.699951	95.093613	87.523941	107.651611	43.625679	59.497726	88.285538	159.113968	200.795959	107.049561	104.850243	71.718811	77.618668	80.522713	170.100876
39.485588	47.688843	31.570534	36.776283	226.662613	22.062687	48.681419	33.295780	52.013432	64.425629	32.494030	25.425821	5.981045	27.657562	26.569262
31.253551	30.853830	51.131634	51.418259	85.413361	62.316685	44.021530	62.582584	97.058327	42.607464	36.360577	59.899872	85.585472	69.430984	16.812428
32.859123	32.655800	16.602186	24.113352	2.730174	20.174416	17.334082	7.217883	12.075417	28.867159	26.139437	29.755259	7.401631	12.958453	9.515083
2.680396	4.735099	3.392129	0.556149	41.996532	1.195271	2.242414	2.642941	5.258359	1.815607	1.737805	4.974132	1.250837	1.561637	1.496515
13.532265	20.965244	12.091348	16.050009	4.206178	15.128342	8.633015	26.876724	28.876642	46.287605	8.871948	10.897137	48.431499	12.542509	2.507377
3.044926	6.038052	14.036805	11.534208	1.419961	2.892736	7.132523	8.557712	11.715609	7.757856	6.185272	11.325336	4.577243	1.521714	1.641230
438.265839	714.629700	392.378510	501.066559	1223.457520	124.747871	190.269897	12.166188	56.162762	37.599545	22.491156	576.286743	19.757467	409.628326	0.603478
569.541931	306.836334	69.857819	55.394299	804.823792	131.174316	37.138531	29.688173	144.088196	110.457916	68.659691	103.541916	5.641925	155.992188	1.967041
23.347776	23.357355	18.573252	16.542130	9.767667	17.642069	11.959846	18.272203	18.627844	17.893150	12.060598	17.080629	10.041741	12.167135	4.462094
5.767368	8.105820	3.643214	0.813105	2.321334	3.867328	18.411903	27.777666	21.363811	29.622929	3.026842	1.965463	10.590570	0.660583	0.873212
3.888127	0.000000	14.930089	19.943213	1.888538	2.385033	21.108541	0.000000	0.559491	0.309876	0.000000	0.000000	0.198295	13.256557	0.000000
19.301224	24.042078	7.360586	5.689697	1.871667	7.696155	55.884735	3.840870	14.943763	12.733757	2.878255	4.780558	2.055492	32.772083	0.000000
0.000000	0.000000	8.106197	0.194817	0.000000	0.000000	0.000000	0.128707	0.775780	0.000000	0.076397	0.000000	0.182839	0.000000	0.000000
0.776959	1.854276	0.000000	0.000000	0.495671	0.606387	1.093987	0.000000	0.000000	16.310907	117.156448	0.619752	0.000000	0.000000	39.289913
13.500182	23.479322	12.203044	4.254568	10.933571	11.215005	16.582830	19.939066	24.364433	21.031994	19.268002	9.144456	11.156286	10.070271	60.382526
45.891659	43.675400	56.575207	54.755768	40.959286	33.651073	34.557022	30.586151	38.622688	26.261379	36.331131	40.356964	20.697145	44.136078	31.182690
50.489342	83.590843	90.594673	100.001068	146.851944	39.674187	43.277100	40.080212	52.652092	52.568367	40.397179	69.492188	40.959362	56.589417	11.330380
1.225365	2.297352	1.023581	0.000000	0.117617	0.000000	0.773033	0.222506	0.459814	1.339111	0.000000	1.205270	425.060913	0.856855	0.000000
25.158955	32.981426	20.387478	24.072674	44.819279	16.544201	26.844233	17.293886	20.103880	17.664295	16.991053	28.469879	10.887702	51.684525	0.528308
0.000000	0.000000	0.000000	0.000000	0.000000	0.022986	0.021376	50.197582	0.020275	0.000000	0.000000	0.000000	2.121613	0.000000	0.000000
0.000000	0.345268	0.080065	0.126276	0.032291	0.000000	0.000000	0.074156	0.000000	0.037990	8.583272	0.119029	0.225737	0.000000	138.090073
155.153519	56.540344	284.614197	211.938934	26.335335	210.886063	216.755646	351.977448	404.879761	170.750671	47.567532	241.750534	18.124487	246.163879	11.031477
1.929249	39.700745	17.512461	1.074368	0.000000	1.235821	0.000000	0.000000	30.418837	1.196048	91.302910	24.898357	0.000000	35.608112	9.297820
605.913269	565.745605	546.426880	515.416809	470.990448	344.598663	532.319519	611.973633	775.661072	407.880341	811.434631	528.367310	246.956650	425.197235	178.504517
0.000000	3.030482	0.960686	0.000000	0.000000	0.966032	0.602729	0.707730	0.000000	0.000000	0.000000	0.000000	1.290899	0.460444	0.000000
1.450714	1.833767	0.695677	0.736712	1.167624	2.482648	5.136608	0.732413	0.630945	0.845649	0.000000	3.574570	64.492424	4.610598	0.000000
26.995749	20.982206	20.846348	22.034073	48.376511	19.602390	17.746544	37.342602	35.663506	14.956351	18.385532	33.532143	99.158028	27.354965	12.193131
25.071791	16.477051	2.906398	9.483550	1.104988	6.839989	8.765716	3.583469	5.815310	28.669485	99.637466	11.191706	1.252645	4.044552	22.262959
20.688660	23.811754	6.202034	10.927205	5.331580	12.565166	19.262651	24.263859	23.278111	10.779349	12.677433	26.213102	2.142936	35.723270	1.202027
34.577805	27.085997	38.404305	49.077709	27.326897	19.648716	19.360397	16.905510	21.215557	17.838654	24.689920	25.869663	7.922552	44.197277	3.806384
12.688396	90.202171	4.395322	9.818298	2.575629	23.859720	40.744678	1.823846	5.299654	10.386619	20.187082	29.419880	12.166826	20.696135	0.183587
2.609113	4.925982	1.961405	0.696230	0.046578	0.599033	4.089181	1.218399	3.141432	11.961162	0.040457	1.102662	0.413438	9.059923	0.000000
81.754112	52.816463	27.872395	32.541172	9.553526	31.003750	44.609955	49.158531	49.156174	79.458084	56.156925	44.461460	17.193754	55.122791	10.983774
0.000000	0.000000	10.188944	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.835633	0.000000	0.000000
5.599349	7.356846	7.895271	9.547208	2.666934	4.391243	16.266018	9.881948	9.640965	8.300014	8.390332	10.016217	1.300144	5.093259	1.707703
0.011054	0.009665	1.165484	2.003131	0.108474	0.000000	0.160448	0.093415	0.182614	4.913244	0.000000	0.244351	0.763450	0.021764	0.000000
44.553333	30.377581	7.150614	7.694251	3.634576	23.637907	40.718830	30.224768	40.039989	19.239748	10.566756	23.149046	2.148394	14.943605	0.064785
55.855343	63.907215	79.381363	82.640678	112.085411	54.706146	54.179092	48.088474	51.454357	63.622704	57.011097	69.889534	88.952156	61.269413	27.611446
0.000000	0.000000	0.000000	0.000000	0.000000	0.836348	0.000000	0.907179	0.000000	14.599210	0.000000	0.000000	0.164889	0.000000	0.000000
0.000000	0.000000	8.304364	0.000000	0.000000	0.000000	0.000000	0.795169	0.000000	80.976669	0.343267	0.340358	0.000000	0.000000	0.000000
10.611536	5.037042	3.434506	6.447625	0.445447	2.576811	8.267328	5.610182	6.597472	16.859379	120.862106	7.114900	1.813923	3.239363	399.654846
16.795172	19.862848	18.812302	36.156937	9.993234	12.718638	19.461630	16.511808	13.951301	24.741213	28.312866	23.032200	7.758005	22.440529	16.782871
88.444038	110.286583	74.698120	62.149082	88.847649	86.857964	84.477127	102.148788	137.851135	60.520710	100.955307	86.304253	62.997807	93.493019	161.743454
6.120543	5.209174	2.104997	0.260387	3.096241	63.910473	0.801050	0.203883	0.734852	0.352515	0.030255	66.037964	0.232741	21.468828	0.032284
17.544531	16.915016	20.644426	24.108145	6.982311	19.053921	16.820946	0.373480	8.019596	15.922680	34.775848	17.888763	13.667369	21.572155	0.000000
0.000000	0.000000	1.699194	0.000000	0.000000	0.279084	0.000000	14.762887	17.052296	4.602531	0.000000	0.000000	0.337700	0.000000	0.000000
9.150088	16.413082	1.236076	0.088835	3.774069	1.965869	3.804401	4.764918	2.448292	4.633063	0.000000	16.266579	2.577017	11.118464	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.516627	11.613674	0.000000	1.627121	0.000000	0.544354
127.571602	101.440765	32.317329	53.208523	14.753901	37.666073	55.080471	58.986118	83.398735	78.838364	311.936615	74.043648	26.199459	63.488083	613.990723
105.748833	107.621071	65.815872	62.483925	32.991432	61.995033	57.966366	65.784164	80.179886	47.252274	44.375336	77.085030	28.449959	100.197426	63.623352
60.625923	62.860073	51.082989	70.367302	8.245480	30.391722	24.088650	12.069096	21.189503	16.074219	16.083204	59.316856	7.982402	38.666336	1.105669
3.953017	35.887993	16.617666	18.800478	0.234650	0.322306	0.863299	0.837140	0.788548	0.270682	0.000000	17.124155	1.346516	0.000000	0.000000
8.697295	27.461840	1.450005	1.865076	0.260907	10.030001	17.456656	1.069158	1.359459	6.035882	0.375475	8.228766	142.702026	8.300472	0.311830
17.200300	14.978255	16.219437	17.502701	14.562266	17.605330	13.665632	8.320542	10.621934	13.278581	11.458068	15.794806	11.663048	27.847628	5.402892
33.140217	38.030602	7.981775	16.594105	5.356429	43.786297	7.148343	5.034205	7.638097	11.806759	103.217613	10.361418	3.676057	48.478428	459.405762
0.734855	0.000000	0.000000	0.000000	0.000000	0.000000	0.961227	0.000000	0.000000	0.927466	0.000000	0.000000	0.000000	0.000000	0.000000
41.211849	41.637745	60.090664	50.973515	43.930264	53.660473	66.541786	36.243435	39.257004	83.555923	19.721672	51.731548	59.667992	57.364864	0.812330
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.774979	0.000000	41.207363	0.000000	0.000000	0.195612	0.000000	0.000000
23.504906	23.548365	29.124607	29.935381	22.690329	11.519215	16.496180	21.190992	23.856207	23.835957	15.420208	23.796328	8.852341	21.473482	1.109343
165.225693	133.542236	223.523666	149.265793	143.882614	123.462036	249.162827	206.198624	386.063049	137.509766	288.711792	79.238823	38.343788	97.818054	79.385918
8.021898	7.388917	15.700788	12.106421	5.286197	15.933457	21.807697	17.261467	15.636081	7.394263	9.580362	23.196711	5.561574	18.635534	2.179849
30.244463	34.113350	28.582193	28.319328	59.066769	27.234457	27.712271	16.793892	7.522939	14.344577	14.822004	31.799974	58.438721	19.442551	34.232605
0.717462	0.000000	1.062646	0.000000	0.000000	2.340815	0.131119	0.000000	0.000000	32.801861	181.261749	1.018235	1.466672	0.000000	10.456588
2.786820	3.495247	1.279063	1.559248	0.371144	1.799765	4.993405	0.756866	1.542933	19.231050	6.773870	2.711435	1.763045	0.869395	11.777291
10.365947	16.940193	8.463294	10.306276	3.322296	29.230330	22.998960	6.300139	7.287581	12.147706	18.210381	9.193741	7.135082	9.146315	0.894846
0.000000	0.000000	0.000000	0.190468	0.000000	0.000000	0.306152	5.525997	4.508990	0.588277	0.000000	0.000000	0.000000	0.000000	0.000000
128.176453	78.401184	8.560362	90.502563	94.464905	30.446316	17.197750	10.769148	27.251854	10.280489	32.335457	13.469038	8.782325	72.153694	0.000000
0.348223	0.035820	0.207661	0.218344	0.117253	0.255760	0.218030	0.230801	0.319589	0.315303	0.365327	0.102907	102.694092	0.282303	0.048729
2.935695	3.587786	0.075781	3.589337	0.106084	1.933937	3.877495	2.319540	1.003473	54.374660	172.723572	1.813998	0.395960	0.561649	393.088898
0.097317	3.799437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.510314	71.491257	0.000000	0.000000	0.000000	418.634186
0.000000	0.361756	0.000000	0.000000	0.000000	0.000000	4.530607	41.567646	42.455719	11.687509	0.000000	0.000000	6.100008	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.483819	0.000000	0.000000
8.670433	5.536663	5.923472	5.838383	4.552482	7.422980	11.803882	28.783482	30.097719	18.080015	18.294056	5.015624	24.375679	12.420971	5.204150
94.279778	99.279060	84.022308	86.697960	53.163181	67.494247	59.966274	37.626575	57.411301	50.404175	64.052177	72.758980	4.406971	64.218849	432.918640
19.943731	21.631735	30.302414	40.757656	20.279455	23.427448	29.031412	16.341087	22.160969	26.082340	30.824394	30.696074	6.237970	25.540813	13.576470
0.695472	2.078784	3.817845	3.277703	919.251892	0.848167	2.235224	0.536590	0.674410	1.978009	2.060278	5.904533	0.979498	8.895577	3.896847
15.989088	24.421917	26.039520	31.836546	2.781796	18.222704	26.367994	9.153878	10.897954	26.151003	38.339394	18.737463	7.097807	5.000449	121.225540
2.466259	1.015751	16.199684	11.890458	0.000000	16.957624	6.313111	3.320671	4.044959	3.145043	4.669220	17.175909	4.058225	26.104340	1.813318
123.497528	124.114105	127.561722	203.639130	11.196259	230.247559	95.338417	29.338217	36.433228	33.658775	17.081539	82.675056	103.887070	116.007477	1.947137
