84.966797	43.722031	75.209274	52.505741	34.149151	68.966698	170.324066	187.023468	24.766333
25.547234	33.997704	17.874161	11.721232	10.221530	86.650642	10.841706	20.959007	21.295164
35.262527	1162.448730	230.570511	258.893036	164.166061	141.351303	175.447723	80.762894	615.121704
22.474754	15.327220	4.196886	7.646896	1.865408	3.128822	4.296098	6.179374	13.901191
1.140498	2.629428	67.262680	20.814480	9.272681	41.273788	4.251212	5.323524	10.142012
9.990328	27.824348	9.617759	26.918354	4.908243	4.107342	53.892632	17.927259	10.578701
3.062907	7.161871	10.970399	10.731788	7.104295	1.111395	7.354420	5.365882	12.981926
203.969193	376.713257	12.315808	17.043047	9.518404	393.884949	2.813781	10.545733	84.949516
182.858978	228.355652	17.588778	15.183172	15.659928	194.254501	25.629265	37.589554	46.426876
27.133688	38.212021	13.790577	14.903140	12.053706	8.972628	24.698645	28.086012	22.605185
12.544095	12.280245	0.864245	0.963672	1.193493	9.242785	29.071556	25.694815	22.266932
2.574136	0.000000	0.000000	0.000000	0.000000	5.136052	0.000000	0.899421	0.000000
139.572464	67.297470	14.910763	10.560895	2.721617	7.125672	6.905725	32.274101	22.793959
0.000000	0.107136	0.000000	0.000000	0.000000	0.000000	0.556170	0.354782	0.000000
1.664735	2.145264	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.957279
6.686664	9.382912	82.722076	61.614944	11.728256	12.140409	13.012451	12.785992	17.818434
27.111683	46.656898	37.574848	33.814682	18.147566	53.756668	28.622568	36.976509	36.503670
37.503094	57.265026	37.400269	44.891140	14.935058	106.546432	50.864334	47.029144	42.063358
0.168191	1.168626	0.831466	0.000000	0.000000	0.000000	0.097711	0.241255	0.389598
15.484574	8.448533	1.341975	1.761879	5.408328	49.903057	18.095350	19.944939	15.610727
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020685	0.000000	0.009759
0.027908	0.000000	0.000000	0.000000	0.060954	0.041636	0.000000	0.000000	0.000000
173.436356	100.085495	42.413555	32.339203	23.511219	42.054768	305.178497	283.290100	262.336853
146.583725	152.474091	0.000000	0.000000	0.000000	0.000000	3.398985	0.000000	118.459526
786.003662	832.407898	60.437679	105.947227	94.291039	341.358612	719.529724	540.822205	880.544739
1.086026	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.932170	2.920349	0.533702	0.539949	1.909185	0.000000	2.000086	0.000000	20.096924
27.141558	24.328531	12.673825	14.993433	5.404715	47.725254	44.430637	47.785767	22.220867
15.854029	14.567266	2.533472	3.171992	1.240226	1.309258	3.316976	2.287306	4.402173
22.557255	34.258694	3.907583	3.138407	1.382354	3.914895	17.866524	23.612314	9.842968
10.095093	25.687059	5.370173	6.397631	1.787882	20.862480	20.184370	10.113179	10.936683
12.146812	65.327599	0.345552	0.307240	0.190718	1.298252	1.307612	2.446201	29.236921
10.364092	3.587911	0.404096	0.221329	0.116241	0.940324	0.501790	2.968795	23.217312
80.018204	150.638580	19.608988	27.065968	18.510345	23.716730	53.879833	43.693844	171.641846
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.201715	3.364212	0.978031	0.434245	0.368834	2.253740	6.930545	5.980014	5.770647
0.000000	0.008640	3.706384	15.893469	0.375395	0.023311	0.031051	0.286111	0.669037
23.449326	24.222691	0.407471	0.564038	0.294262	4.536923	87.569290	89.433151	12.067049
54.928722	37.913616	33.166180	54.404236	16.489969	128.528748	38.580402	46.112854	48.251358
0.000000	0.000000	0.000000	0.097675	0.000000	0.000000	0.000000	0.000000	0.268977
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
