83.694649	64.863777	108.259430	107.392426	59.943550	127.237839	75.196686	54.017456	54.959698	85.986946	44.499710	78.417038	60.022976	92.834404	61.033211	187.430435	75.949699	121.049118	85.135712	126.325607	94.276314
29.477194	35.334911	39.068993	98.359840	31.576374	41.645859	45.078087	71.204620	97.519005	37.811497	88.181168	17.638065	6.572101	18.658129	35.178188	63.115620	89.964653	31.865385	23.499933	17.309948	20.836185
32.896828	153.264999	80.041115	97.170357	78.751999	130.082855	85.180084	53.453182	51.626873	130.862839	68.486824	59.567989	67.279381	77.464561	80.297485	120.920441	51.237255	45.466770	82.625389	70.612045	129.815704
29.334280	52.736454	35.635647	42.306034	14.706663	15.434823	17.932125	20.865387	23.367287	35.682491	2.848911	24.072010	23.121372	28.908264	19.811619	13.032556	32.884609	36.646553	17.123766	22.873613	29.869167
1.981141	2.236385	2.603957	4.285553	4.391585	18.602087	5.649864	1.678721	2.877521	3.988911	9.920732	1.187811	2.102649	2.114073	9.008036	4.817481	1.816563	1.633579	1.838086	1.422750	1.099709
12.157002	74.907066	14.485338	85.929039	12.892272	31.556158	13.539081	11.151678	10.448888	35.736401	3.813796	16.709091	19.856804	11.822416	18.143684	30.574490	25.200872	8.410906	11.741533	11.691067	9.978306
2.200401	6.827545	3.988815	9.493889	6.866844	11.307322	9.898499	7.039793	7.776232	6.345049	1.159079	5.305621	6.825575	4.403271	7.772711	9.471373	8.552316	7.029204	1.027404	7.746297	2.197345
1277.006348	256.638336	552.360840	73.380890	625.594421	70.339043	583.873352	365.871674	773.181641	108.016068	1052.467041	281.794037	511.596100	1120.961548	22.159521	85.006866	44.470070	40.612514	871.421753	386.435547	1094.829590
136.483856	725.369263	509.882019	167.166626	451.296173	72.908752	733.986145	258.200806	1519.588867	147.702866	3813.164063	216.385773	406.073883	719.048950	790.443481	41.735924	212.319336	229.059418	79.382233	119.269035	233.814590
24.013109	14.939424	23.186728	40.584656	22.257828	65.629120	21.276152	11.492156	17.122425	46.182831	6.102870	21.556320	18.011818	15.796556	7.761311	18.742750	23.992100	19.301428	13.159622	29.142479	19.891668
4.882489	18.046911	6.264972	39.248886	1.320565	22.403227	1.833399	1.160295	1.698303	15.494821	1.498106	2.587508	0.809206	0.807289	19.496595	18.700058	33.362720	3.320713	0.669398	2.501151	3.640697
4.450877	1.000401	0.463719	10.477545	0.000000	0.064221	0.000000	0.000000	0.000000	0.000000	3.691999	1.492985	0.000000	0.000000	0.000000	0.665141	0.000000	0.000000	5.733840	64.918968	19.969744
24.988819	3.404352	44.872311	3.732790	16.546593	7.315474	18.629805	8.424767	12.555322	34.737316	4.020669	6.988327	0.938094	68.373283	2.255830	14.678793	6.947570	3.618597	57.057243	20.422840	23.380842
