118.144287	96.711082	113.691429	105.728737	193.817657	216.462387	168.013107	110.499268	213.102844	90.950981	122.453667	91.339348	95.229881	172.636078	103.671974	64.878502	70.255409	101.723045	64.484398	75.776741	216.370880	219.701492	77.246078	101.027931	119.033913	92.223106	79.654976	131.534348	95.006371
21.415300	24.538416	22.535954	21.070276	23.229774	24.316568	21.728621	14.472850	14.149332	23.553856	29.276554	19.311466	31.276676	40.346500	13.415449	82.288063	73.750023	13.585336	4.636635	19.266752	37.086239	35.253345	20.142069	9.192274	12.161779	12.551536	11.792102	17.724382	23.913504
37.574726	113.236275	156.792953	150.094559	99.955925	110.447693	74.030617	96.255127	78.189102	50.190830	77.189522	94.967514	50.347691	140.571869	86.375671	53.782715	29.550810	50.549030	95.627701	83.565407	124.477478	113.835526	119.878311	101.470398	104.598434	83.263008	138.172638	68.978584	49.643997
36.413036	25.213425	5.485405	5.619950	5.545441	5.447985	20.090235	14.135066	8.708238	9.676124	15.794532	17.547539	13.623419	8.081765	18.954952	18.848824	4.653566	30.295542	25.579140	19.663471	7.614235	12.176890	23.635511	16.756960	21.333630	27.618101	7.773096	8.741740	9.686892
2.353132	1.716185	32.999004	36.212448	102.969620	85.262741	40.748352	58.228794	34.319607	24.476730	71.980484	4.983983	1.824111	17.579092	15.609022	1.923800	41.454826	2.692075	9.221263	2.330365	3.691625	6.126648	7.645455	1.841299	3.721623	1.026550	1.500260	56.293930	33.266094
14.950884	13.055200	22.328691	22.019867	25.969465	31.603001	38.051815	39.106178	20.987349	13.235125	20.201605	12.351233	7.099498	29.741169	7.203906	10.727822	2.765461	14.239345	14.485358	18.289387	18.395203	19.001125	8.630108	9.825911	9.358346	12.422275	3.087601	25.308214	11.637887
3.943201	8.400317	90.533630	58.172688	29.675045	31.768688	46.432934	35.619968	29.782824	32.907066	47.613049	8.480529	8.639517	5.844849	3.416294	7.206781	2.312019	7.240629	5.141111	2.531142	10.607791	13.603106	11.513748	2.196100	5.026188	3.195005	5.368428	38.713017	23.736832
555.127075	950.858765	4.588439	4.988094	32.329559	23.567987	26.448053	34.022976	35.501888	43.986763	97.215439	119.100792	1096.350342	81.513702	532.414917	324.924561	1804.908447	294.527832	544.510315	1469.909302	29.541405	43.883823	115.429176	714.219971	174.721695	656.141907	0.775626	19.005428	62.310108
151.437729	160.618805	2.515974	3.003627	8.123683	5.059032	23.643969	13.579577	16.443359	25.746943	24.051340	16.434942	37.566444	11.635560	43.426979	176.195694	102.230515	55.772835	62.169830	327.440002	5.993222	11.708375	30.353695	24.768383	31.300686	58.817921	3.081225	13.208422	23.988873
29.674736	40.151833	18.086828	15.742571	15.901292	21.377668	29.380053	20.238304	23.789791	19.023678	25.832222	20.978590	19.697954	34.655029	6.622650	12.294098	9.105705	22.954298	16.727232	15.177064	25.779390	22.934923	14.403354	9.570150	26.143677	20.591978	4.112260	19.734077	16.871855
