108.952057	81.987724	117.342873	127.573776	86.240547	97.704811	157.052994	102.831367	48.438747	49.499599	49.649067	106.500229	136.407288	103.311050	63.107967	115.916977	206.790070	103.726334	60.633068	89.100632	84.345779	117.105309	161.864334
23.476385	25.966507	16.715614	15.559304	29.588188	74.530731	41.821442	23.119026	63.405178	99.713234	21.724953	31.378990	48.076019	14.592077	23.806536	44.803406	55.038525	39.742115	33.639431	7.578944	28.495390	17.955395	20.033237
24.208176	29.898678	72.596085	36.392490	37.940884	39.548725	83.770020	44.429394	29.846346	47.034382	37.789108	20.198971	51.784958	23.738237	24.008123	51.452507	80.142662	19.737436	47.663059	116.159119	41.499458	39.370918	10.144225
30.422235	34.066185	14.177495	53.544811	16.739077	32.718391	18.607594	23.530325	17.772177	11.296680	31.085299	34.920601	15.364818	32.365444	15.841031	20.219463	16.922768	32.009926	18.037678	11.884228	30.752855	21.539305	11.391242
0.715422	0.810639	69.893028	0.089310	2.786313	1.970995	28.028223	1.853417	2.020484	4.868491	0.985660	3.069706	17.897509	0.820026	7.382770	3.194330	4.435069	0.332133	7.750724	1.357777	5.438944	1.005541	1.044917
11.912395	17.576336	48.412323	20.899134	7.051141	40.051048	37.243233	13.007442	15.057137	8.893412	124.967651	41.226753	16.044294	13.532142	14.082287	18.277308	21.543663	19.588047	13.016511	58.320972	14.382564	16.542261	1.910306
3.180298	4.239235	5.524807	8.230197	10.806316	7.575422	7.418011	4.659234	8.022662	9.669447	0.793789	8.278513	8.588206	6.390783	5.092491	9.590126	8.641382	4.202650	6.318022	2.622255	13.249416	3.290827	1.710580
728.970642	884.552551	1.434771	59.768005	425.562775	144.267807	133.238754	315.381256	400.115662	1881.950806	5.564621	141.649384	31.174604	236.510635	46.430958	215.708054	41.761463	2.283442	14.076963	60.113651	115.424416	371.246826	1.149310
156.308212	141.797714	0.286385	1.181243	37.908772	26.506050	4.701189	15.670653	23.408228	25.207998	7.474420	38.699718	5.366577	23.155069	9.370511	12.965670	9.217619	30.498209	8.718077	7.130297	19.762508	24.063921	1.037795
28.600391	32.327152	24.819958	28.925287	12.157614	20.949909	57.211773	21.617008	10.551746	11.916410	8.419869	64.127144	50.988117	19.121483	7.782804	14.525190	18.818037	17.871996	8.027208	12.093884	17.684332	12.710213	2.650045
5.947780	5.051497	2.086917	0.740603	1.484065	38.682331	16.898098	2.713102	1.473413	2.177729	13.386684	15.092257	27.011507	0.898221	9.685456	31.923185	18.846752	1.794712	33.270489	7.728673	16.837860	1.136437	0.315121
2.214013	3.336527	0.000000	6.014534	31.167616	9.923562	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.557133	0.726524	0.000000	0.000000	0.422451	0.000000	1.614869	0.000000
59.558716	34.373142	0.000000	0.000000	15.587548	10.298958	22.258768	39.569202	14.397713	13.123818	5.419213	119.801041	45.118137	96.018440	6.641060	94.108887	13.885699	1.342033	4.335907	6.409092	53.330814	123.891594	0.052372
0.000000	0.000000	0.096909	0.000000	0.120677	546.440613	7.999169	0.179047	0.000000	0.037828	0.089489	0.163315	12.844456	0.000000	6.439104	0.489568	0.322131	0.000000	0.000000	0.122934	0.161434	0.000000	0.090916
0.201117	1.268427	128.406128	0.000000	0.000000	5.249453	2.140220	0.061208	0.764469	1.818454	1.574538	9.076672	1.336448	3.119364	0.000000	2.406570	0.000000	86.118286	0.000000	0.799409	0.000000	0.579671	36.948841
18.379782	28.524591	8.214562	11.165961	7.096995	24.005051	28.247215	13.160672	20.925079	11.967171	33.929085	43.726357	41.233719	16.751474	14.923161	33.934116	26.337065	11.067452	17.012268	24.546871	51.665325	14.244480	34.822723
41.908180	34.937012	37.127430	39.367146	60.078285	31.515806	34.559029	43.023407	31.061102	28.243847	12.648163	37.275318	28.192455	34.900345	17.994608	36.027733	39.676590	29.660257	15.676250	23.064520	31.642189	53.920971	23.910686
50.499748	64.503944	113.220840	46.144398	74.707771	80.881615	63.720783	80.383430	287.706207	347.466156	62.581566	54.295475	43.996433	55.726086	24.609882	45.710815	55.527512	56.098999	53.949203	55.194263	48.191971	76.597931	13.028855
1.590778	2.747725	0.000000	0.000000	0.123173	2.461697	0.000000	0.930833	0.000000	0.000000	0.000000	0.000000	0.160577	0.000000	0.000000	0.084244	0.000000	0.000000	0.000000	412.055969	0.194826	0.000000	0.000000
47.365395	39.670105	0.847385	13.867529	91.133400	36.458618	17.044226	32.600136	76.930771	96.077850	12.966394	18.848986	22.053785	32.421658	19.150745	27.094061	26.611967	11.174897	17.910927	20.224134	46.516277	59.686474	0.780219
0.000000	0.000000	0.000000	0.000000	0.000000	0.050272	0.603441	0.034627	0.000000	0.000000	0.000000	0.015792	1.933595	0.000000	0.000000	0.023670	0.000000	0.000000	0.000000	1.679270	0.000000	0.000000	0.017583
0.106851	0.232737	0.055835	0.000000	0.029798	0.059908	0.098059	0.123791	0.070291	0.130770	0.000000	1.863087	0.031138	0.236783	0.000000	0.000000	0.061866	2.005252	0.000000	0.275666	0.167421	0.444413	100.321838
249.786362	72.203934	24.249866	11.650592	236.828949	527.456116	774.644714	300.701111	152.564209	40.864464	29.309221	262.524719	963.552124	514.516663	39.070202	444.882813	322.511444	62.335663	38.652210	31.844774	304.577118	437.326843	10.318769
12.655199	83.668869	45.369167	0.000000	0.000000	1.666359	8.128039	0.364574	0.445749	0.000000	7.171813	2.598768	0.000000	11.741940	16.860340	1.952803	0.842746	17.776527	8.916834	4.628458	89.784294	84.490753	27.129585
453.514374	570.057007	1104.702148	357.584900	300.019257	180.399719	258.781006	243.383987	37.979397	161.628494	180.807877	285.856018	258.875977	496.222626	357.863586	536.687622	804.109497	478.418488	185.501007	117.865997	355.389557	427.425507	185.960403
0.593059	0.000000	9.494397	0.000000	0.063301	0.451899	0.592911	10.477117	0.701110	0.473256	0.588965	0.792809	0.000000	0.000000	10789.647461	0.000000	0.678912	0.831236	0.542985	1.122134	0.703618	0.886591	0.000000
3.125551	3.429591	1.924804	1.465623	2.822925	1.125093	7.291720	1.141942	1.850028	0.000000	0.000000	1.607385	2.180747	1.689862	0.715868	4.938979	1.702374	0.000000	0.799618	97.077789	2.967479	5.487277	0.682810
