121.983429	71.713173	113.464699	110.518044	108.639168	169.685303	82.107292	181.693558	87.763016	99.376274	49.427036	66.578461	102.635735	115.448830	112.071869	60.658627	104.737267	74.129074	261.115234	449.173553	92.324677	72.641724	113.938980	89.157532	119.765762	112.219185	154.760712	166.152832
23.328070	28.484161	21.841852	21.509205	17.488529	105.431190	19.698097	26.217251	24.953279	12.722474	63.782825	74.919838	31.659981	90.042374	14.459764	3.954369	12.277076	19.333117	28.331968	35.291763	45.833069	24.535742	52.188633	26.307489	14.153749	9.697013	23.849922	26.936666
27.893528	96.185562	66.021118	63.038612	27.612772	76.831650	39.080238	103.597885	48.724007	50.119247	44.946926	51.598904	43.483929	67.090210	55.004642	61.511806	71.259781	45.342831	67.144531	109.951927	46.821129	27.353933	55.408222	63.822243	75.925262	57.613441	83.034988	9.146802
38.408684	38.115849	23.496233	18.130802	39.766068	29.540716	14.703391	9.556307	14.588990	17.805412	12.707968	17.682865	26.301046	4.036417	31.039730	28.844851	24.128794	12.230099	31.718937	14.332149	22.391422	24.372042	35.238876	22.814981	18.477882	19.352480	15.346641	6.868040
2.739597	6.049346	5.589084	39.022545	0.159595	2.064341	5.766397	21.521019	5.149395	7.771361	2.431969	2.303469	3.593136	34.758774	1.478092	7.274739	2.941138	7.655558	8.658836	8.806540	2.293126	1.233894	7.247553	5.251096	0.757793	1.187640	12.078671	1.162064
13.496896	239.930435	13.025915	50.824131	19.240156	35.932598	16.600420	54.011044	10.563269	9.329502	6.931758	12.665722	47.907112	6.821494	16.212250	21.826538	9.702127	12.779450	10.970739	14.927979	21.636566	5.677533	59.315331	10.732291	7.842814	8.611303	45.862949	3.939278
1.688005	7.098412	9.596966	6.749323	9.825199	9.319587	7.791470	7.796604	6.693469	2.881262	8.088906	7.160285	7.310006	0.681402	7.227342	5.745900	3.043918	4.871058	9.545277	6.004896	14.302877	3.913751	9.463489	13.731013	1.830066	6.362017	10.088293	2.245507
748.882385	367.296478	208.519791	1.572209	62.786446	142.403427	586.644165	63.920013	882.112610	646.837280	624.161194	1149.791748	88.856331	939.733398	461.013397	573.799805	779.003906	31.909796	36.676937	26.411034	483.079773	4.998985	14.353443	91.937248	783.237793	314.673157	158.857788	1.446475
274.865631	119.101768	157.162170	0.606053	1.073653	16.236301	53.746040	5.706379	63.330025	23.392368	35.211861	142.338287	29.654871	252.636276	125.195107	101.521782	43.149345	46.320503	14.473559	5.969451	35.165791	12.006825	22.275036	19.407814	28.542093	25.425879	5.978484	2.874876
36.181160	24.891235	20.321651	22.431000	40.302299	20.141827	19.042149	52.055576	16.367809	8.423665	9.151761	15.011537	42.266479	7.625802	24.327543	17.678701	18.262726	8.017082	22.634342	13.506686	18.095253	8.453747	26.154169	13.729348	10.217771	15.629874	27.011051	7.246363
2.985748	25.154465	11.555540	4.523245	2.079486	31.655085	1.188987	20.289499	2.207075	0.617890	2.153463	1.321821	20.801033	1.791149	2.803777	1.259809	1.312580	14.040074	18.779621	19.221081	16.824245	2.015462	63.787720	20.394667	1.172001	3.193210	22.625126	0.624879
2.092819	0.219200	0.000000	0.000000	6.662502	12.194285	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.460075	2.566068	0.000000	0.000000	0.000000	2.627270	0.000000	0.000000	0.000000	0.000000	0.033162	2.057569	50.882458	8.182077	0.000000
260.906738	4.111588	315.257599	0.677748	0.000000	6.137733	72.604164	10.558947	88.066475	116.803719	12.604173	9.252890	120.479980	13.430623	51.206844	1.781604	81.039452	31.101332	13.143522	58.097012	10.639407	1.998561	8.798779	28.365856	101.279572	34.041458	22.171413	0.000000
0.000000	0.000000	0.000000	0.038640	0.076175	235.419861	0.000000	40.145199	0.126551	0.000000	0.000000	0.000000	0.129551	0.095910	0.032923	0.092981	0.049133	2.347569	0.848761	0.716060	0.075113	0.000000	0.664391	0.076443	0.068352	0.087018	129.913071	0.061956
1.421286	0.000000	0.492367	114.994667	0.000000	2.508474	0.000000	0.000000	0.852185	0.943194	0.000000	1.686566	0.000000	0.000000	0.000000	0.000000	1.047175	0.000000	0.000000	0.333697	1.567136	51.539013	0.000000	0.848845	0.603562	0.898892	0.000000	19.754906
45.012714	143.276764	33.260998	16.617184	11.071321	14.687968	6.144237	19.669828	12.103736	9.381420	21.439497	11.714132	38.958538	29.013887	62.555595	32.835415	12.589919	11.557829	25.837395	53.980633	12.049408	13.940089	15.856075	52.523285	12.556790	15.321053	21.189459	29.857157
35.686951	36.253700	27.409609	38.413132	34.332947	25.629616	28.244169	30.951283	35.197441	30.559179	33.931709	29.603600	36.633167	41.995052	33.612476	29.990707	30.245003	18.651367	44.961285	58.294289	28.109283	28.714180	31.091265	34.436314	40.664589	28.878281	25.708155	23.857895
