85.007912	90.646858	52.769585	57.682919	219.521500	131.696289	113.627914
19.007500	16.429556	24.138346	88.228966	38.191154	8.095272	10.029380
36.312588	39.742905	103.573624	49.016487	77.981155	111.873039	79.047539
33.680653	67.203728	19.893812	3.525535	16.918098	14.807916	15.581730
0.372753	0.439505	1.487963	6.596926	4.883668	2.490155	0.238245
14.727099	41.547783	55.608414	7.107597	19.829063	50.812778	5.470719
3.024519	13.343000	3.889970	1.220881	6.992391	3.424958	1.330734
361.992920	121.219902	127.222267	593.655273	70.419052	145.040863	0.896238
238.576141	0.558944	359.939056	4924.171875	43.997101	53.098698	21.375389
20.481916	64.373741	36.670349	8.378574	21.371584	15.237975	6.097573
8.026982	4.190483	13.376457	4.425980	21.272476	15.515512	0.276866
4.341481	10.215794	0.000000	3.740220	2.154708	0.000000	0.000000
104.484268	0.000000	79.548691	8.318517	50.510799	9.551107	0.000000
0.000000	0.000000	0.000000	0.000000	0.095820	0.000000	0.000000
0.000000	0.000000	0.476071	0.000000	0.000000	0.772575	12.771229
22.544485	15.189407	9.946630	8.085294	31.186989	18.742258	51.798702
16.342854	37.613609	19.659575	15.725061	38.312744	24.231926	17.110043
23.603525	69.502533	32.393124	97.403381	45.036327	55.595196	12.791481
0.276671	0.000000	0.000000	0.000000	0.000000	332.402222	0.000000
15.316737	8.094449	4.385852	57.176151	11.259603	15.872387	1.692968
0.000000	0.000000	0.000000	0.000000	0.020438	1.052779	0.017493
0.000000	0.000000	0.415790	0.000000	0.000000	0.196610	26.203928
182.760681	43.097897	222.927032	26.908218	250.414520	41.978840	164.256332
83.338028	0.000000	0.370781	0.000000	1.042883	6.811865	35.940144
386.350555	780.045288	74.396988	116.086777	837.980042	196.834869	271.526001
0.000000	2.611485	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.856103	0.391493	0.427457	0.402007	64.384674	0.000000
30.012770	30.915981	27.362478	31.162066	18.287588	68.453270	13.556952
14.314179	0.146713	27.032463	0.433668	3.919338	2.776496	33.080620
18.206078	3.133394	20.069735	3.097988	33.006348	6.755921	0.223630
25.731735	27.246550	15.906340	24.527290	10.237469	10.217835	2.712616
15.495494	1.291649	67.489586	0.874447	3.072270	27.672113	0.186108
8.340294	1.103474	52.693546	0.516512	7.711782	12.334148	0.064311
60.438618	62.770123	51.734226	24.728470	45.717968	36.853577	31.513369
0.000000	0.000000	0.000000	0.000000	0.000000	0.400889	0.000000
7.955132	14.210308	4.617549	1.219914	9.314889	3.447675	1.383474
0.000000	0.000000	0.096996	0.013817	0.061361	0.637993	0.017507
19.882860	113.020866	8.156489	5.769817	32.260067	9.065383	0.043130
39.086372	65.324440	39.161724	95.337059	49.356030	98.949783	44.114632
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.450850	4.294668	5.237432	0.000000	1.123795	5.407187	146.476242
12.043403	59.562691	6.916571	1.762732	13.879028	11.429668	5.626295
71.186195	69.816048	78.167618	105.579033	108.281944	113.365417	158.246140
12.286183	0.000000	0.476322	1.111092	0.690545	2.384261	0.010747
27.831459	15.692511	27.710327	9.235010	12.415616	14.345435	7.014267
0.000000	0.000000	0.000000	0.000000	3.525615	0.148385	0.000000
3.906812	1.918391	0.908926	0.000000	1.373577	2.858447	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.850027	1.902601
99.444901	223.427582	118.402664	23.663734	151.949554	89.439346	594.455750
81.587364	89.582985	58.988228	38.149303	75.910339	58.663902	69.403008
36.217468	306.947021	24.666847	13.344537	17.550919	29.323095	2.054556
1.792196	0.000000	0.000000	0.000000	0.000000	0.209941	0.000000
36.144421	300.752167	5.303640	0.322036	19.453339	145.843750	0.000000
13.216346	13.188062	8.410736	11.430470	10.145013	11.319878	3.517830
231.286926	34.247921	80.693214	11.762237	103.022087	97.098953	985.609924
0.000000	84.089073	0.000000	0.773036	0.000000	0.000000	0.000000
34.022247	32.116848	28.816929	15.853602	35.544292	56.740608	1.090254
0.000000	0.000000	0.000000	0.000000	0.000000	0.389421	0.120396
19.246143	36.143318	13.541834	31.987656	18.521763	16.758018	6.686446
63.872131	157.272827	76.841431	32.363720	604.646667	246.629303	36.816578
7.924850	0.450846	2.348098	1.364017	10.673171	14.630523	0.782456
13.180367	23.123760	13.958935	21.798222	28.104198	58.728683	19.614231
0.000000	0.000000	1.796105	0.000000	0.000000	0.831982	2.633220
1.904552	0.000000	3.928745	0.251887	0.849105	2.405738	8.994033
23.517529	3.285801	17.455860	3.513817	10.684715	22.302637	0.093297
0.000000	0.000000	0.222390	0.000000	0.566472	0.000000	0.000000
76.729980	49.490376	57.405643	16.375483	41.034733	23.148645	0.327367
0.319043	0.288009	0.143789	0.076811	0.284260	25.526157	0.000000
0.000000	0.000000	10.894711	0.180254	0.807674	0.863818	159.330505
0.063394	0.000000	3.171858	0.000000	0.000000	0.000000	155.099335
0.000000	0.000000	0.849884	0.073105	8.833923	6.733589	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.933068	0.000000
5.920552	15.441564	4.567395	4.166510	17.242088	23.052200	23.369034
108.462257	88.821556	57.817543	23.122631	101.713356	40.227341	88.637177
14.115744	8.613029	23.162878	10.111173	16.826567	21.134758	28.230814
5.340192	0.000000	0.149907	323.363068	0.206357	2.365918	0.000000
39.281021	12.078051	43.364906	5.388347	46.312466	30.592363	58.753010
3.316963	0.000000	3.902728	0.000000	1.998949	6.179964	0.353566
57.810612	69.190521	63.607578	2.714017	53.326576	156.804626	3.402773
6.698698	2.286969	7.353810	1.609006	3.358674	11.596818	0.721688
1.008318	12.144183	0.365283	0.577332	3997.886230	1.232552	1.011218
0.000000	0.000000	0.000000	0.000000	0.000000	0.139708	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
40.188305	43.951717	28.506359	49.098888	47.752926	19.306866	29.046146
1.750396	0.251741	0.980202	0.227399	0.000000	0.760099	0.000000
