74.707909	83.647377	76.418869	109.236916	150.706863	133.704834	74.338814	134.975266	94.343483	29.853125	75.839241	111.498856	140.170227	81.182152	108.961182	64.244652	65.423492	57.035515	99.752373	113.475029	168.889923	67.395004	74.014503	72.635208	154.631210	164.379593	140.104279
24.759623	24.602930	19.666941	15.765801	23.189919	22.749018	17.786560	16.306864	18.113297	6.604310	18.231184	21.911161	14.800063	39.857338	13.444219	47.991657	15.931371	71.196480	24.326456	19.139902	23.243361	25.830557	20.377090	13.929712	12.845473	19.844879	17.862417
22.190031	139.621109	132.955750	66.100266	100.944366	74.060844	67.357063	66.942223	51.784363	30.214239	85.571785	69.281982	40.022957	53.432552	55.990784	37.835102	51.979050	63.995667	120.768661	50.027035	43.501095	114.697266	97.668495	71.953735	71.723351	102.697952	67.042137
27.457912	5.660348	5.213222	4.684922	6.079956	10.129619	10.843874	9.608467	9.508354	10.129833	17.710312	21.779741	79.200233	14.031825	16.025263	7.923879	16.590986	3.127506	23.514236	12.065750	18.083738	21.388294	20.548187	6.741699	9.082215	6.573055	8.517866
4.153510	28.646801	26.955114	72.813248	80.426292	45.245316	38.494091	32.679783	25.542871	10.028407	35.059864	9.137972	0.716821	4.524040	8.894024	2.005028	5.514184	25.103094	1.603706	11.312395	6.976280	6.645651	0.821614	0.547294	42.129230	77.888092	36.040466
12.736808	24.569048	22.100813	15.627754	34.428825	35.794788	28.798759	20.015511	18.855753	50.767281	51.984138	12.713421	32.521370	8.874933	13.360187	35.720737	45.114254	3.439268	21.332842	17.765747	16.321039	15.973435	36.531132	2.432468	32.894020	34.911228	17.743521
3.486714	98.353996	64.464111	24.200050	38.878082	48.971584	60.755886	44.184940	51.407257	60.568214	100.308701	4.931339	9.351812	4.978860	3.456836	1.187584	6.316294	2.324623	3.535451	7.537787	6.089147	16.350456	0.906156	2.076028	30.302834	34.281010	31.980171
942.012878	4.617826	5.500323	23.413046	23.685688	12.701027	28.794226	26.380192	33.613186	55.861454	34.660110	143.578735	140.710663	313.482697	434.180420	55.170010	46.534943	2045.347778	445.294281	11.815564	33.464882	74.192131	727.413391	0.645121	17.642817	15.803480	29.803795
178.691528	2.974239	4.128702	9.746041	7.321894	18.886190	15.668852	22.553705	16.649195	35.101852	46.575554	98.033546	0.524786	46.090813	55.057247	44.869797	18.154316	259.818146	41.873009	7.082710	59.513695	31.022394	13.498302	2.296453	21.567909	5.647361	23.211206
24.279039	15.574471	14.310663	12.112519	20.091810	27.967854	22.178942	25.842096	19.088951	30.300392	33.868671	21.536581	64.557678	17.618835	7.932614	9.850821	57.082050	10.050515	15.550156	13.930755	26.274710	15.788612	13.000421	3.121253	27.307518	21.593031	23.203918
