92.268616	86.955551	137.328354	130.489929	142.593109	84.084251	109.103333	232.016388	98.089188	101.308319	196.110657	114.589897	103.804123	85.999336	106.956436	148.167435
27.529776	21.715221	19.997446	21.961750	14.380246	16.196613	19.852160	77.208847	21.110178	12.969896	28.749214	99.188820	52.172607	7.923594	34.050922	32.065254
25.958820	22.108480	42.128979	94.569893	32.242519	18.640053	22.748083	85.869675	30.057558	36.575352	56.986000	19.935860	51.636635	17.400686	50.812832	7.303026
16.793093	18.937204	20.999208	17.323658	41.654823	12.864450	43.495411	19.007034	16.505510	22.878996	6.106648	36.494099	21.873814	18.615686	10.478353	8.469473
1.418902	0.407712	10.644679	7.364257	0.177020	0.967810	2.095192	35.556988	3.235167	0.588537	6.024934	1.071303	6.783323	0.479017	6.696891	0.786953
6.662895	12.136964	9.288768	43.919750	58.973843	5.534844	9.652916	36.737236	7.886997	22.548737	17.513006	57.613605	11.207900	7.124682	31.487082	1.260044
3.129108	2.931395	6.451222	5.596460	11.931705	15.643636	4.630860	6.299760	9.304597	5.568444	7.225626	10.032696	8.290323	4.718826	8.557178	2.646775
709.765503	536.896484	114.558350	0.733260	92.246368	888.615784	525.281433	37.443695	385.532166	184.772919	6.896942	39.595673	74.123192	426.712555	47.935261	0.499070
638.583496	296.027557	262.451324	0.410793	0.988369	528.812866	697.632385	68.423584	390.422241	685.162048	71.204262	134.833176	45.991993	201.445251	54.180435	6.456722
23.781679	16.301676	18.196470	20.519518	29.109894	14.947594	14.185507	68.975380	16.937008	25.440041	13.035427	23.898294	10.616725	14.428904	33.835560	4.939156
5.936805	5.830344	12.235476	2.720000	1.735226	1.057593	4.062878	25.482071	2.183439	1.900181	16.497110	25.449987	63.409550	2.380718	21.028807	0.691957
4.043035	0.000000	0.187324	0.000000	6.434908	23.941401	1.138232	0.000000	0.000000	0.769054	0.639232	0.520742	0.000000	71.178375	5.771583	0.000000
16.296343	34.143837	166.833389	0.000000	0.000000	9.263136	13.327504	5.998056	19.684134	13.453562	2.906764	4.720657	4.614967	11.377576	3.943819	0.000000
0.000000	0.071695	0.000000	0.000000	0.000000	0.093999	3.200772	87.911682	0.075764	0.078655	0.498992	0.079291	0.085530	0.072748	46.669399	0.000000
0.443605	1.462292	0.000000	63.713734	0.000000	0.000000	0.000000	1.800373	0.000000	0.769929	0.000000	13.756861	3.965337	0.000000	0.000000	21.005234
32.068672	21.172377	47.759193	11.405706	20.246243	17.667685	31.163368	55.854237	13.681222	88.838516	17.202206	35.163891	24.874664	27.224684	27.210342	32.163822
39.266605	27.099674	29.610762	45.421352	35.013317	30.270632	27.969893	41.101208	35.240063	34.905529	33.420906	22.257605	24.981760	22.311117	20.825579	19.084909
49.883595	46.900257	36.989086	137.865356	45.568333	57.799198	44.635433	81.351479	52.528908	44.122253	22.581858	71.498169	62.367546	34.372154	34.074944	9.698996
1.349003	0.767848	0.609566	0.000000	0.000000	0.140795	0.232970	0.680085	0.690371	0.132157	0.000000	1.539121	0.671502	0.198190	0.216030	0.000000
