72.160057	60.550751	156.808441	180.698914	81.973190	103.729385	122.482964	39.725491	106.418526	53.088116	87.861275	48.988926	230.802475	61.525883	55.558460	60.668354	138.925812	66.337349
23.384468	23.559633	26.096754	25.163469	19.521646	12.204597	17.941559	15.479052	15.914761	61.770664	35.668911	82.513802	41.901012	21.582893	15.980633	13.010115	17.812876	20.117634
229.543015	218.642761	121.411087	129.657394	88.592522	148.868393	90.117432	135.295151	40.034283	106.930824	139.271332	125.463020	88.589973	100.493889	348.555389	75.784088	103.588127	94.566330
4.877496	4.308466	5.702305	5.239720	10.469976	12.362776	8.157698	22.747438	37.130234	17.689976	27.623152	3.844285	12.357724	17.960180	5.703946	8.582372	8.024228	13.901863
30.585978	33.113567	85.663887	81.859184	56.225376	45.740803	39.574421	9.496431	0.200012	4.829556	7.835260	120.953285	11.749872	10.061391	0.642502	30.322981	81.328720	24.704422
22.271942	19.269522	23.998476	37.561924	22.426661	43.122082	16.637947	55.255894	19.424974	13.601903	26.458126	6.033076	14.487224	7.801572	4.319095	34.292831	27.201630	23.545906
93.465462	70.913971	25.250973	31.382334	32.530064	24.778048	26.017721	76.959740	13.474057	4.865415	7.802674	2.872159	10.366406	10.388349	3.274775	35.770321	22.123638	48.587486
3.211970	3.712477	21.834248	23.408676	23.099689	16.303577	30.410215	10.657991	285.367035	213.392563	107.765060	363.321442	10.338519	61.135635	0.569042	11.729012	17.425728	33.684151
4.213312	2.988404	12.710878	12.441798	28.120901	29.241987	37.543079	104.556969	9.160488	133.547928	47.651184	303.869598	52.529770	19.562267	1.313814	37.230183	18.785431	71.984077
18.984110	15.937082	17.963963	23.972536	19.914234	22.670290	26.656487	39.602177	31.215929	15.134799	37.070972	14.830144	16.889105	15.479991	4.630076	25.769997	23.435741	31.417791
0.584060	0.510803	1.166808	0.641306	1.156223	1.158886	0.856447	1.700733	1.804204	3.764554	16.790035	3.388933	20.719381	25.125937	0.927940	1.332236	0.682996	1.170690
0.000000	0.029097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.377562	0.000000	0.077726	2.963398	0.404241	0.000000	0.000000	0.000000	0.000000	0.000000
4.580072	3.885804	15.442806	71.051552	9.880769	43.652760	18.226032	4.470399	0.000000	21.224422	51.439838	11.146739	20.206648	28.661934	0.055478	3.878918	32.445911	6.739406
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.081026	0.000000	0.000000	0.000000	0.000000	0.000000	1.628181	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.315153	0.000000	0.455677	0.000000	0.000000	0.000000	0.000000	0.000000	1.431328	0.604102	0.000000	0.000000	34.532036	0.000000	0.000000	0.000000
30.025854	28.088993	50.271000	122.185570	39.108688	245.439240	123.920387	28.045078	13.803162	14.270770	22.598171	7.598415	13.716599	23.157295	23.338051	29.267527	102.818222	38.100891
27.393656	21.984394	42.010651	38.366047	41.532383	45.971939	39.878094	41.812294	39.179012	36.246246	36.368492	34.673855	47.072891	31.540678	23.341030	46.259060	44.307396	43.794079
59.138657	50.245876	89.377037	110.196030	48.451370	99.487656	79.888931	45.299404	47.902561	171.364929	60.228268	118.922958	42.906796	28.126467	9.892884	44.673866	100.202026	50.976658
0.000000	0.000000	0.477211	0.816754	0.736587	0.000000	0.000000	0.000000	0.000000	0.612101	0.000000	0.526674	0.161388	0.516770	0.000000	0.618477	0.381795	0.245758
84.756866	82.392899	37.674908	36.920052	14.263207	2.321269	48.010399	24.013155	17.251877	35.654945	3.388306	76.889427	27.727894	28.374577	3.563041	3.277012	30.261654	20.699579
0.000000	0.038915	0.014125	0.000000	0.000000	0.022675	0.000000	0.000000	0.000000	0.000000	0.000000	0.030418	0.029706	0.000000	0.000000	0.023968	0.000000	0.000000
0.079266	0.162309	0.100992	0.091096	0.071548	0.040531	0.046684	0.026366	0.041253	0.136719	1.156173	0.081559	0.053099	0.000000	103.860649	0.085686	0.000000	0.044033
18.131044	13.290720	24.870638	33.699364	81.000290	56.365387	50.557358	266.481598	34.310352	309.890686	269.258240	45.994572	294.444611	247.625076	5.358653	100.858299	32.129417	168.929459
0.000000	0.000000	0.000000	5.535433	0.678905	0.425043	0.000000	1.423484	0.000000	0.750406	11.121546	3.075377	0.000000	0.000000	35.440361	0.000000	0.000000	2.471472
47.502697	2.890074	17.431202	121.798454	8.623079	184.752701	155.700607	10.554817	835.124268	88.810196	225.673508	71.209038	344.950073	342.562195	95.020546	218.592331	157.724899	297.336212
