88.148636	116.029518	114.891235	84.944557	117.724022	76.976807	87.649590	84.679291	63.296398	51.518158	54.304256	104.748123	80.616013	83.077423	78.634117	215.304398	176.761154	107.326752	92.466652	63.976761	80.904068
20.716211	24.218384	34.292225	20.505922	13.040086	19.625385	25.734295	30.212385	79.471085	74.307671	17.564581	82.954109	13.383766	12.556843	17.853935	22.245722	24.427368	7.079091	22.525314	10.154722	7.994602
60.332146	159.610519	69.039246	37.711735	35.373291	61.284630	62.420353	72.225792	49.599342	42.632381	72.600990	132.338303	68.667244	57.479038	84.217163	63.172005	108.247536	102.455292	94.458969	111.255913	44.533936
26.240601	3.665740	5.929741	25.901714	45.372509	18.095043	18.748865	15.892966	15.999979	10.003381	20.341345	2.889909	19.596058	20.592155	12.895776	11.122445	11.694551	7.184457	32.840054	10.004852	6.678561
0.617218	29.581787	59.846943	2.054880	0.159457	2.416844	2.626596	3.692872	0.470380	1.448591	1.678565	12.494248	0.861986	5.489346	5.053924	5.225182	3.447564	1.578782	5.911139	0.365527	0.123462
11.244937	16.023861	23.279480	11.643533	46.748158	10.928398	8.854516	10.729869	10.697333	7.883315	13.523431	3.125930	19.434881	17.110044	13.227923	18.874952	20.513079	63.524506	17.455715	21.862188	1.782083
2.221325	57.728432	16.411129	2.978639	8.584502	10.745070	3.811930	4.501423	3.005544	2.007852	3.548633	1.088596	3.905211	5.784905	22.235861	4.459663	4.344606	4.181303	13.239544	1.069393	1.513337
359.475220	9.673714	51.764194	598.739807	176.002762	576.137329	494.292572	531.949402	470.830505	497.014648	223.587341	1853.221680	467.262115	24.330786	243.279739	34.783371	41.590984	66.443085	89.504189	538.863770	0.679509
118.248665	3.277472	20.046648	286.745636	0.913799	210.699921	133.152496	118.298424	150.630493	144.683105	119.199554	4244.554199	77.638824	46.773079	91.499557	33.869427	18.410368	9.716332	51.579010	22.052380	0.389652
24.156145	10.489560	14.140570	23.554554	32.518764	23.148651	14.956100	16.329014	9.881448	6.864128	47.809429	7.584348	16.427290	12.041009	16.466131	20.681675	28.761478	11.031216	25.609072	9.210026	2.571873
7.397364	0.465268	1.484255	9.276657	3.227608	5.465446	4.665693	5.144722	2.277719	5.987765	9.803250	1.356004	4.309669	13.790664	55.138527	17.358503	12.546098	9.969748	11.807427	1.301216	0.412044
0.689613	0.000000	0.000000	0.470484	7.163074	9.589710	0.000000	0.000000	0.000000	0.000000	0.000000	3.452879	2.600649	0.000000	9.012297	0.440564	0.545077	0.147645	0.000000	3.416296	0.000000
72.867546	4.556592	4.582338	74.153160	0.000000	28.488281	6.016032	39.295422	7.241627	40.391956	109.558464	13.396318	20.894844	14.269984	16.739798	14.295224	17.426460	4.404391	35.074593	48.689411	0.198744
0.000000	0.000000	0.000000	0.000000	0.000000	3.889748	0.000000	0.035459	0.000000	0.000000	0.084974	0.000000	0.000000	0.044301	0.000000	0.147948	0.305419	0.119883	0.000000	0.061063	0.000000
