144.773087	80.037827	210.046951	159.780167	64.087189	74.267570	80.449219	78.565041	75.799980	156.011261	92.394875	79.067535	122.679314
20.155945	16.146198	27.773602	14.004384	17.710632	11.841599	21.217972	17.235476	10.384769	27.992487	26.317350	14.572330	11.692045
39.317387	56.640869	120.657570	74.050217	44.641121	84.809448	64.596710	67.754562	73.567238	64.097977	80.893738	64.025902	57.463425
25.901628	4.210428	6.609329	7.127345	8.037423	21.923233	9.150896	15.327000	14.566031	12.175047	23.753067	8.917523	13.001425
1.869763	90.199608	96.638771	30.226248	17.404219	12.865538	40.472408	4.505681	7.017701	3.368635	5.864557	0.475999	12.712366
15.966755	15.537035	29.632648	17.696053	9.217175	97.479179	22.104074	10.400375	19.345779	18.337002	11.032049	3.424496	27.253664
3.167787	28.202696	26.028435	28.220108	28.933189	54.577034	45.203953	11.307791	8.006359	7.298799	12.041395	2.285636	26.246361
498.131165	37.940918	46.141354	40.544662	76.980194	110.092293	72.992783	698.779358	46.126312	35.398327	110.446892	1.358409	51.701954
209.995041	13.239808	8.102864	18.413004	17.866138	40.187626	17.587475	40.956257	16.060110	21.348410	10.586299	1.584460	16.322693
33.767914	15.007422	22.153532	22.214609	17.594038	43.095905	26.011806	25.503344	14.352567	24.147675	14.573423	3.270845	24.438589
6.327612	0.667882	0.383100	0.521928	0.509292	1.111410	1.353571	3.495263	18.253460	19.797909	21.434042	0.814289	0.167467
1.464863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.008000	0.000000	1.898173	0.000000	0.000000	0.000000
132.108139	4.246786	74.928543	58.764248	2.204499	8.480495	7.278066	19.743856	20.223898	28.707722	44.382103	0.148991	2.515860
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053281	0.000000	1.156031	0.000000	0.000000	0.000000
4.683002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.245906	0.000000	0.000000	21.366117	0.000000
25.602024	37.908775	158.821014	167.031799	42.453598	31.541939	40.469021	7.995903	109.397202	23.199015	35.585060	22.057598	28.811777
57.642601	31.760193	47.372051	43.361637	32.033222	35.395996	38.371304	52.906803	38.375359	32.499996	32.211521	10.927761	36.775314
69.263100	58.351444	124.655159	70.276245	35.216793	43.642315	63.552601	52.806065	57.012596	34.144169	44.050945	9.712886	71.803596
0.881396	0.793059	1.998547	0.161106	0.000000	0.000000	0.969465	0.000000	0.000000	0.000000	0.367809	0.000000	0.000000
32.917389	14.630694	38.403839	50.631878	23.123165	15.871985	20.571066	32.099056	17.214003	28.166492	32.189651	3.512580	1.609969
0.000000	0.000000	0.000000	0.028439	0.055219	0.045777	0.028012	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.144718	0.000000	0.098704	0.040913	0.000000	0.086160	0.154710	0.037701	0.461834	179.021576	0.163578
335.471832	24.229057	34.731575	60.266960	115.149055	316.404846	80.011421	507.872650	112.824188	346.059235	344.515686	20.300871	134.814148
407.236176	0.976382	0.000000	0.566454	0.000000	0.925609	0.000000	2.448940	1.267204	2.267992	107.532082	295.098816	0.853278
1239.330078	197.117523	220.276489	17.143366	147.217194	312.547913	87.295998	873.520081	404.117828	864.635132	278.147522	157.549469	54.940796
0.000000	0.770082	0.000000	1.243958	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.658601	6.929887	0.000000	4.394270	1.150097	31.491322	11.114093	33.772953	2.529724	0.727165	10.673069	0.000000	6.645804
22.099403	17.326494	35.556580	17.721586	11.370996	17.557825	18.921013	16.036634	18.910519	29.028189	15.821780	6.207911	16.404922
32.179012	3.708316	4.497138	5.289123	7.006292	12.530844	7.085170	8.292221	6.291133	9.065743	7.631320	78.673012	10.151307
28.665520	0.000000	2.652858	2.389518	4.281022	2.221411	3.438050	21.158400	11.324104	14.706372	18.706238	0.898180	0.760834
14.050693	10.048691	29.968613	9.377558	2.965250	7.737706	10.709637	9.844775	14.723130	10.467232	17.210491	3.639506	6.209442
23.406172	0.267383	0.163920	0.424477	0.273842	0.591778	0.879428	8.702109	13.991630	6.394683	19.505478	0.195260	0.267178
3.424928	0.088883	0.033968	0.039773	0.048266	0.097613	0.314256	0.876346	1.894869	4.132147	36.694115	0.328583	0.108786
92.467171	17.504257	26.221796	44.550827	20.933767	63.874054	27.236742	41.847298	33.656498	46.885029	93.114616	24.036598	35.231216
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.665663	1.859194	5.084197	4.714585	3.620142	1.884482	2.304377	7.121184	5.771199	14.133552	10.125904	1.771527	0.602397
0.068699	18.557728	53.459743	5.706412	2.169038	0.481033	12.152499	0.976837	19.445824	0.116094	1.091738	0.000000	8.489787
31.378164	1.079765	0.858328	0.631047	0.816863	0.790049	0.725164	7.189899	3.414290	43.303104	7.396420	0.052661	0.631750
69.462585	50.298370	117.868027	60.073727	40.737400	65.932877	79.072220	65.624252	49.441154	44.980999	64.278519	17.248472	62.789749
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.978370	0.000000	5.776022	2.548402	1.426974	21.872484	0.000000	0.083982	12.484329	5.958350	23.990786	116.700729	31.035784
7.477517	4.139757	7.378450	5.574489	2.371658	2.909601	3.799263	6.648837	32.133209	11.375725	11.067003	8.119992	1.643520
192.902817	183.251434	269.515472	252.765244	159.848373	322.876923	245.041687	123.957863	160.430054	91.710602	116.714645	52.882019	299.565521
69.968575	0.026248	0.009947	0.069882	0.016961	0.098426	0.103249	9.697620	0.372190	3.822317	18.358723	0.026242	0.033731
15.375781	15.431534	17.621618	17.962515	8.228025	7.058415	10.471956	18.609583	12.584852	9.446491	18.409781	12.600738	3.100929
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.331389	0.000000	0.000000	0.000000
11.797279	0.000000	0.000000	0.471615	0.000000	1.549383	0.517977	49.865307	0.577694	27.674635	29.092913	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.448254	0.000000	0.000000	0.440301	0.000000
79.857643	2.885939	8.992540	13.080215	4.738538	25.878633	10.108485	27.534765	27.849052	111.957237	67.821442	186.647308	4.031485
157.466904	47.835651	30.648062	38.298893	45.027668	170.492569	73.872185	90.216644	48.432995	66.242142	57.983925	54.159817	65.320671
78.131401	3.076633	11.658258	32.449787	9.147044	12.565658	4.203863	13.243263	29.070354	20.431658	21.650301	2.361379	10.312741
1.156362	0.633513	4.169488	36.645477	2.988036	0.052006	1.146667	8.358880	212.578140	1.211034	1.548082	0.000000	29.434916
9.104189	2.939280	4.828725	26.982901	20.753189	269.573395	42.186329	5.744774	38.498943	9.349669	0.336906	0.000000	50.258015
12.631969	42.628555	43.552525	37.915062	22.198721	54.998722	30.645338	16.154989	15.275340	9.970145	14.148726	4.539333	22.631910
58.461460	7.291718	28.191042	16.436562	3.853736	15.974264	10.359538	7.381242	16.523193	13.193209	53.944431	556.970276	3.284739
