93.231735	79.942848	82.689087	92.719025	89.852570	121.175056	78.077835	110.213310	173.813354	77.691078	92.996956	57.929115	100.497108	39.237022	66.268723	85.288757	86.973175	83.628036	59.733009	98.072769	98.330704	85.957085	136.454010	107.107643
43.151924	59.760960	24.888535	47.113121	12.319693	14.055243	36.483818	104.896332	55.960049	36.589546	24.517099	118.310143	47.597107	139.322601	6.445604	36.386005	25.028734	115.076965	50.080589	34.581661	32.404533	11.163473	44.358582	21.753561
49.539379	69.863541	45.635056	56.123627	85.203590	30.365423	46.280376	60.619919	108.902733	60.933327	43.434620	44.964508	32.845631	109.672523	55.120296	53.346054	37.226387	39.664677	90.877502	66.384377	56.083912	80.500366	101.172287	12.113268
38.345367	26.629700	43.392570	27.207764	13.663338	37.976574	13.434814	30.454279	11.398030	17.598640	40.095322	30.442993	30.360741	2.194599	24.972498	22.973000	16.876350	28.213663	28.627478	25.877487	15.479869	20.584665	10.123099	6.373777
2.796081	1.577829	8.639567	3.397807	37.133240	0.192326	1.818151	2.845996	29.129272	5.501113	5.238950	2.675268	3.966346	18.657288	1.711810	2.254009	10.466071	0.923427	8.487017	5.090604	3.269261	4.041142	13.758047	0.659123
9.838550	13.893835	25.231726	8.767753	31.537512	57.491398	13.518792	40.142490	58.894104	9.432692	12.358744	12.495244	39.945164	2.416205	52.694729	12.945845	19.642120	31.661596	77.376434	15.079782	10.328973	29.982071	42.127750	1.347371
3.547404	2.188486	7.617759	4.544838	8.828369	8.791403	14.711548	9.624226	10.170078	5.001803	6.382198	7.830136	8.125997	0.723889	4.568021	3.651937	5.834233	7.785629	9.424154	12.266276	2.384435	4.926882	10.717528	2.043123
656.715881	899.756592	438.389557	414.588806	0.687942	43.524780	838.130066	34.813229	18.008797	151.694031	216.984756	1168.249634	84.795563	1640.169434	678.414368	828.262390	35.774296	23.931219	15.683808	59.484505	503.362091	547.239929	19.612438	0.352690
481.202881	29.580391	101.156281	183.197083	0.575526	0.564709	59.228237	36.912273	13.418429	160.959045	48.450584	446.821075	77.741722	2360.268311	151.586868	138.478531	30.630020	64.777306	32.003822	34.396061	111.127190	16.607361	11.991181	4.873801
28.159765	23.348953	28.273724	19.271935	40.176239	36.562611	14.907292	24.837881	62.545128	22.182186	13.414134	13.596583	22.621122	8.593278	12.241284	17.084686	7.193192	17.763950	20.896919	16.613043	11.453519	17.410587	35.860840	3.628008
