73.012634	94.748291	136.440735	63.896919	238.784302	202.398361	93.988457	173.511887
22.855242	31.102774	15.689013	154.010788	36.777866	37.656498	33.019665	38.056908
37.286270	53.517162	72.535469	99.298721	83.556442	87.340843	60.374798	6.731357
29.905787	27.631557	13.178270	2.477225	18.060064	14.526661	32.438366	12.298627
0.841355	3.232605	47.241356	39.501110	4.668846	3.692895	4.299068	0.117509
12.493059	11.926072	29.992254	5.138398	24.674547	18.379406	21.985012	2.045547
6.730602	11.598433	5.276281	0.917664	10.330304	14.248702	8.465014	0.849341
705.338318	280.888306	1.402613	523.004211	54.925171	73.924393	175.416977	0.826666
690.619995	566.257446	0.172282	1064.165527	100.672874	241.428452	106.563034	8.411154
17.418894	20.384512	23.274626	11.104799	17.975058	18.318127	11.300608	4.249578
4.600215	10.021970	3.501171	0.987290	17.886021	15.465334	21.232605	0.468088
0.182921	0.213336	0.000000	0.900556	2.368478	1.254609	0.000000	0.000000
27.673101	89.966942	0.161165	3.031291	13.571130	18.773281	31.336704	0.000000
0.000000	0.000000	0.000000	0.046668	1.265259	1.120100	0.000000	0.124880
0.000000	1.213397	125.069504	2.060740	0.000000	0.000000	1.191634	11.827780
9.500980	14.158063	7.710734	18.978458	29.304682	23.499521	61.882633	37.693733
24.442795	26.719725	45.726456	54.816029	40.770195	42.447083	32.169746	18.639252
52.159100	52.665466	110.225159	210.064423	55.217422	47.757290	59.536621	15.124940
1.067639	0.611808	0.000000	1.289389	1.071365	0.526083	0.000000	0.000000
27.658230	28.515877	1.158177	81.862823	42.748009	61.297749	32.139000	3.253273
0.000000	0.017065	0.000000	0.000000	0.000000	0.016663	0.000000	0.000000
0.680236	0.091511	0.000000	0.053776	0.029958	0.059571	0.196746	137.497437
92.903488	206.540375	5.410993	40.197796	350.072998	299.323578	250.639450	14.861657
70.891121	82.582275	150.370682	0.000000	10.569453	29.154406	3.395998	14.086525
340.733826	615.265930	897.899597	0.000000	753.029541	771.509033	109.875290	128.712494
0.508729	0.000000	1.202414	0.000000	0.000000	0.000000	0.000000	0.243872
2.341368	0.589580	4.011342	1.780016	3.386331	1.785107	1.490093	0.483354
18.831240	19.785131	22.765282	32.699512	28.045212	28.546696	14.199651	10.995415
25.041214	15.516369	9.078937	0.310845	7.619485	6.294569	9.661167	12.065228
26.027691	21.222691	0.000000	0.622362	19.599026	13.265351	9.222933	2.557637
13.655418	20.070404	32.320988	23.541283	14.180694	23.134005	27.863916	3.574950
