115.968483	89.423622	90.741951	77.709106	103.614113	90.905090	168.647171	88.558891	94.477463	59.401131	71.383736	107.199867	48.197117	99.288353	69.355980	92.555252	102.671486	76.156029	69.203934	80.525047	110.708794	96.338821	142.595398
32.164471	26.272131	23.307121	22.468296	90.047981	21.274055	52.053822	25.932014	13.805139	60.110718	82.470421	41.034122	127.661552	10.209181	6.753841	21.218920	21.812634	36.642231	32.591087	39.623333	17.512732	12.775574	35.236252
25.052715	44.884338	37.107666	23.970264	38.744057	35.709812	84.270142	31.610010	22.572699	27.376762	31.285564	45.533051	64.969437	63.914471	40.034420	35.418018	52.758121	23.641176	54.629097	41.077709	49.092007	24.834810	65.291138
36.675308	26.564682	40.371529	12.675068	26.275066	21.143085	9.373744	13.149146	21.390652	16.169651	20.741234	30.585636	3.074478	25.625652	27.130329	21.061329	15.723143	22.090889	19.168188	21.636047	11.026706	18.662878	16.868044
0.657453	0.178625	6.105966	1.561228	2.212779	1.349913	26.777891	1.481304	10.268734	0.774112	2.435912	3.295064	6.951717	0.956073	2.225745	0.724695	1.761981	2.292462	5.744318	6.227214	0.118035	0.260483	13.811641
8.461820	20.451937	32.272087	7.536230	29.356337	10.469796	61.835686	9.964822	19.333437	8.691361	7.236568	49.723637	5.639186	28.071714	25.101265	10.851423	35.465023	15.678831	20.302977	21.587973	12.453186	12.092013	31.481670
2.250059	3.151584	7.634040	5.801459	6.429621	3.738751	5.586060	3.819994	4.464021	3.796924	9.446470	4.694599	0.683306	6.661988	3.146632	2.710359	6.932188	6.667810	7.195960	10.470323	1.126762	3.545417	6.601280
1050.657959	1085.623169	774.746033	997.938904	40.496311	1027.232544	64.957191	210.179794	385.732361	264.048767	1088.545410	148.478485	618.202087	211.656769	403.049225	828.246582	51.676151	150.980759	228.490875	210.078491	832.966675	1386.202271	377.599640
1041.351196	266.597260	416.993042	1215.727661	123.681946	618.511353	92.084473	589.657043	196.427139	953.316895	1100.163452	303.809967	7044.480469	1166.912231	843.848083	612.615967	757.258789	450.213348	382.943695	142.493393	406.557281	337.268280	137.381287
17.929289	25.721230	36.156319	13.805888	16.772757	13.345263	65.284531	15.949638	6.894953	7.002344	14.039577	37.202606	8.819487	22.273523	13.811574	11.975922	20.996063	16.279186	8.529469	11.838837	9.188126	13.935549	38.704327
