104.615158	113.856773	107.120171	280.654846	83.087708	103.428627	54.249969	102.219467	102.962326	91.097557	92.705109	291.808441	104.996590	67.543396
24.196018	20.139668	29.247469	84.281349	36.149097	18.145889	52.576889	56.650990	23.226095	84.751656	11.474090	30.508204	10.660082	11.728418
28.819477	28.092537	28.670313	84.973282	32.518646	31.052494	16.758741	34.574078	28.054594	30.788147	29.343660	81.339539	52.273022	17.855467
26.125650	32.440056	16.666136	11.898120	16.823248	18.580482	11.214412	11.814430	20.650751	3.200225	20.270977	8.242973	18.534061	6.262109
1.820732	2.126853	4.052955	23.219522	5.155478	7.864078	0.909929	3.794248	3.881667	25.304247	2.033018	3.898580	1.316025	0.409491
11.859914	10.662851	10.583653	14.107533	6.965059	9.358096	7.566852	29.719679	12.117968	3.415050	11.287389	34.298958	12.577716	2.864296
2.024222	4.709972	10.121616	8.856846	5.195390	2.346246	2.201401	0.991684	4.471955	1.915649	3.953751	7.399265	1.584883	1.981795
507.503906	414.365570	929.724182	62.034153	429.498016	396.804718	183.848297	14.401677	141.722107	2486.635498	176.040558	7.033771	390.959900	0.403447
56.452431	408.329865	93.289604	12.972136	91.335014	72.029747	50.119057	68.937614	71.965744	527.407410	62.985828	13.517349	41.863060	1.595058
16.142576	25.477524	18.056942	34.563591	13.049112	8.993536	6.398674	7.355752	22.550724	8.380840	18.651251	30.704159	10.790503	2.404226
2.562045	5.809981	1.770457	32.284664	2.044531	1.299130	2.077876	26.184174	23.631111	1.083477	3.148905	20.724318	0.349447	0.229776
5.215147	0.000000	14.066962	0.000000	0.000000	0.179362	0.000000	0.000000	0.000000	0.865207	1.839616	0.140495	18.362816	0.000000
78.049797	39.104805	28.967812	9.592598	11.841658	24.692667	3.128349	2.114140	19.877005	6.623309	19.538666	8.122590	53.223301	0.136719
0.000000	0.000000	0.000000	4.573180	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.309081	0.000000	0.000000
0.000000	2.161396	0.000000	0.548785	0.000000	0.199300	1.338373	0.000000	0.841355	0.813228	0.942424	0.000000	0.000000	9.524877
21.827578	10.542070	7.670704	25.811981	11.900711	11.902747	13.076954	8.354707	36.817520	4.395232	20.748585	27.998581	13.492035	14.623644
36.517727	33.675461	54.993523	39.924809	46.858280	42.942337	27.901863	27.996138	27.670071	43.693817	44.187996	39.086472	37.376953	10.585828
56.416534	40.450520	61.433483	48.810287	47.532871	43.492996	128.511276	43.908405	32.187153	205.266235	30.869917	57.949821	61.141933	8.162707
0.759440	0.000000	0.450338	2.436945	1.562571	0.000000	0.557211	0.447556	0.337561	0.000000	0.733616	0.162080	0.034521	0.000000
39.717445	20.154945	33.707966	17.165218	42.789383	36.907211	33.463097	28.677254	4.274909	123.426910	32.559368	19.089993	39.517620	5.205237
0.000000	0.020949	0.040166	0.479512	0.000000	0.014538	0.000000	0.000000	0.015232	0.014435	0.000000	0.000000	0.225875	0.000000
0.025035	0.262128	0.000000	0.095236	0.098484	0.129936	0.181201	0.451976	0.844054	0.051605	0.104782	0.038160	0.023750	154.619293
336.232025	255.401627	419.927307	745.577820	286.115631	355.825531	144.778839	32.574879	401.905701	40.770321	241.170975	498.877716	552.443726	36.226788
71.698433	97.736160	5.533113	0.000000	0.366495	3.101986	0.000000	0.000000	3.953037	1.403728	5.018422	1.132003	107.762939	76.528847
741.689148	639.279907	574.090027	443.959473	339.188812	562.581299	275.273651	271.975250	603.958069	369.633331	553.922668	882.058350	563.028992	220.989624
0.588926	2.485543	2.008817	3.033361	0.432268	0.000000	0.252633	0.000000	0.284467	0.499737	0.354970	0.356885	0.426843	0.000000
2.737567	0.000000	1.652402	43.867783	0.000000	0.586701	2.665602	11.268767	0.566072	3.418932	7.140272	1.722326	6.120103	0.000000
20.849909	22.226580	24.403517	23.906052	14.829145	20.315035	7.057164	11.623107	19.579556	26.512959	20.693909	36.778496	24.276691	7.670784
22.429525	34.646587	5.317942	3.053434	3.385264	10.851493	5.614100	34.006790	51.707348	0.632382	17.007505	4.772802	6.008559	42.956196
22.798893	25.995810	17.662300	11.741880	21.456470	11.971846	4.014968	7.306873	28.387480	1.119266	14.504108	9.382690	21.858818	0.128510
20.630106	10.757644	17.192247	13.271749	14.279751	10.604646	13.155313	6.429013	16.697937	15.475812	10.545292	15.607082	18.287830	3.342842
38.411976	39.879498	7.639901	4.287445	56.877800	89.270393	29.505573	4.623001	179.680222	2.324541	36.387653	1.659671	45.355003	0.091147
6.032169	10.685020	2.484236	6.468052	2.822263	11.261566	3.176609	0.037052	95.711777	0.210926	0.955082	1.149460	11.018548	0.079453
64.287605	76.892326	39.890747	24.581064	43.618534	66.452248	23.325659	64.018135	51.453957	23.121777	46.913715	49.677757	66.297295	14.403435
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.915250	6.042081	8.644468	6.762672	9.096287	6.869829	2.951787	1.084511	5.554664	2.258502	6.751271	8.132469	5.406807	1.562142
0.000000	0.010483	1.236069	0.017773	0.211365	0.014550	0.557976	0.055671	0.015244	0.065008	0.000000	0.016024	0.000000	0.000000
18.027386	22.493946	6.833092	19.441345	9.576707	14.499011	8.456614	3.690615	5.389177	2.348906	16.591738	33.120098	31.956221	0.081545
68.586113	57.299755	99.974319	54.879810	76.573441	60.557777	52.234718	37.837894	40.181400	364.746460	66.206688	51.991104	65.687828	15.795415
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.958172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.545914	0.000000	0.409616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.407476	0.000000
8.160109	7.777836	4.456247	4.712480	4.821080	8.221131	1.072271	0.000000	0.537740	0.372034	0.385627	4.597189	13.027020	26.765631
11.686378	7.860643	6.277676	10.593469	7.816187	11.909956	7.918574	1.670764	9.303944	1.255040	8.131202	6.057690	11.292372	2.562602
99.631332	131.321243	111.953857	55.541706	80.936569	133.819565	89.251160	28.839281	99.482964	134.716187	96.251968	138.593460	158.948532	66.335419
