108.604500	130.701874	192.367004	118.166801	92.507446	108.218376	214.674316	77.205070	93.535324	141.038757	92.169609	103.909546	84.407990	190.683228	90.659409	83.363007	50.078411	68.548859	61.295254	101.996613	103.773216	88.267181	94.725380	88.544807	129.765442	153.680389	205.358490	68.692711	105.549110	95.126678	66.863930	143.953094	195.267609	169.511536
19.468706	24.495731	20.674355	14.105110	21.368139	15.982619	15.506831	13.048875	14.961560	25.902319	16.650274	15.744697	26.161625	48.136707	28.669649	13.424621	48.527237	80.612671	45.354736	20.330629	65.899284	14.874223	14.278837	33.180847	16.633976	13.342701	33.575455	28.642870	6.533767	9.095574	10.328007	11.909048	13.951524	15.723957
102.071114	120.174393	63.129704	49.349854	45.865547	46.584419	61.592007	41.149441	53.874096	40.030533	41.938507	28.914522	32.751591	87.513878	33.530331	69.940178	28.324627	35.098030	26.538546	32.098557	31.435902	17.020840	51.968063	56.527390	46.021931	45.404072	47.767529	70.702965	64.127930	38.016953	34.198994	45.726051	74.535194	48.671490
4.048687	4.463756	8.603996	11.955416	13.717607	12.848690	11.665936	27.161100	23.496197	35.498638	54.781712	19.407759	22.330479	13.852567	14.274965	21.453516	19.348335	13.555553	15.134366	34.002563	3.739357	19.162489	17.799921	16.905991	15.078652	5.132923	17.850189	14.809516	9.473059	12.504127	6.155404	9.134049	8.457340	11.574727
21.574945	32.193966	67.952888	47.662231	35.072624	32.330139	30.226143	16.031597	27.296717	1.997376	0.362367	4.451674	3.865440	20.218176	3.973615	10.419362	2.078647	4.864522	12.522159	3.121136	20.098803	0.975816	3.919315	9.994807	10.014488	4.229375	4.982677	8.418921	1.907886	2.396322	0	57.595554	58.280384	31.417471
17.373474	19.208960	35.345051	34.030190	43.422180	36.698570	21.841715	55.274441	38.494076	12.540339	30.070246	12.594044	10.616816	27.286139	7.752123	14.127419	12.457561	4.845370	14.652274	23.624998	3.811133	10.123757	14.877348	10.259427	14.511731	15.606310	11.578934	9.023882	35.248425	11.570415	3.272256	31.508823	41.249035	20.564966
70.335121	60.277081	32.417767	58.317513	66.076897	51.958836	46.229542	49.054386	111.999466	4.508660	12.508289	9.187426	10.136292	9.627921	4.814073	2.442540	7.341086	4.836285	1.885522	5.689418	1.193080	2.900030	3.384479	8.019858	9.308024	5.117335	5.199069	4.971240	6.438600	0.764045	1.190030	44.294262	26.248976	39.942307
10.384366	19.824064	35.341942	32.281013	55.737236	34.009262	60.255486	59.503239	56.515541	750.878052	46.765438	496.979523	460.752563	45.249813	367.260071	667.009338	543.706116	1859.184082	107.808258	188.907913	2271.085938	334.535461	870.753296	55.469673	28.139137	8.193097	17.622473	46.093777	79.647034	701.459473	0.830811	20.154999	25.453800	55.790432
5.557782	7.025247	27.108526	45.682510	49.975319	40.079590	39.462952	46.656700	85.319534	702.100403	2.240494	74.352402	93.736130	18.424524	80.759415	31.529198	55.306454	55.047195	16.327589	85.864349	130.779068	190.778961	635.876587	53.526279	31.430326	30.615685	39.582752	30.738342	22.314350	206.686188	5.295955	25.988520	21.974777	48.481361
15.577391	14.946830	26.324905	28.166111	26.282644	23.983255	27.108788	30.910788	30.809488	23.799978	47.352608	17.241854	19.023521	44.977173	15.530187	9.283555	10.083557	7.813836	9.172307	32.487202	5.674967	15.022319	12.688124	10.947961	11.739639	12.414513	17.191223	8.589087	12.884077	7.646416	3.755669	20.277071	26.050161	25.680021
