104.266510	110.773087	99.853767	106.122810	103.297157	103.015892	49.762741	93.794418	154.555023	105.525421	70.318291	112.363350	69.594345	260.976166	134.069443	62.120766	71.107330	135.314896	143.463715	141.482544
28.212912	25.064192	20.382740	55.954369	26.232210	15.134886	73.064842	38.692753	42.012302	72.556450	7.469344	25.692190	21.296850	27.276360	36.005779	35.079826	40.486294	23.177387	27.953552	30.888014
22.005398	42.979195	114.833054	47.471809	36.415634	29.875120	22.902195	47.241158	26.841961	73.011726	42.849903	23.449284	24.194887	76.347679	24.497490	62.086384	72.345497	41.172409	60.528107	9.535538
29.511559	38.577789	91.910187	30.231115	15.235076	24.019308	15.870679	22.674988	45.362526	3.299386	31.405912	21.479755	17.695646	7.010279	27.896479	15.490012	23.318487	23.657551	26.244152	14.668446
1.832553	10.952129	0.306447	2.104981	6.650966	10.496111	2.775117	3.469587	4.545671	22.303043	7.346441	1.270647	7.862252	8.810057	2.681596	3.962492	2.377770	0.912305	7.977461	0.695146
10.544689	44.682430	27.732103	18.307594	9.221435	8.521013	7.078028	60.386730	33.128353	2.625825	19.145967	7.165771	11.445352	15.788833	8.546776	11.741984	15.011623	13.042676	16.812836	5.468045
4.127214	8.153025	9.765075	10.774729	6.758182	4.198616	7.226873	1.373684	8.383061	1.469748	3.975161	3.164529	5.622436	10.449377	4.532495	7.201886	12.173800	4.523353	6.902746	5.751643
509.225128	341.565552	97.581261	353.107941	589.179260	688.049133	773.088379	7.635934	96.201500	1294.780151	446.915405	316.478607	40.753960	8.042388	4.634470	18.526049	44.591831	222.436752	484.231232	0.210405
97.550865	130.554947	0.575597	31.686159	36.712009	21.724163	146.216949	51.801693	18.072823	201.294128	73.348343	29.612268	11.803048	5.106048	17.730093	6.401127	34.784443	16.211979	11.049400	9.686814
30.298830	24.235838	43.689152	20.516840	17.835377	10.198749	12.177120	6.388874	25.732248	8.190798	16.437925	12.656592	5.738688	17.017660	11.813536	5.998304	12.524568	35.249184	22.309540	9.564781
