77.675064	119.071976	172.420654	80.366135	96.626450	35.919804	79.890297	71.829895	54.312923	95.259430	201.103134	68.950142
21.920628	20.761990	51.730370	35.503067	26.139700	66.088127	64.634186	29.402475	78.325584	33.014168	42.674480	8.603405
28.302879	30.876993	105.951462	32.521133	34.181736	23.900806	89.896370	40.475113	38.134071	41.667583	97.756073	67.548447
22.572985	46.639103	10.857384	8.765607	21.223326	10.017451	24.342350	19.285391	2.250148	19.541468	8.593227	1.627880
1.709737	0.191412	26.963795	3.875334	17.817308	1.974542	8.424982	2.772119	20.029457	2.514784	5.366677	1.121430
28.088272	17.290812	57.552090	9.968556	14.328926	7.443907	43.206043	35.989616	3.093735	19.465023	20.064751	1.855974
1.116199	13.268825	5.088911	2.915685	2.537332	5.233406	1.862319	4.466166	1.497636	2.630402	8.823408	1.481106
796.150513	268.357452	71.623825	564.218323	1053.399780	1082.854980	7.830379	73.903297	1230.733276	501.512451	31.913685	0.636067
11.578753	5.934294	2.665779	22.189751	24.523539	504.710449	70.694420	69.569069	213.680771	33.246101	2.799659	0.879901
34.808819	29.664707	52.939518	13.427099	9.401952	10.702170	7.932895	78.543037	7.778637	14.124464	22.696150	1.823466
3.656953	1.372452	15.387491	1.368868	0.736423	0.616496	30.887396	17.754244	1.493305	1.092612	24.120777	0.628296
1.255800	9.005343	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.570758	0.000000	0.000000	0.000000
105.955612	0.000000	8.534154	35.050926	132.494736	21.596735	16.004709	180.390137	4.529899	88.108017	20.129656	0.558115
0.000000	0.000000	34.732533	0.506648	0.087031	0.000000	0.000000	0.000000	0.000000	0.000000	0.759774	0.000000
0.000000	0.000000	0.000000	0.000000	0.199271	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.261333
21.487700	14.835581	33.031094	6.203654	27.283035	11.402442	21.735628	52.279934	6.318268	17.476171	32.353508	59.230515
19.201319	42.630650	21.635315	23.804892	25.271343	18.281778	27.092979	18.342173	25.478703	27.343405	35.396976	10.443767
