113.067680	81.277855	171.093842	102.944595	93.599098	123.032166	154.820709	133.295059	57.645760	74.239883	54.933311	91.403671	74.649124	73.670570	99.448578	119.721100	206.304108	92.439629	36.355694	136.560043
22.520639	18.951704	22.318174	23.233503	18.100433	23.230818	23.705288	11.596031	8.075241	11.917791	68.639915	28.555420	110.687996	9.297352	14.713778	41.789169	27.683996	11.907221	14.397350	12.896740
27.043161	71.786354	115.901344	100.537682	54.769920	66.642685	84.377884	31.311232	17.600922	57.084923	36.751350	55.176353	96.283699	50.266644	51.878120	69.595993	70.140388	62.191025	84.995445	42.171902
26.638678	20.316475	7.134706	7.921046	6.446624	9.059056	16.611977	9.114277	5.434382	17.723772	12.516215	29.060341	3.256092	20.704182	14.638730	10.037081	6.968059	13.986156	5.626137	13.771777
0.885788	0.915053	28.852140	35.671623	55.314854	67.777496	30.513481	25.282166	13.216992	20.908201	0.933306	1.646293	44.271755	1.526522	8.757617	6.802194	5.261414	0.632018	0.418233	31.116779
10.822029	18.464928	25.620850	26.081223	26.677700	45.875450	44.571022	16.641205	8.314775	57.530079	8.187730	26.493774	5.153493	18.955900	11.198905	13.836795	17.860428	13.929013	7.294105	22.083847
3.299204	3.706665	67.939339	68.565239	23.854481	24.679176	45.145187	25.716394	33.455158	85.945122	3.088378	6.097781	2.172735	8.760082	8.719667	12.561710	9.492334	1.717216	1.804519	26.080851
295.746429	452.490601	8.776525	12.148877	26.866070	28.023380	20.053291	17.383524	14.247923	35.500984	457.300201	206.669067	1948.152344	78.441818	14.948992	57.367458	14.655429	255.074829	0.556993	32.507072
128.213043	99.867157	3.290494	8.413051	31.349287	58.913910	22.712721	27.873962	17.220875	57.403934	37.597031	34.203911	1092.605225	131.931763	10.253109	80.944557	15.323581	34.938770	1.730492	27.022964
16.134706	23.092501	17.614355	17.335297	14.333752	20.839354	23.651131	20.490608	18.443489	35.956341	8.703869	70.918930	7.399405	18.861053	12.389383	20.013428	22.720270	11.842358	1.871853	24.425528
7.295717	14.251229	0.674183	0.531599	0.912167	0.906582	0.564617	1.197319	1.075510	1.117186	3.590132	8.950561	2.850394	2.665144	20.465338	23.132189	20.886553	0.730415	0.422994	0.858406
3.259830	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.866015	3.881366	0.000000	0.570593	0.280612	17.069628	0.000000	0.000000
127.374687	301.235352	9.620396	5.403575	28.052343	37.741482	66.018326	44.772861	1.587064	12.230062	23.686316	83.477325	45.198727	36.357674	2.498555	136.397736	30.912054	123.452995	0.750552	52.736668
