GO Process ID	Num_Genes_In_Ensembl
GO:0072539	3
GO:0035583	3
GO:0035582	3
GO:0051795	3
GO:0051797	3
GO:2000611	3
GO:0010742	3
GO:0060742	3
GO:0060741	3
GO:0090290	3
GO:2000111	3
GO:0003278	3
GO:0007181	3
GO:0045061	3
GO:0055014	3
GO:0043932	3
GO:0021513	3
GO:0060916	3
GO:0060914	3
GO:0010725	3
GO:0002138	3
GO:0090245	3
GO:0021530	3
GO:0007352	3
GO:0001976	3
GO:2000301	3
GO:0072061	3
GO:0060159	3
GO:0048298	3
GO:0021678	3
GO:0002158	3
GO:0001959	3
GO:2000670	3
GO:0072044	3
GO:0072049	3
GO:0002366	3
GO:2000195	3
GO:0045682	3
GO:0045686	3
GO:0072300	3
GO:0060596	3
GO:0021869	3
GO:0032227	3
GO:0032225	3
GO:0003166	3
GO:0060379	3
GO:0060374	3
GO:0060370	3
GO:0060197	3
GO:0002693	3
GO:0021545	3
GO:0042663	3
GO:0042668	3
GO:0044339	3
GO:0044336	3
GO:0060313	3
GO:0021847	3
GO:0061371	3
GO:0060350	3
GO:0007500	3
GO:0009994	3
GO:0072193	3
GO:0001828	3
GO:0002086	3
GO:0032765	3
GO:0060221	3
GO:0002891	3
GO:0010572	3
GO:0035745	3
GO:0060675	3
GO:2000346	3
GO:0015842	3
GO:0021697	3
GO:0021553	3
GO:0002025	3
GO:0033092	3
GO:0034370	3
GO:0060161	3
GO:0043368	3
GO:0060447	3
GO:0048619	3
GO:0031630	3
GO:0019724	3
GO:0061184	3
GO:0061182	3
GO:0009912	3
GO:0072282	3
GO:0035722	3
GO:0033326	3
GO:0045588	3
GO:0002005	3
GO:0072138	3
GO:0072133	3
GO:0072136	3
GO:0009792	3
GO:0010641	3
GO:0001546	3
GO:0021587	3
GO:0030917	3
GO:0002774	3
GO:2000286	3
GO:0072095	3
GO:0072092	3
GO:0021912	3
GO:0021914	3
GO:0070232	3
GO:0070236	3
GO:0061009	3
GO:0043308	3
GO:0009957	3
GO:0003340	3
GO:0060693	3
GO:0042461	3
GO:0014829	3
GO:0051835	3
GO:0021544	3
GO:0021769	3
GO:0071883	3
GO:0060502	3
GO:0048592	3
GO:0007431	3
GO:0014809	3
GO:0033563	3
GO:0021955	3
GO:0060713	3
GO:0060715	3
GO:0045058	3
GO:0048014	3
GO:0045425	3
GO:0021562	3
GO:0051250	3
GO:0021747	3
GO:0001922	3
GO:0060523	3
GO:0003408	3
GO:0048713	3
GO:0072034	3
GO:0007418	3
GO:0007412	3
GO:2000297	3
GO:2000291	3
GO:0031104	2
GO:0010902	2
GO:0002296	2
GO:2000334	2
GO:0071338	2
GO:0002692	2
GO:0034381	2
GO:0070889	2
GO:0072014	2
GO:0090134	2
GO:0014846	2
GO:0045659	2
GO:0045652	2
GO:0045655	2
GO:0016198	2
GO:0071109	2
GO:0007199	2
GO:0007198	2
GO:0030382	2
GO:0035441	2
GO:0021836	2
GO:0060900	2
GO:0007206	2
GO:0021784	2
GO:0014728	2
GO:0003195	2
GO:0003193	2
GO:0072079	2
GO:0072070	2
GO:0060128	2
GO:0002317	2
GO:0002312	2
GO:2000124	2
GO:0003207	2
GO:0070560	2
GO:0021644	2
GO:0002553	2
GO:0046619	2
GO:0090076	2
GO:0044340	2
GO:0021816	2
GO:0060928	2
GO:0070171	2
GO:0071373	2
GO:2000660	2
GO:0061325	2
GO:2000584	2
GO:0072053	2
GO:0072054	2
GO:0001776	2
GO:0003229	2
GO:0003221	2
GO:0014889	2
GO:0014886	2
GO:0032474	2
GO:0061153	2
GO:0021873	2
GO:0061302	2
GO:0061308	2
GO:0090260	2
GO:0090265	2
GO:0002685	2
GO:0060168	2
GO:0060163	2
GO:0007493	2
GO:0007497	2
GO:0034445	2
GO:0002519	2
GO:0010983	2
GO:0071848	2
GO:0021571	2
GO:0021855	2
GO:0014740	2
GO:0002337	2
GO:0060369	2
GO:0051917	2
GO:0045976	2
GO:0072182	2
GO:0072180	2
GO:0072181	2
GO:2000098	2
GO:0021623	2
GO:0001842	2
GO:0071674	2
GO:0071676	2
GO:0071670	2
GO:0072210	2
GO:0060775	2
GO:0048320	2
GO:0060431	2
GO:0060435	2
GO:0060434	2
GO:0060437	2
GO:0051935	2
GO:0008078	2
GO:0014029	2
GO:0031664	2
GO:0001866	2
GO:0001865	2
GO:0071657	2
GO:2000568	2
GO:0033364	2
GO:0035759	2
GO:2000194	2
GO:0072236	2
GO:0072233	2
GO:0060083	2
GO:0060667	2
GO:0060661	2
GO:0048343	2
GO:0021986	2
GO:0021985	2
GO:0015874	2
GO:0035566	2
GO:0048627	2
GO:0014916	2
GO:0001808	2
GO:0072560	2
GO:2000587	2
GO:0003097	2
GO:0032762	2
GO:0060060	2
GO:0060067	2
GO:0032817	2
GO:0097006	2
GO:0051124	2
GO:0032289	2
GO:0070664	2
GO:0060856	2
GO:0002327	2
GO:0060474	2
GO:0060297	2
GO:0010611	2
GO:0007509	2
GO:0021681	2
GO:0045872	2
GO:0072272	2
GO:0035710	2
GO:0035711	2
GO:0060043	2
GO:0002035	2
GO:0002032	2
GO:0021831	2
GO:0021526	2
GO:0002924	2
GO:0007208	2
GO:0071593	2
GO:0060450	2
GO:0048669	2
GO:0014040	2
GO:0072104	2
GO:0007521	2
GO:0003050	2
GO:0070368	2
GO:0060027	2
GO:0050902	2
GO:0097049	2
GO:0061197	2
GO:0002019	2
GO:0031296	2
GO:0002072	2
GO:0035051	2
GO:0061034	2
GO:0061035	2
GO:0061032	2
GO:0061033	2
GO:0072125	2
GO:0048641	2
GO:2000077	2
GO:0043503	2
GO:0045161	2
GO:0070977	2
GO:0021903	2
GO:0002762	2
GO:0033026	2
GO:0030221	2
GO:0030223	2
GO:0030222	2
GO:0061017	2
GO:0072554	2
GO:0060769	2
GO:0060764	2
GO:0002228	2
GO:0001550	2
GO:2000054	2
GO:0032528	2
GO:0090259	2
GO:0042137	2
GO:0021592	2
GO:0060577	2
GO:0072156	2
GO:0035747	2
GO:0021535	2
GO:0060689	2
GO:0070488	2
GO:0007468	2
GO:0014839	2
GO:0014835	2
GO:2000424	2
GO:0033005	2
GO:0033007	2
GO:0072573	2
GO:0072576	2
GO:0043314	2
GO:0043313	2
GO:0043311	2
GO:0072164	2
GO:0051610	2
GO:0060512	2
GO:0003430	2
GO:0021940	2
GO:0021941	2
GO:0002268	2
GO:0055059	2
GO:0023035	2
GO:0021557	2
GO:0021558	2
GO:0021773	2
GO:0021778	2
GO:0060532	2
GO:0060538	2
GO:0003419	2
GO:0003415	2
GO:0003413	2
GO:0060390	2
GO:0001704	2
GO:2000173	2
GO:0032972	2
GO:0032971	2
GO:0021965	2
GO:0046642	2
GO:0002282	2
GO:0070075	2
GO:2000340	2
GO:2000349	2
GO:0021750	2
GO:0002448	2
GO:0072166	2
GO:0048563	2
GO:0035397	2
GO:0090291	2
GO:0060112	2
GO:0003272	2
GO:0014858	2
GO:0072160	2
GO:0046666	2
GO:0045066	2
GO:0055017	2
GO:2000320	2
GO:0021514	2
GO:0060915	2
GO:0046877	2
GO:0001912	2
GO:0001914	2
GO:0003188	2
GO:0042418	2
GO:0060133	2
GO:0002329	2
GO:0048143	2
GO:0003218	2
GO:0045645	2
GO:0021650	2
GO:0050803	2
GO:0010934	2
GO:0048069	2
GO:0035470	2
GO:0021536	2
GO:0021828	2
GO:0090249	2
GO:0060931	2
GO:0046851	2
GO:0007356	2
GO:0035607	2
GO:0014733	2
GO:0014737	2
GO:0014736	2
GO:0022405	2
GO:0060488	2
GO:0060489	2
GO:0002302	2
GO:0014891	2
GO:0002543	2
GO:0002542	2
GO:0071624	2
GO:0061145	2
GO:0021801	2
GO:0014718	2
GO:0060318	2
GO:0060319	2
GO:0003223	2
GO:0002361	2
GO:0002369	2
GO:0045684	2
GO:2000538	2
GO:0051154	2
GO:0021897	2
GO:0060973	2
GO:0060977	2
GO:0003160	2
GO:0003162	2
GO:0003169	2
GO:0060490	2
GO:0061312	2
GO:0061317	2
GO:0043217	2
GO:2000402	2
GO:2000552	2
GO:0021633	2
GO:0046006	2
GO:0061104	2
GO:0090024	2
GO:0090022	2
GO:0044338	2
GO:0044334	2
GO:0044335	2
GO:0060312	2
GO:0032834	2
GO:0001997	2
GO:0001996	2
GO:0021842	2
GO:0021849	2
GO:0070101	2
GO:0070104	2
GO:0070106	2
GO:0042063	2
GO:0051946	2
GO:0061379	2
GO:0060420	2
GO:0008065	2
GO:0048105	2
GO:0014034	2
GO:0072190	2
GO:0072197	2
GO:0003294	2
GO:0003290	2
GO:0002528	2
GO:0002522	2
GO:2000570	2
GO:0061290	2
GO:0072208	2
GO:0072203	2
GO:0071875	2
GO:0071874	2
GO:0071879	2
GO:2000388	2
GO:0070473	2
GO:0014015	2
GO:0014016	2
GO:0014010	2
GO:0014013	2
GO:0014908	2
GO:0001812	2
GO:2000594	2
GO:0043049	2
GO:0072224	2
GO:0039003	2
GO:0060595	2
GO:0060672	2
GO:0048378	2
GO:0060443	2
GO:0097021	2
GO:0032290	2
GO:0021997	2
GO:0060849	2
GO:0060468	2
GO:0060465	2
GO:0060460	2
GO:0048632	2
GO:0048635	2
GO:0060282	2
GO:0001838	2
GO:0001831	2
GO:0001835	2
GO:0021693	2
GO:0021691	2
GO:0021551	2
GO:0045844	2
GO:0072249	2
GO:0072305	2
GO:0060615	2
GO:0048820	2
GO:0048822	2
GO:0030719	2
GO:0034378	2
GO:0061061	2
GO:0043366	2
GO:0002358	2
GO:0002352	2
GO:0002353	2
GO:0014056	2
GO:0042701	2
GO:0042700	2
GO:0042704	2
GO:0031635	2
GO:0007518	2
GO:0003329	2
GO:0003326	2
GO:0003062	2
GO:0003064	2
GO:0035701	2
GO:0048840	2
GO:0090362	2
GO:0060809	2
GO:0060800	2
GO:0003308	2
GO:0060032	2
GO:0097050	2
GO:0090082	2
GO:2000521	2
GO:2000473	2
GO:2000474	2
GO:0045585	2
GO:0045586	2
GO:0001798	2
GO:0031989	2
GO:0043323	2
GO:0072139	2
GO:0072134	2
GO:2000041	2
GO:2000609	2
GO:0021589	2
GO:0021722	2
GO:0034505	2
GO:0042489	2
GO:0045213	2
GO:0070945	2
GO:0070230	2
GO:0033031	2
GO:0061005	2
GO:0002232	2
GO:0051386	2
GO:0045796	2
GO:0019836	2
GO:0002431	2
GO:0002752	2
GO:0035802	2
GO:0031444	2
GO:0071529	2
GO:2000439	2
GO:0032943	2
GO:0021937	2
GO:0003057	2
GO:0045634	2
GO:0010949	2
GO:0060738	2
GO:0048697	2
GO:0072038	2
GO:0001507	2
GO:0021894	2
GO:0021892	2
GO:0021893	2
GO:0021761	2
GO:0002415	2
GO:0002418	2
GO:0071888	2
GO:0002730	2
GO:0048597	2
GO:0003420	2
GO:0032764	2
GO:0090177	2
GO:0022037	2
GO:0051025	2
GO:0014806	2
GO:2000418	2
GO:0033561	2
GO:0002017	2
GO:0048850	2
GO:0002724	2
GO:0072174	2
GO:0060717	2
GO:0055026	2
GO:0021570	2
GO:2000354	2
GO:0021568	2
GO:0021740	2
GO:0002710	2
GO:0002711	2
GO:0002717	2
GO:0003241	2
GO:0061386	2
GO:0060529	2
GO:0003404	2
GO:0048710	2
GO:0072033	2
GO:0090118	2
GO:0001712	2
GO:0032902	2
GO:0002295	1
GO:0055002	1
GO:2000331	1
GO:0021502	1
GO:0021503	1
GO:0010758	1
GO:0001909	1
GO:0042404	1
GO:0072016	1
GO:0090133	1
GO:0002333	1
GO:0002335	1
GO:2000109	1
GO:2000108	1
GO:0016191	1
GO:0043380	1
GO:0033382	1
GO:0043383	1
GO:0061081	1
GO:0046671	1
GO:0048058	1
GO:0021837	1
GO:0021528	1
GO:2000313	1
GO:2000314	1
GO:0014722	1
GO:0046469	1
GO:2000549	1
GO:0043179	1
GO:0072076	1
GO:0072077	1
GO:0072073	1
GO:0060127	1
GO:0002316	1
GO:0002313	1
GO:0003205	1
GO:0043318	1
GO:0072674	1
GO:0072677	1
GO:0021649	1
GO:0021642	1
GO:0048075	1
GO:0048073	1
GO:0090075	1
GO:0021508	1
GO:0021814	1
GO:0021812	1
GO:0021813	1
GO:0060929	1
GO:0060921	1
GO:0007227	1
GO:0007225	1
GO:0070173	1
GO:0070175	1
GO:0007321	1
GO:0001949	1
GO:0061326	1
GO:0061324	1
GO:0045932	1
GO:0002371	1
GO:2000522	1
GO:0001777	1
GO:0001770	1
GO:0003220	1
GO:2000525	1
GO:2000508	1
GO:0021660	1
GO:0021666	1
GO:0002575	1
GO:0002572	1
GO:0002573	1
GO:0050857	1
GO:0046636	1
GO:0046633	1
GO:0046631	1
GO:0061151	1
GO:0061155	1
GO:0060795	1
GO:0048894	1
GO:0042637	1
GO:0042636	1
GO:0042635	1
GO:0090010	1
GO:0021877	1
GO:0021874	1
GO:0021872	1
GO:0021870	1
GO:0051249	1
GO:0045575	1
GO:0061300	1
GO:0061301	1
GO:0002689	1
GO:0060169	1
GO:0060165	1
GO:0090193	1
GO:0048792	1
GO:0048790	1
GO:0007495	1
GO:0034441	1
GO:2000529	1
GO:0002517	1
GO:0002518	1
GO:0016203	1
GO:0035790	1
GO:0061170	1
GO:0010987	1
GO:0043012	1
GO:0031549	1
GO:0051148	1
GO:0001984	1
GO:0001985	1
GO:0001980	1
GO:0021852	1
GO:0021858	1
GO:0021859	1
GO:0055113	1
GO:0014741	1
GO:0003171	1
GO:0003175	1
GO:0003174	1
GO:0035655	1
GO:0061369	1
GO:0035659	1
GO:0060367	1
GO:0060366	1
GO:0045977	1
GO:0060183	1
GO:0008057	1
GO:0072183	1
GO:0072184	1
GO:2000097	1
GO:0070586	1
GO:2000547	1
GO:2000548	1
GO:0001840	1
GO:0071678	1
GO:0061115	1
GO:0061114	1
GO:2000572	1
GO:0072219	1
GO:0072213	1
GO:0072214	1
GO:0072377	1
GO:0050983	1
GO:0060648	1
GO:0048327	1
GO:0044329	1
GO:0044328	1
GO:0021511	1
GO:0070447	1
GO:0070446	1
GO:0061343	1
GO:0061346	1
GO:0061347	1
GO:0061348	1
GO:0061349	1
GO:0060433	1
GO:0060436	1
GO:0060439	1
GO:0046203	1
GO:0007371	1
GO:0048178	1
GO:0003285	1
GO:0003284	1
GO:0043381	1
GO:0071656	1
GO:0033368	1
GO:0072239	1
GO:0072234	1
GO:0072235	1
GO:0031583	1
GO:0060668	1
GO:0022601	1
GO:0035623	1
GO:0070684	1
GO:0003136	1
GO:0060879	1
GO:0060873	1
GO:0060872	1
GO:0060875	1
GO:0060876	1
GO:0060217	1
GO:0010808	1
GO:0002664	1
GO:0002663	1
GO:0002668	1
GO:0035565	1
GO:0035564	1
GO:0048486	1
GO:0048621	1
GO:0014005	1
GO:0001805	1
GO:0001806	1
GO:0001809	1
GO:0003099	1
GO:0072254	1
GO:0072255	1
GO:0072259	1
GO:0035481	1
GO:0070661	1
GO:0070662	1
GO:0070667	1
GO:0033080	1
GO:0033087	1
GO:0060853	1
GO:0060857	1
GO:0034369	1
GO:0002605	1
GO:0035545	1
GO:0060479	1
GO:0008039	1
GO:0060299	1
GO:0002840	1
GO:0002842	1
GO:0071926	1
GO:0070346	1
GO:0070349	1
GO:0007174	1
GO:0071691	1
GO:0035846	1
GO:0035847	1
GO:0035844	1
GO:0021688	1
GO:0021685	1
GO:0021686	1
GO:0021682	1
GO:0072273	1
GO:0072274	1
GO:2000564	1
GO:0035712	1
GO:0060598	1
GO:0060599	1
GO:0072143	1
GO:0097026	1
GO:0097022	1
GO:0002033	1
GO:0021830	1
GO:0060901	1
GO:0040032	1
GO:2000266	1
GO:2000261	1
GO:0060837	1
GO:0002625	1
GO:0002626	1
GO:0035037	1
GO:0043379	1
GO:0043378	1
GO:0043371	1
GO:0043370	1
GO:0043375	1
GO:0072101	1
GO:0007529	1
GO:0007522	1
GO:0071909	1
GO:0071908	1
GO:2000019	1
GO:0003339	1
GO:0003335	1
GO:0070367	1
GO:0060025	1
GO:0097045	1
GO:0061196	1
GO:0061193	1
GO:0090094	1
GO:0090096	1
GO:0048855	1
GO:0048852	1
GO:2000464	1
GO:0033626	1
GO:0010657	1
GO:0003311	1
GO:0071387	1
GO:2000446	1
GO:0021905	1
GO:0033025	1
GO:2000227	1
GO:0060768	1
GO:0072141	1
GO:0051394	1
GO:0021988	1
GO:2000057	1
GO:2000055	1
GO:2000050	1
GO:0003138	1
GO:0003011	1
GO:0003017	1
GO:0021590	1
GO:0021599	1
GO:0002429	1
GO:0002426	1
GO:0060578	1
GO:0002761	1
GO:0002769	1
GO:0060753	1
GO:0021534	1
GO:0060685	1
GO:0060683	1
GO:0060681	1
GO:0048232	1
GO:0042492	1
GO:2000534	1
GO:0070489	1
GO:0022004	1
GO:0070486	1
GO:0021920	1
GO:2000420	1
GO:0070228	1
GO:0043316	1
GO:0043315	1
GO:0043310	1
GO:0072229	1
GO:0071839	1
GO:0072163	1
GO:0060748	1
GO:0048685	1
GO:0003359	1
GO:0051615	1
GO:0035684	1
GO:0060516	1
GO:0060517	1
GO:0003433	1
GO:0003431	1
GO:0048749	1
GO:0048371	1
GO:0007440	1
GO:0032223	1
GO:0014810	1
GO:0014813	1
GO:0051580	1
GO:0051582	1
GO:0051585	1
GO:2000404	1
GO:2000405	1
GO:0030885	1
GO:0045621	1
GO:0045620	1
GO:0045623	1
GO:0045622	1
GO:0045625	1
GO:0045624	1
GO:0060721	1
GO:0002263	1
GO:0002264	1
GO:0060981	1
GO:0060980	1
GO:0021881	1
GO:0072060	1
GO:0021771	1
GO:0071893	1
GO:0016332	1
GO:0002721	1
GO:0060537	1
GO:0045989	1
GO:0045189	1
GO:0060398	1
GO:0090107	1
GO:0090104	1
GO:0090101	1
GO:0090108	1
GO:0014876	1
GO:0014870	1
GO:0001705	1
GO:2000176	1
GO:0048291	1
GO:0003259	1
GO:2000287	1
GO:0003251	1
GO:0021966	1
GO:0072579	1
GO:0045609	1
GO:0051796	1
GO:0060709	1
GO:0060251	1
GO:0046645	1
GO:0048392	1
GO:0021572	1
GO:2000348	1
GO:0010743	1
GO:0021758	1
GO:0021757	1
GO:0021754	1
GO:0044345	1
GO:0072168	1
GO:0072169	1
GO:0090126	1
GO:0048569	1
GO:0072028	1
GO:0090128	1
GO:0060118	1
GO:0044258	1
GO:0007403	1
GO:0007400	1
GO:0003270	1
GO:0014853	1
GO:0014856	1
GO:0016189	1
GO:0070247	1
GO:0070241	1
GO:0030845	1
GO:0006581	1
GO:0046668	1
GO:0045062	1
GO:0045065	1
GO:2000514	1
GO:0034959	1
GO:2000321	1
GO:0021515	1
GO:2000329	1
GO:0021512	1
GO:0060912	1
GO:0001910	1
GO:0035622	1
GO:0003186	1
GO:0003185	1
GO:0034391	1
GO:0042414	1
GO:0072003	1
GO:0060138	1
GO:0001743	1
GO:2000137	1
GO:0003213	1
GO:0003210	1
GO:0021658	1
GO:0010933	1
GO:0021822	1
GO:0090246	1
GO:0021539	1
GO:0007354	1
GO:2000659	1
GO:2000302	1
GO:0021793	1
GO:0035604	1
GO:0035602	1
GO:0035603	1
GO:0014734	1
GO:0014739	1
GO:0060481	1
GO:0060482	1
GO:0060156	1
GO:0003236	1
GO:0014895	1
GO:0014896	1
GO:0070570	1
GO:0070572	1
GO:2000518	1
GO:2000516	1
GO:0034120	1
GO:0021679	1
GO:0002541	1
GO:0071622	1
GO:0002154	1
GO:0051885	1
GO:0061149	1
GO:0061143	1
GO:0061141	1
GO:0061144	1
GO:0070142	1
GO:2000671	1
GO:0072172	1
GO:0060730	1
GO:0060731	1
GO:0014717	1
GO:0003142	1
GO:0003147	1
GO:0003144	1
GO:0060345	1
GO:0072046	1
GO:0072040	1
GO:0090189	1
GO:0002362	1
GO:0002368	1
GO:0045685	1
GO:0072615	1
GO:2000533	1
GO:0021610	1
GO:0002561	1
GO:0032685	1
GO:0071600	1
GO:0042253	1
GO:0060783	1
GO:0060782	1
GO:0072308	1
GO:0031550	1
GO:0042640	1
GO:0090049	1
GO:0051153	1
GO:0021509	1
GO:0060975	1
GO:0060978	1
GO:0021501	1
GO:0003165	1
GO:0003167	1
GO:0003168	1
GO:0035645	1
GO:0060377	1
GO:0060375	1
GO:0060496	1
GO:0002696	1
GO:0051969	1
GO:0008594	1
GO:2000080	1
GO:2000081	1
GO:2000556	1
GO:2000558	1
GO:0035787	1
GO:0035783	1
GO:0035782	1
GO:0035789	1
GO:0021546	1
GO:0061106	1
GO:0061102	1
GO:0061100	1
GO:0021548	1
GO:0061108	1
GO:0048337	1
GO:0042664	1
GO:0042666	1
GO:0042667	1
GO:0090025	1
GO:0044330	1
GO:0044337	1
GO:0007291	1
GO:0032831	1
GO:0001991	1
GO:0070105	1
GO:0003108	1
GO:0003106	1
GO:0061374	1
GO:0061377	1
GO:0061373	1
GO:0014036	1
GO:0014038	1
GO:0072198	1
GO:0072192	1
GO:0070593	1
GO:0002521	1
GO:0071641	1
GO:0071642	1
GO:0033373	1
GO:0033371	1
GO:0061296	1
GO:0035691	1
GO:0035696	1
GO:0045887	1
GO:0072200	1
GO:0072202	1
GO:0032812	1
GO:0032814	1
GO:0071877	1
GO:0071873	1
GO:0071878	1
GO:2000386	1
GO:0021683	1
GO:0070471	1
GO:0061354	1
GO:0061350	1
GO:0010819	1
GO:0060400	1
GO:0002380	1
GO:0002897	1
GO:0010578	1
GO:0032597	1
GO:2000590	1
GO:2000591	1
GO:2000597	1
GO:0035740	1
GO:0035743	1
GO:0035744	1
GO:0072227	1
GO:0060594	1
GO:0039008	1
GO:0072237	1
GO:0060592	1
GO:0060677	1
GO:0060678	1
GO:0048370	1
GO:0002041	1
GO:0051134	1
GO:0060448	1
GO:0045299	1
GO:0021993	1
GO:0060844	1
GO:0060843	1
GO:0060462	1
GO:0060461	1
GO:0048631	1
GO:0060283	1
GO:0042703	1
GO:0001834	1
GO:0021692	1
GO:0046534	1
GO:0072240	1
GO:0035769	1
GO:0072302	1
GO:0072303	1
GO:0039020	1
GO:0039023	1
GO:0097017	1
GO:0060611	1
GO:0032723	1
GO:0033091	1
GO:0060825	1
GO:0060823	1
GO:0060829	1
GO:0034377	1
GO:0034373	1
GO:0090194	1
GO:0043369	1
GO:0060446	1
GO:0048613	1
GO:0048611	1
GO:0014057	1
GO:0002859	1
GO:0002851	1
GO:2000005	1
GO:2000007	1
GO:0070351	1
GO:0070350	1
GO:0070352	1
GO:0003322	1
GO:0003327	1
GO:0035852	1
GO:0003065	1
GO:0003069	1
GO:0072268	1
GO:0072267	1
GO:0072262	1
GO:0035709	1
GO:0035705	1
GO:0060580	1
GO:0061189	1
GO:0061185	1
GO:0061181	1
GO:0043299	1
GO:0090361	1
GO:2000494	1
GO:0060802	1
GO:0060803	1
GO:0060804	1
GO:0060806	1
GO:0060807	1
GO:0003418	1
GO:0061043	1
GO:0061040	1
GO:0061047	1
GO:0061046	1
GO:0061044	1
GO:0061048	1
GO:0048677	1
GO:0072111	1
GO:0072110	1
GO:0002839	1
GO:0010625	1
GO:2000062	1
GO:2000063	1
GO:0071838	1
GO:0003044	1
GO:0045751	1
GO:0072283	1
GO:0072285	1
GO:0072287	1
GO:0072286	1
GO:0035723	1
GO:0060035	1
GO:0090081	1
GO:2000526	1
GO:0048241	1
GO:0048243	1
GO:0070963	1
GO:0060459	1
GO:0060458	1
GO:2000478	1
GO:0045589	1
GO:0032980	1
GO:0002001	1
GO:0061026	1
GO:0009794	1
GO:0010640	1
GO:0001544	1
GO:0001545	1
GO:0001543	1
GO:2000043	1
GO:0003029	1
GO:0003025	1
GO:0003026	1
GO:0021586	1
GO:0021588	1
GO:0021723	1
GO:0060010	1
GO:0090214	1
GO:0090212	1
GO:0090210	1
GO:0042488	1
GO:0072097	1
GO:0045212	1
GO:0070944	1
GO:0070946	1
GO:0070947	1
GO:0070495	1
GO:0002695	1
GO:0002691	1
GO:0021910	1
GO:0021919	1
GO:0021918	1
GO:2000452	1
GO:2000451	1
GO:2000454	1
GO:0070237	1
GO:0070235	1
GO:0033030	1
GO:2000231	1
GO:2000230	1
GO:0042313	1
GO:0090321	1
GO:0060751	1
GO:0051388	1
GO:0048297	1
GO:0003345	1
GO:0021703	1
GO:0051799	1
GO:0060691	1
GO:0031448	1
GO:0031449	1
GO:0022013	1
GO:0022018	1
GO:0014820	1
GO:2000438	1
GO:0060979	1
GO:0032945	1
GO:0021933	1
GO:0021935	1
GO:0021934	1
GO:0043134	1
GO:0003058	1
GO:0003059	1
GO:0090301	1
GO:0060739	1
GO:0060386	1
GO:0048698	1
GO:0048692	1
GO:0048691	1
GO:0042694	1
GO:0021543	1
GO:0021541	1
GO:0021547	1
GO:0021767	1
GO:0021763	1
GO:0021768	1
GO:0071882	1
GO:0071881	1
GO:0035042	1
GO:0002737	1
GO:0002731	1
GO:0051622	1
GO:0002085	1
GO:0035128	1
GO:0060503	1
GO:0003429	1
GO:0003421	1
GO:0042443	1
GO:0090178	1
GO:0014805	1
GO:0060887	1
GO:2000417	1
GO:2000415	1
GO:2000412	1
GO:0021956	1
GO:0002270	1
GO:0055024	1
GO:0055020	1
GO:2000612	1
GO:0045423	1
GO:2000358	1
GO:2000607	1
GO:2000355	1
GO:2000357	1
GO:2000350	1
GO:0021564	1
GO:0021563	1
GO:0032901	1
GO:0021569	1
GO:0001923	1
GO:0002715	1
GO:0061360	1
GO:0003245	1
GO:0030421	1
GO:0003247	1
GO:0061381	1
GO:0045992	1
GO:0003409	1
GO:0002443	1
GO:0014866	1
GO:0014861	1
GO:0001710	1
GO:2000167	1
GO:0032900	1
GO:0033505	1
GO:2000293	1
GO:0021972	1
GO:0030852	0
GO:0002706	0
GO:0060269	0
GO:0010901	0
GO:0002290	0
GO:0002293	0
GO:0002294	0
GO:0002297	0
GO:0002299	0
GO:0002298	0
GO:0048380	0
GO:0055004	0
GO:0055006	0
GO:0048036	0
GO:0043929	0
GO:0000757	0
GO:0000750	0
GO:0045448	0
GO:2000336	0
GO:2000337	0
GO:2000335	0
GO:2000332	0
GO:2000333	0
GO:0021506	0
GO:0021507	0
GO:0021504	0
GO:0021505	0
GO:2000338	0
GO:2000339	0
GO:0030450	0
GO:0002909	0
GO:0002908	0
GO:0002459	0
GO:0002458	0
GO:0002454	0
GO:0002905	0
GO:0002452	0
GO:0002907	0
GO:0002450	0
GO:0007362	0
GO:0007363	0
GO:0007360	0
GO:0007361	0
GO:0007366	0
GO:0007367	0
GO:0007364	0
GO:0007365	0
GO:0071335	0
GO:0071336	0
GO:0071337	0
GO:0051663	0
GO:0035169	0
GO:0035168	0
GO:0035165	0
GO:0035164	0
GO:0035167	0
GO:0035160	0
GO:0035163	0
GO:0035387	0
GO:0035386	0
GO:0035388	0
GO:0048559	0
GO:0072010	0
GO:0072013	0
GO:0090289	0
GO:0072019	0
GO:0002338	0
GO:0002339	0
GO:0002330	0
GO:0002336	0
GO:0048735	0
GO:0002334	0
GO:0010102	0
GO:0010103	0
GO:0010100	0
GO:0010101	0
GO:0001737	0
GO:2000106	0
GO:2000101	0
GO:2000103	0
GO:2000102	0
GO:0003263	0
GO:0003262	0
GO:0003261	0
GO:0003260	0
GO:0003267	0
GO:0003265	0
GO:0003264	0
GO:0003269	0
GO:0003268	0
GO:0014849	0
GO:0014848	0
GO:0014847	0
GO:0014845	0
GO:0014844	0
GO:0052083	0
GO:0052085	0
GO:0052086	0
GO:0045658	0
GO:0033381	0
GO:0061082	0
GO:0061080	0
GO:0007192	0
GO:0046673	0
GO:0046672	0
GO:0046670	0
GO:0046675	0
GO:0046674	0
GO:0048942	0
GO:0048941	0
GO:0030381	0
GO:0072027	0
GO:0048055	0
GO:0048054	0
GO:0048057	0
GO:0048056	0
GO:0048053	0
GO:0048052	0
GO:0045467	0
GO:0045466	0
GO:0045465	0
GO:0045464	0
GO:0045463	0
GO:0045469	0
GO:0045468	0
GO:0080166	0
